seed,eta,criterion,min_active_g,max_active_g,min_headroom,max_headroom,max_class_ceiling_excess,min_derivative,structural_zero_max_abs,lower_bound_ok,class_ceiling_ok,headroom_nonnegative_ok,monotonicity_ok,structural_zero_ok,profile_min,profile_max,profile_mean
21001,0.0,C1,3.24931284904e-06,0.32217036679414207,0.04944659144077268,0.14562191480631598,-0.049779917821644676,0.08716072627684453,0.0,True,True,True,True,True,-1.0,1.0,5.551115123125783e-17
21001,0.0,C2,0.00033901916617479314,0.3587731085615006,0.038127406017091525,0.1902061740597763,-0.04122689143849945,0.09198829508252077,0.0,True,True,True,True,True,-1.0,1.0,3.700743415417188e-17
21001,0.0,C3,0.00026011419482551643,0.3793098122542385,0.017158818129178854,0.13393740499275267,-0.020690187745761535,0.06606259500724734,0.0,True,True,True,True,True,-1.0,1.0,0.0
21001,0.0,C4,0.0004900677349729925,0.38299533144584225,0.01423876287526682,0.1492759856911246,-0.017004668554157776,0.1281278910596696,0.0,True,True,True,True,True,-1.0,1.0,5.551115123125783e-17
21001,0.0,C5,7.878352062848051e-05,0.3541913804214366,0.028493588693327132,0.14996403040444886,-0.028496103302804582,0.05003596959555115,0.0,True,True,True,True,True,-1.0,1.0,0.0
21001,0.0,C6,0.0017957421847370257,0.18713395141060687,0.012009440260302318,0.08652070715103088,-0.012866048589393136,0.11347929284896913,0.0,True,True,True,True,True,-1.0,1.0,7.401486830834377e-17
21001,0.0,C7,0.00038935154888589373,0.25229997054118375,0.03502228444134867,0.16471406359903273,-0.03680096565382604,0.0896689400266969,0.0,True,True,True,True,True,-1.0,1.0,7.401486830834377e-17
21001,0.1,C1,3.431112937471299e-06,0.3298824426589938,0.04944659144077268,0.14562191480631598,-0.044802024076067454,0.09203784401719572,0.0,True,True,True,True,True,-1.0,1.0,5.551115123125783e-17
21001,0.1,C2,0.00038160753459414506,0.3627569949681682,0.038127406017091525,0.1902061740597763,-0.03724300503183181,0.09885798660565809,0.0,True,True,True,True,True,-1.0,1.0,3.700743415417188e-17
21001,0.1,C3,0.0003912883108456638,0.3806443055054176,0.017158818129178854,0.13393740499275267,-0.01935569449458241,0.0598252999527534,0.0,True,True,True,True,True,-1.0,1.0,0.0
