seed,eta,factor,criterion,pathway,active_alternatives,RE,base_IQR,SRE
21001,0.3,h_D,C2,h_D->C2,6,0.04307572559355687,0.12310848557719736,0.3499005400906794
21001,0.3,h_D,C3,h_D->C3,5,0.039811649773911585,0.09815665304751499,0.40559298363845236
21001,0.3,h_D,C4,h_D->C4,6,0.038290460519245964,0.09895846283220018,0.3869346736295469
21001,0.3,h_D,C6,h_D->C6,6,0.033040408048533886,0.06256305854388199,0.5281136954778368
21001,0.3,h_D,C7,h_D->C7,6,0.02383192528002752,0.07761266433701461,0.3070623265326386
21001,0.3,h_E,C6,h_E->C6,6,0.02123286877546331,0.06256305854388199,0.33938348394893614
21001,0.3,h_I,C2,h_I->C2,6,0.026824374423524835,0.12310848557719736,0.21789216476459894
21001,0.3,h_I,C4,h_I->C4,6,0.036529866853007346,0.09895846283220018,0.3691434346002363
21001,0.3,h_I,C5,h_I->C5,5,0.07028463911433315,0.15238417167708587,0.4612331998812228
21001,0.3,h_T,C3,h_T->C3,5,0.026038068551405398,0.09815665304751499,0.2652705419625076
21001,0.3,h_T,C7,h_T->C7,6,0.03605327119295258,0.07761266433701461,0.4645281991085277
21001,0.4,h_D,C1,h_D->C1,6,0.06191699470647008,0.10472478336939724,0.591235357226552
21001,0.4,h_D,C2,h_D->C2,6,0.04562261495100223,0.13084109765520135,0.3486871920845575
21001,0.4,h_D,C3,h_D->C3,5,0.041235555735770896,0.09591519285745201,0.42991683076345116
21001,0.4,h_D,C4,h_D->C4,6,0.03898700550499827,0.09990866131545868,0.3902264827821855
21001,0.4,h_D,C6,h_D->C6,6,0.03400756778022821,0.06585708516922076,0.5163843448632577
21001,0.4,h_D,C7,h_D->C7,6,0.02506384389870242,0.08063151709873664,0.31084425545038247
21001,0.4,h_E,C6,h_E->C6,6,0.02178291735797413,0.06585708516922076,0.33076042314462956
21001,0.4,h_I,C2,h_I->C2,6,0.028446796308376255,0.13084109765520135,0.21741483996964914
21001,0.4,h_I,C4,h_I->C4,6,0.037508664669013494,0.09990866131545868,0.3754295591070483
21001,0.4,h_I,C5,h_I->C5,5,0.07413938918818039,0.15210120582982675,0.4874345918772089
21001,0.4,h_T,C3,h_T->C3,5,0.027285092776105753,0.09591519285745201,0.2844710203144986
21001,0.4,h_T,C7,h_T->C7,6,0.03794384890118474,0.08063151709873664,0.4705833434121094
21001,0.5,h_D,C1,h_D->C1,6,0.06502619209886376,0.11041437297303963,0.5889286905985742
21001,0.5,h_D,C2,h_D->C2,6,0.04765728989648404,0.1376348297384828,0.34625893741206676
21001,0.5,h_D,C3,h_D->C3,5,0.04284320391135551,0.09439820317053743,0.4538561378493846
21001,0.5,h_D,C4,h_D->C4,6,0.03977280445676136,0.10021070111729637,0.3968917891294913
21001,0.5,h_D,C6,h_D->C6,6,0.034873139460625556,0.0703145450830228,0.4959591137076074
21001,0.5,h_D,C7,h_D->C7,6,0.02617684503652903,0.08422962018290195,0.3107795687476218
21001,0.5,h_E,C6,h_E->C6,6,0.022267577690634165,0.0703145450830228,0.31668522727446197
21001,0.5,h_I,C2,h_I->C2,6,0.03008524777723038,0.1376348297384828,0.21858745954186287
21001,0.5,h_I,C4,h_I->C4,6,0.03847660991459839,0.10021070111729637,0.38395709724830346
21001,0.5,h_I,C5,h_I->C5,5,0.07758768008163434,0.15409021572109588,0.5035211334999034
21001,0.5,h_T,C3,h_T->C3,5,0.02859777061684287,0.09439820317053743,0.3029482517254688
21001,0.5,h_T,C7,h_T->C7,6,0.03942701014439487,0.08422962018290195,0.46808961097428997
21001,0.6,h_D,C1,h_D->C1,6,0.06828520332097135,0.11620573901981462,0.5876233299350232
21001,0.6,h_D,C2,h_D->C2,6,0.04981885264913789,0.14509707623825563,0.34334842534655796
21001,0.6,h_D,C3,h_D->C3,5,0.044466529309254973,0.09397233323699111,0.4731874561062623
21001,0.6,h_D,C4,h_D->C4,6,0.040768833705263095,0.10153005089207162,0.40154450181650747
