seed,rotation,criterion,alternative,class,theta,semantic_ceiling,contrast,min_derivative,max_abs_departure,lower_bound_ok,semantic_ceiling_ok,monotonicity_ok,structural_zero_ok
25002,0,C1,A4,I,0.19618979611275655,0.2,0.2,0.18618979611275654,0.0025000000000000005,True,True,True,True
25002,0,C1,A5,I,0.13463420155247857,0.2,0.6,0.10463420155247857,0.0075,True,True,True,True
25002,0,C1,A6,D,0.24218724169178446,0.4,1.0,0.19218724169178447,0.0125,True,True,True,True
25002,0,C2,A1,D,0.21384930868286156,0.4,-1.0,0.16384930868286157,0.0125,True,True,True,True
25002,0,C2,A2,D,0.25641012462182433,0.4,-0.6,0.22641012462182433,0.0075,True,True,True,True
25002,0,C2,A3,D,0.23422944708323834,0.4,-0.2,0.22422944708323833,0.0025000000000000005,True,True,True,True
25002,0,C2,A4,I,0.1133470621026951,0.2,0.2,0.10334706210269509,0.0025000000000000005,True,True,True,True
25002,0,C2,A5,I,0.11905450709244718,0.2,0.6,0.08905450709244718,0.0075,True,True,True,True
25002,0,C2,A6,D,0.3224221408232979,0.4,1.0,0.2724221408232979,0.0125,True,True,True,True
25002,0,C3,A1,D,0.33537692141037945,0.4,-1.0,0.28537692141037946,0.0125,True,True,True,True
25002,0,C3,A2,D,0.350185715694563,0.4,-0.6,0.320185715694563,0.0075,True,True,True,True
25002,0,C3,A3,I,0.13158924256755944,0.2,-0.2,0.12158924256755943,0.0025000000000000005,True,True,True,True
25002,0,C3,A4,I,0.1549010883209131,0.2,0.2,0.14490108832091309,0.0025000000000000005,True,True,True,True
25002,0,C3,A5,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
25002,0,C3,A6,I,0.09351022190333541,0.2,1.0,0.04351022190333541,0.0125,True,True,True,True
25002,0,C4,A1,I,0.18472740097504997,0.2,-1.0,0.13472740097504998,0.0125,True,True,True,True
25002,0,C4,A2,I,0.09599699293686464,0.2,-0.6,0.06599699293686465,0.0075,True,True,True,True
25002,0,C4,A3,D,0.3089994450622001,0.4,-0.2,0.2989994450622001,0.0025000000000000005,True,True,True,True
25002,0,C4,A4,I,0.06917540171279565,0.2,0.2,0.05917540171279565,0.0025000000000000005,True,True,True,True
25002,0,C4,A5,D,0.3755732537094897,0.4,0.6,0.34557325370948966,0.0075,True,True,True,True
25002,0,C4,A6,D,0.27851965394335193,0.4,1.0,0.22851965394335194,0.0125,True,True,True,True
25002,0,C5,A1,I,0.09259767774558261,0.2,-1.0,0.04259767774558261,0.0125,True,True,True,True
25002,0,C5,A2,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
25002,0,C5,A3,D,0.236072758147779,0.4,-0.2,0.226072758147779,0.0025000000000000005,True,True,True,True
25002,0,C5,A4,D,0.2735144678953229,0.4,0.2,0.2635144678953229,0.0025000000000000005,True,True,True,True
25002,0,C5,A5,I,0.1319888111763938,0.2,0.6,0.1019888111763938,0.0075,True,True,True,True
25002,0,C5,A6,D,0.33961023984397276,0.4,1.0,0.28961023984397277,0.0125,True,True,True,True
25002,0,C6,A1,I,0.17708127546667757,0.2,-1.0,0.12708127546667758,0.0125,True,True,True,True
25002,0,C6,A2,I,0.13690787590649484,0.2,-0.6,0.10690787590649484,0.0075,True,True,True,True
25002,0,C6,A3,I,0.08478560169883213,0.2,-0.2,0.07478560169883214,0.0025000000000000005,True,True,True,True
25002,0,C6,A4,I,0.17491547069773916,0.2,0.2,0.16491547069773915,0.0025000000000000005,True,True,True,True
25002,0,C6,A5,I,0.1585734788090077,0.2,0.6,0.1285734788090077,0.0075,True,True,True,True
25002,0,C6,A6,I,0.10235017940824484,0.2,1.0,0.05235017940824484,0.0125,True,True,True,True
25002,0,C7,A1,I,0.08345777971208124,0.2,-1.0,0.033457779712081234,0.0125,True,True,True,True
25002,0,C7,A2,D,0.21393798567587902,0.4,-0.6,0.18393798567587902,0.0075,True,True,True,True
25002,0,C7,A3,I,0.09807560457669472,0.2,-0.2,0.08807560457669472,0.0025000000000000005,True,True,True,True
25002,0,C7,A4,D,0.22745534590182312,0.4,0.2,0.2174553459018231,0.0025000000000000005,True,True,True,True
25002,0,C7,A5,I,0.054034937826463236,0.2,0.6,0.024034937826463237,0.0075,True,True,True,True
25002,0,C7,A6,I,0.11230058717156116,0.2,1.0,0.06230058717156116,0.0125,True,True,True,True
25002,1,C1,A1,D,0.27796609401503436,0.4,-0.6,0.24796609401503436,0.0075,True,True,True,True
25002,1,C1,A2,I,0.16528939237105084,0.2,-0.2,0.15528939237105083,0.0025000000000000005,True,True,True,True
25002,1,C1,A3,I,0.1359662798992204,0.2,0.2,0.12596627989922038,0.0025000000000000005,True,True,True,True
25002,1,C1,A4,I,0.19618979611275655,0.2,0.6,0.16618979611275655,0.0075,True,True,True,True
25002,1,C1,A5,I,0.13463420155247857,0.2,1.0,0.08463420155247857,0.0125,True,True,True,True
25002,1,C1,A6,D,0.24218724169178446,0.4,-1.0,0.19218724169178447,0.0125,True,True,True,True
25002,1,C2,A1,D,0.21384930868286156,0.4,-0.6,0.18384930868286156,0.0075,True,True,True,True
25002,1,C2,A2,D,0.25641012462182433,0.4,-0.2,0.24641012462182432,0.0025000000000000005,True,True,True,True
25002,1,C2,A3,D,0.23422944708323834,0.4,0.2,0.22422944708323833,0.0025000000000000005,True,True,True,True
25002,1,C2,A4,I,0.1133470621026951,0.2,0.6,0.0833470621026951,0.0075,True,True,True,True
25002,1,C2,A5,I,0.11905450709244718,0.2,1.0,0.06905450709244718,0.0125,True,True,True,True
25002,1,C2,A6,D,0.3224221408232979,0.4,-1.0,0.2724221408232979,0.0125,True,True,True,True
25002,1,C3,A1,D,0.33537692141037945,0.4,-0.6,0.3053769214103794,0.0075,True,True,True,True
25002,1,C3,A2,D,0.350185715694563,0.4,-0.2,0.340185715694563,0.0025000000000000005,True,True,True,True
25002,1,C3,A3,I,0.13158924256755944,0.2,0.2,0.12158924256755943,0.0025000000000000005,True,True,True,True
25002,1,C3,A4,I,0.1549010883209131,0.2,0.6,0.1249010883209131,0.0075,True,True,True,True
25002,1,C3,A5,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
25002,1,C3,A6,I,0.09351022190333541,0.2,-1.0,0.04351022190333541,0.0125,True,True,True,True
25002,1,C4,A1,I,0.18472740097504997,0.2,-0.6,0.15472740097504997,0.0075,True,True,True,True
25002,1,C4,A2,I,0.09599699293686464,0.2,-0.2,0.08599699293686464,0.0025000000000000005,True,True,True,True
25002,1,C4,A3,D,0.3089994450622001,0.4,0.2,0.2989994450622001,0.0025000000000000005,True,True,True,True
25002,1,C4,A4,I,0.06917540171279565,0.2,0.6,0.039175401712795654,0.0075,True,True,True,True
25002,1,C4,A5,D,0.3755732537094897,0.4,1.0,0.3255732537094897,0.0125,True,True,True,True
25002,1,C4,A6,D,0.27851965394335193,0.4,-1.0,0.22851965394335194,0.0125,True,True,True,True
25002,1,C5,A1,I,0.09259767774558261,0.2,-0.6,0.06259767774558261,0.0075,True,True,True,True
25002,1,C5,A2,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
25002,1,C5,A3,D,0.236072758147779,0.4,0.2,0.226072758147779,0.0025000000000000005,True,True,True,True
25002,1,C5,A4,D,0.2735144678953229,0.4,0.6,0.2435144678953229,0.0075,True,True,True,True
25002,1,C5,A5,I,0.1319888111763938,0.2,1.0,0.0819888111763938,0.0125,True,True,True,True
25002,1,C5,A6,D,0.33961023984397276,0.4,-1.0,0.28961023984397277,0.0125,True,True,True,True
25002,1,C6,A1,I,0.17708127546667757,0.2,-0.6,0.14708127546667757,0.0075,True,True,True,True
25002,1,C6,A2,I,0.13690787590649484,0.2,-0.2,0.12690787590649483,0.0025000000000000005,True,True,True,True
25002,1,C6,A3,I,0.08478560169883213,0.2,0.2,0.07478560169883214,0.0025000000000000005,True,True,True,True
25002,1,C6,A4,I,0.17491547069773916,0.2,0.6,0.14491547069773916,0.0075,True,True,True,True
25002,1,C6,A5,I,0.1585734788090077,0.2,1.0,0.10857347880900771,0.0125,True,True,True,True
25002,1,C6,A6,I,0.10235017940824484,0.2,-1.0,0.05235017940824484,0.0125,True,True,True,True
25002,1,C7,A1,I,0.08345777971208124,0.2,-0.6,0.05345777971208124,0.0075,True,True,True,True
25002,1,C7,A2,D,0.21393798567587902,0.4,-0.2,0.203937985675879,0.0025000000000000005,True,True,True,True
25002,1,C7,A3,I,0.09807560457669472,0.2,0.2,0.08807560457669472,0.0025000000000000005,True,True,True,True
25002,1,C7,A4,D,0.22745534590182312,0.4,0.6,0.19745534590182312,0.0075,True,True,True,True
25002,1,C7,A5,I,0.054034937826463236,0.2,1.0,0.0040349378264632335,0.0125,True,True,True,True
25002,1,C7,A6,I,0.11230058717156116,0.2,-1.0,0.06230058717156116,0.0125,True,True,True,True
25002,2,C1,A1,D,0.27796609401503436,0.4,-0.2,0.26796609401503435,0.0025000000000000005,True,True,True,True
25002,2,C1,A2,I,0.16528939237105084,0.2,0.2,0.15528939237105083,0.0025000000000000005,True,True,True,True
25002,2,C1,A3,I,0.1359662798992204,0.2,0.6,0.10596627989922039,0.0075,True,True,True,True
25002,2,C1,A4,I,0.19618979611275655,0.2,1.0,0.14618979611275656,0.0125,True,True,True,True
25002,2,C1,A5,I,0.13463420155247857,0.2,-1.0,0.08463420155247857,0.0125,True,True,True,True
25002,2,C1,A6,D,0.24218724169178446,0.4,-0.6,0.21218724169178446,0.0075,True,True,True,True
25002,2,C2,A1,D,0.21384930868286156,0.4,-0.2,0.20384930868286155,0.0025000000000000005,True,True,True,True
25002,2,C2,A2,D,0.25641012462182433,0.4,0.2,0.24641012462182432,0.0025000000000000005,True,True,True,True
25002,2,C2,A3,D,0.23422944708323834,0.4,0.6,0.20422944708323834,0.0075,True,True,True,True
25002,2,C2,A4,I,0.1133470621026951,0.2,1.0,0.0633470621026951,0.0125,True,True,True,True
25002,2,C2,A5,I,0.11905450709244718,0.2,-1.0,0.06905450709244718,0.0125,True,True,True,True
25002,2,C2,A6,D,0.3224221408232979,0.4,-0.6,0.29242214082329787,0.0075,True,True,True,True
25002,2,C3,A1,D,0.33537692141037945,0.4,-0.2,0.32537692141037944,0.0025000000000000005,True,True,True,True
25002,2,C3,A2,D,0.350185715694563,0.4,0.2,0.340185715694563,0.0025000000000000005,True,True,True,True
25002,2,C3,A3,I,0.13158924256755944,0.2,0.6,0.10158924256755944,0.0075,True,True,True,True
25002,2,C3,A4,I,0.1549010883209131,0.2,1.0,0.10490108832091309,0.0125,True,True,True,True
25002,2,C3,A5,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
25002,2,C3,A6,I,0.09351022190333541,0.2,-0.6,0.06351022190333541,0.0075,True,True,True,True
25002,2,C4,A1,I,0.18472740097504997,0.2,-0.2,0.17472740097504996,0.0025000000000000005,True,True,True,True
25002,2,C4,A2,I,0.09599699293686464,0.2,0.2,0.08599699293686464,0.0025000000000000005,True,True,True,True
25002,2,C4,A3,D,0.3089994450622001,0.4,0.6,0.2789994450622001,0.0075,True,True,True,True
25002,2,C4,A4,I,0.06917540171279565,0.2,1.0,0.01917540171279565,0.0125,True,True,True,True
25002,2,C4,A5,D,0.3755732537094897,0.4,-1.0,0.3255732537094897,0.0125,True,True,True,True
25002,2,C4,A6,D,0.27851965394335193,0.4,-0.6,0.24851965394335193,0.0075,True,True,True,True
25002,2,C5,A1,I,0.09259767774558261,0.2,-0.2,0.0825976777455826,0.0025000000000000005,True,True,True,True
25002,2,C5,A2,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
25002,2,C5,A3,D,0.236072758147779,0.4,0.6,0.206072758147779,0.0075,True,True,True,True
25002,2,C5,A4,D,0.2735144678953229,0.4,1.0,0.22351446789532292,0.0125,True,True,True,True
25002,2,C5,A5,I,0.1319888111763938,0.2,-1.0,0.0819888111763938,0.0125,True,True,True,True
25002,2,C5,A6,D,0.33961023984397276,0.4,-0.6,0.30961023984397273,0.0075,True,True,True,True
25002,2,C6,A1,I,0.17708127546667757,0.2,-0.2,0.16708127546667756,0.0025000000000000005,True,True,True,True
25002,2,C6,A2,I,0.13690787590649484,0.2,0.2,0.12690787590649483,0.0025000000000000005,True,True,True,True
25002,2,C6,A3,I,0.08478560169883213,0.2,0.6,0.054785601698832134,0.0075,True,True,True,True
25002,2,C6,A4,I,0.17491547069773916,0.2,1.0,0.12491547069773916,0.0125,True,True,True,True
25002,2,C6,A5,I,0.1585734788090077,0.2,-1.0,0.10857347880900771,0.0125,True,True,True,True
25002,2,C6,A6,I,0.10235017940824484,0.2,-0.6,0.07235017940824484,0.0075,True,True,True,True
25002,2,C7,A1,I,0.08345777971208124,0.2,-0.2,0.07345777971208123,0.0025000000000000005,True,True,True,True
25002,2,C7,A2,D,0.21393798567587902,0.4,0.2,0.203937985675879,0.0025000000000000005,True,True,True,True
25002,2,C7,A3,I,0.09807560457669472,0.2,0.6,0.06807560457669472,0.0075,True,True,True,True
25002,2,C7,A4,D,0.22745534590182312,0.4,1.0,0.1774553459018231,0.0125,True,True,True,True
25002,2,C7,A5,I,0.054034937826463236,0.2,-1.0,0.0040349378264632335,0.0125,True,True,True,True
25002,2,C7,A6,I,0.11230058717156116,0.2,-0.6,0.08230058717156116,0.0075,True,True,True,True
25002,3,C1,A1,D,0.27796609401503436,0.4,0.2,0.26796609401503435,0.0025000000000000005,True,True,True,True
25002,3,C1,A2,I,0.16528939237105084,0.2,0.6,0.13528939237105084,0.0075,True,True,True,True
25002,3,C1,A3,I,0.1359662798992204,0.2,1.0,0.08596627989922039,0.0125,True,True,True,True
25002,3,C1,A4,I,0.19618979611275655,0.2,-1.0,0.14618979611275656,0.0125,True,True,True,True
25002,3,C1,A5,I,0.13463420155247857,0.2,-0.6,0.10463420155247857,0.0075,True,True,True,True
25002,3,C1,A6,D,0.24218724169178446,0.4,-0.2,0.23218724169178445,0.0025000000000000005,True,True,True,True
25002,3,C2,A1,D,0.21384930868286156,0.4,0.2,0.20384930868286155,0.0025000000000000005,True,True,True,True
25002,3,C2,A2,D,0.25641012462182433,0.4,0.6,0.22641012462182433,0.0075,True,True,True,True
25002,3,C2,A3,D,0.23422944708323834,0.4,1.0,0.18422944708323835,0.0125,True,True,True,True
25002,3,C2,A4,I,0.1133470621026951,0.2,-1.0,0.0633470621026951,0.0125,True,True,True,True
25002,3,C2,A5,I,0.11905450709244718,0.2,-0.6,0.08905450709244718,0.0075,True,True,True,True
25002,3,C2,A6,D,0.3224221408232979,0.4,-0.2,0.3124221408232979,0.0025000000000000005,True,True,True,True
25002,3,C3,A1,D,0.33537692141037945,0.4,0.2,0.32537692141037944,0.0025000000000000005,True,True,True,True
25002,3,C3,A2,D,0.350185715694563,0.4,0.6,0.320185715694563,0.0075,True,True,True,True
25002,3,C3,A3,I,0.13158924256755944,0.2,1.0,0.08158924256755944,0.0125,True,True,True,True
25002,3,C3,A4,I,0.1549010883209131,0.2,-1.0,0.10490108832091309,0.0125,True,True,True,True
25002,3,C3,A5,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
25002,3,C3,A6,I,0.09351022190333541,0.2,-0.2,0.0835102219033354,0.0025000000000000005,True,True,True,True
25002,3,C4,A1,I,0.18472740097504997,0.2,0.2,0.17472740097504996,0.0025000000000000005,True,True,True,True
25002,3,C4,A2,I,0.09599699293686464,0.2,0.6,0.06599699293686465,0.0075,True,True,True,True
25002,3,C4,A3,D,0.3089994450622001,0.4,1.0,0.25899944506220013,0.0125,True,True,True,True
25002,3,C4,A4,I,0.06917540171279565,0.2,-1.0,0.01917540171279565,0.0125,True,True,True,True
25002,3,C4,A5,D,0.3755732537094897,0.4,-0.6,0.34557325370948966,0.0075,True,True,True,True
25002,3,C4,A6,D,0.27851965394335193,0.4,-0.2,0.2685196539433519,0.0025000000000000005,True,True,True,True
25002,3,C5,A1,I,0.09259767774558261,0.2,0.2,0.0825976777455826,0.0025000000000000005,True,True,True,True
25002,3,C5,A2,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
25002,3,C5,A3,D,0.236072758147779,0.4,1.0,0.18607275814777902,0.0125,True,True,True,True
25002,3,C5,A4,D,0.2735144678953229,0.4,-1.0,0.22351446789532292,0.0125,True,True,True,True
25002,3,C5,A5,I,0.1319888111763938,0.2,-0.6,0.1019888111763938,0.0075,True,True,True,True
25002,3,C5,A6,D,0.33961023984397276,0.4,-0.2,0.32961023984397275,0.0025000000000000005,True,True,True,True
25002,3,C6,A1,I,0.17708127546667757,0.2,0.2,0.16708127546667756,0.0025000000000000005,True,True,True,True
25002,3,C6,A2,I,0.13690787590649484,0.2,0.6,0.10690787590649484,0.0075,True,True,True,True
25002,3,C6,A3,I,0.08478560169883213,0.2,1.0,0.03478560169883213,0.0125,True,True,True,True
25002,3,C6,A4,I,0.17491547069773916,0.2,-1.0,0.12491547069773916,0.0125,True,True,True,True
25002,3,C6,A5,I,0.1585734788090077,0.2,-0.6,0.1285734788090077,0.0075,True,True,True,True
25002,3,C6,A6,I,0.10235017940824484,0.2,-0.2,0.09235017940824483,0.0025000000000000005,True,True,True,True
25002,3,C7,A1,I,0.08345777971208124,0.2,0.2,0.07345777971208123,0.0025000000000000005,True,True,True,True
25002,3,C7,A2,D,0.21393798567587902,0.4,0.6,0.18393798567587902,0.0075,True,True,True,True
25002,3,C7,A3,I,0.09807560457669472,0.2,1.0,0.048075604576694714,0.0125,True,True,True,True
25002,3,C7,A4,D,0.22745534590182312,0.4,-1.0,0.1774553459018231,0.0125,True,True,True,True
25002,3,C7,A5,I,0.054034937826463236,0.2,-0.6,0.024034937826463237,0.0075,True,True,True,True
25002,3,C7,A6,I,0.11230058717156116,0.2,-0.2,0.10230058717156115,0.0025000000000000005,True,True,True,True
25002,4,C1,A1,D,0.27796609401503436,0.4,0.6,0.24796609401503436,0.0075,True,True,True,True
25002,4,C1,A2,I,0.16528939237105084,0.2,1.0,0.11528939237105083,0.0125,True,True,True,True
25002,4,C1,A3,I,0.1359662798992204,0.2,-1.0,0.08596627989922039,0.0125,True,True,True,True
25002,4,C1,A4,I,0.19618979611275655,0.2,-0.6,0.16618979611275655,0.0075,True,True,True,True
25002,4,C1,A5,I,0.13463420155247857,0.2,-0.2,0.12463420155247856,0.0025000000000000005,True,True,True,True
25002,4,C1,A6,D,0.24218724169178446,0.4,0.2,0.23218724169178445,0.0025000000000000005,True,True,True,True
25002,4,C2,A1,D,0.21384930868286156,0.4,0.6,0.18384930868286156,0.0075,True,True,True,True
25002,4,C2,A2,D,0.25641012462182433,0.4,1.0,0.20641012462182434,0.0125,True,True,True,True
25002,4,C2,A3,D,0.23422944708323834,0.4,-1.0,0.18422944708323835,0.0125,True,True,True,True
25002,4,C2,A4,I,0.1133470621026951,0.2,-0.6,0.0833470621026951,0.0075,True,True,True,True
25002,4,C2,A5,I,0.11905450709244718,0.2,-0.2,0.10905450709244718,0.0025000000000000005,True,True,True,True
25002,4,C2,A6,D,0.3224221408232979,0.4,0.2,0.3124221408232979,0.0025000000000000005,True,True,True,True
25002,4,C3,A1,D,0.33537692141037945,0.4,0.6,0.3053769214103794,0.0075,True,True,True,True
25002,4,C3,A2,D,0.350185715694563,0.4,1.0,0.30018571569456304,0.0125,True,True,True,True
25002,4,C3,A3,I,0.13158924256755944,0.2,-1.0,0.08158924256755944,0.0125,True,True,True,True
25002,4,C3,A4,I,0.1549010883209131,0.2,-0.6,0.1249010883209131,0.0075,True,True,True,True
25002,4,C3,A5,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
25002,4,C3,A6,I,0.09351022190333541,0.2,0.2,0.0835102219033354,0.0025000000000000005,True,True,True,True
25002,4,C4,A1,I,0.18472740097504997,0.2,0.6,0.15472740097504997,0.0075,True,True,True,True
25002,4,C4,A2,I,0.09599699293686464,0.2,1.0,0.04599699293686464,0.0125,True,True,True,True
25002,4,C4,A3,D,0.3089994450622001,0.4,-1.0,0.25899944506220013,0.0125,True,True,True,True
25002,4,C4,A4,I,0.06917540171279565,0.2,-0.6,0.039175401712795654,0.0075,True,True,True,True
25002,4,C4,A5,D,0.3755732537094897,0.4,-0.2,0.3655732537094897,0.0025000000000000005,True,True,True,True
25002,4,C4,A6,D,0.27851965394335193,0.4,0.2,0.2685196539433519,0.0025000000000000005,True,True,True,True
25002,4,C5,A1,I,0.09259767774558261,0.2,0.6,0.06259767774558261,0.0075,True,True,True,True
25002,4,C5,A2,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
25002,4,C5,A3,D,0.236072758147779,0.4,-1.0,0.18607275814777902,0.0125,True,True,True,True
25002,4,C5,A4,D,0.2735144678953229,0.4,-0.6,0.2435144678953229,0.0075,True,True,True,True
25002,4,C5,A5,I,0.1319888111763938,0.2,-0.2,0.12198881117639379,0.0025000000000000005,True,True,True,True
25002,4,C5,A6,D,0.33961023984397276,0.4,0.2,0.32961023984397275,0.0025000000000000005,True,True,True,True
25002,4,C6,A1,I,0.17708127546667757,0.2,0.6,0.14708127546667757,0.0075,True,True,True,True
25002,4,C6,A2,I,0.13690787590649484,0.2,1.0,0.08690787590649483,0.0125,True,True,True,True
25002,4,C6,A3,I,0.08478560169883213,0.2,-1.0,0.03478560169883213,0.0125,True,True,True,True
25002,4,C6,A4,I,0.17491547069773916,0.2,-0.6,0.14491547069773916,0.0075,True,True,True,True
25002,4,C6,A5,I,0.1585734788090077,0.2,-0.2,0.1485734788090077,0.0025000000000000005,True,True,True,True
25002,4,C6,A6,I,0.10235017940824484,0.2,0.2,0.09235017940824483,0.0025000000000000005,True,True,True,True
25002,4,C7,A1,I,0.08345777971208124,0.2,0.6,0.05345777971208124,0.0075,True,True,True,True
25002,4,C7,A2,D,0.21393798567587902,0.4,1.0,0.16393798567587903,0.0125,True,True,True,True
25002,4,C7,A3,I,0.09807560457669472,0.2,-1.0,0.048075604576694714,0.0125,True,True,True,True
25002,4,C7,A4,D,0.22745534590182312,0.4,-0.6,0.19745534590182312,0.0075,True,True,True,True
25002,4,C7,A5,I,0.054034937826463236,0.2,-0.2,0.044034937826463234,0.0025000000000000005,True,True,True,True
25002,4,C7,A6,I,0.11230058717156116,0.2,0.2,0.10230058717156115,0.0025000000000000005,True,True,True,True
25002,5,C1,A1,D,0.27796609401503436,0.4,1.0,0.22796609401503437,0.0125,True,True,True,True
25002,5,C1,A2,I,0.16528939237105084,0.2,-1.0,0.11528939237105083,0.0125,True,True,True,True
25002,5,C1,A3,I,0.1359662798992204,0.2,-0.6,0.10596627989922039,0.0075,True,True,True,True
25002,5,C1,A4,I,0.19618979611275655,0.2,-0.2,0.18618979611275654,0.0025000000000000005,True,True,True,True
25002,5,C1,A5,I,0.13463420155247857,0.2,0.2,0.12463420155247856,0.0025000000000000005,True,True,True,True
25002,5,C1,A6,D,0.24218724169178446,0.4,0.6,0.21218724169178446,0.0075,True,True,True,True
25002,5,C2,A1,D,0.21384930868286156,0.4,1.0,0.16384930868286157,0.0125,True,True,True,True
25002,5,C2,A2,D,0.25641012462182433,0.4,-1.0,0.20641012462182434,0.0125,True,True,True,True
25002,5,C2,A3,D,0.23422944708323834,0.4,-0.6,0.20422944708323834,0.0075,True,True,True,True
25002,5,C2,A4,I,0.1133470621026951,0.2,-0.2,0.10334706210269509,0.0025000000000000005,True,True,True,True
25002,5,C2,A5,I,0.11905450709244718,0.2,0.2,0.10905450709244718,0.0025000000000000005,True,True,True,True
25002,5,C2,A6,D,0.3224221408232979,0.4,0.6,0.29242214082329787,0.0075,True,True,True,True
25002,5,C3,A1,D,0.33537692141037945,0.4,1.0,0.28537692141037946,0.0125,True,True,True,True
25002,5,C3,A2,D,0.350185715694563,0.4,-1.0,0.30018571569456304,0.0125,True,True,True,True
25002,5,C3,A3,I,0.13158924256755944,0.2,-0.6,0.10158924256755944,0.0075,True,True,True,True
25002,5,C3,A4,I,0.1549010883209131,0.2,-0.2,0.14490108832091309,0.0025000000000000005,True,True,True,True
25002,5,C3,A5,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
25002,5,C3,A6,I,0.09351022190333541,0.2,0.6,0.06351022190333541,0.0075,True,True,True,True
25002,5,C4,A1,I,0.18472740097504997,0.2,1.0,0.13472740097504998,0.0125,True,True,True,True
25002,5,C4,A2,I,0.09599699293686464,0.2,-1.0,0.04599699293686464,0.0125,True,True,True,True
25002,5,C4,A3,D,0.3089994450622001,0.4,-0.6,0.2789994450622001,0.0075,True,True,True,True
25002,5,C4,A4,I,0.06917540171279565,0.2,-0.2,0.05917540171279565,0.0025000000000000005,True,True,True,True
25002,5,C4,A5,D,0.3755732537094897,0.4,0.2,0.3655732537094897,0.0025000000000000005,True,True,True,True
25002,5,C4,A6,D,0.27851965394335193,0.4,0.6,0.24851965394335193,0.0075,True,True,True,True
25002,5,C5,A1,I,0.09259767774558261,0.2,1.0,0.04259767774558261,0.0125,True,True,True,True
25002,5,C5,A2,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
25002,5,C5,A3,D,0.236072758147779,0.4,-0.6,0.206072758147779,0.0075,True,True,True,True
25002,5,C5,A4,D,0.2735144678953229,0.4,-0.2,0.2635144678953229,0.0025000000000000005,True,True,True,True
25002,5,C5,A5,I,0.1319888111763938,0.2,0.2,0.12198881117639379,0.0025000000000000005,True,True,True,True
25002,5,C5,A6,D,0.33961023984397276,0.4,0.6,0.30961023984397273,0.0075,True,True,True,True
25002,5,C6,A1,I,0.17708127546667757,0.2,1.0,0.12708127546667758,0.0125,True,True,True,True
25002,5,C6,A2,I,0.13690787590649484,0.2,-1.0,0.08690787590649483,0.0125,True,True,True,True
25002,5,C6,A3,I,0.08478560169883213,0.2,-0.6,0.054785601698832134,0.0075,True,True,True,True
25002,5,C6,A4,I,0.17491547069773916,0.2,-0.2,0.16491547069773915,0.0025000000000000005,True,True,True,True
25002,5,C6,A5,I,0.1585734788090077,0.2,0.2,0.1485734788090077,0.0025000000000000005,True,True,True,True
25002,5,C6,A6,I,0.10235017940824484,0.2,0.6,0.07235017940824484,0.0075,True,True,True,True
25002,5,C7,A1,I,0.08345777971208124,0.2,1.0,0.033457779712081234,0.0125,True,True,True,True
25002,5,C7,A2,D,0.21393798567587902,0.4,-1.0,0.16393798567587903,0.0125,True,True,True,True
25002,5,C7,A3,I,0.09807560457669472,0.2,-0.6,0.06807560457669472,0.0075,True,True,True,True
25002,5,C7,A4,D,0.22745534590182312,0.4,-0.2,0.2174553459018231,0.0025000000000000005,True,True,True,True
25002,5,C7,A5,I,0.054034937826463236,0.2,0.2,0.044034937826463234,0.0025000000000000005,True,True,True,True
25002,5,C7,A6,I,0.11230058717156116,0.2,0.6,0.08230058717156116,0.0075,True,True,True,True
25003,0,C1,A1,D,0.3833625708619334,0.4,-1.0,0.33336257086193344,0.0125,True,True,True,True
25003,0,C1,A2,I,0.08180569659103168,0.2,-0.6,0.05180569659103168,0.0075,True,True,True,True
25003,0,C1,A3,I,0.13453728918283617,0.2,-0.2,0.12453728918283616,0.0025000000000000005,True,True,True,True
25003,0,C1,A4,I,0.12749871351451997,0.2,0.2,0.11749871351451996,0.0025000000000000005,True,True,True,True
25003,0,C1,A5,I,0.12174618167649459,0.2,0.6,0.09174618167649459,0.0075,True,True,True,True
25003,0,C1,A6,D,0.3932641448515297,0.4,1.0,0.34326414485152973,0.0125,True,True,True,True
25003,0,C2,A1,D,0.3353929847222656,0.4,-1.0,0.2853929847222656,0.0125,True,True,True,True
25003,0,C2,A2,D,0.389985518566925,0.4,-0.6,0.35998551856692496,0.0075,True,True,True,True
25003,0,C2,A3,D,0.24874648110808062,0.4,-0.2,0.2387464811080806,0.0025000000000000005,True,True,True,True
25003,0,C2,A4,I,0.13942531414901257,0.2,0.2,0.12942531414901257,0.0025000000000000005,True,True,True,True
25003,0,C2,A5,I,0.09957257938237309,0.2,0.6,0.06957257938237309,0.0075,True,True,True,True
