seed,rotation,factor,criterion,active_alternatives,re,sre,base_iqr
25003,2,h_I,C4,6,0.030192983608919578,0.3616093876376062,0.08349612770234949
25003,2,h_I,C5,5,0.06632205228392246,0.5746341009169325,0.11541614425165339
25003,2,h_T,C3,5,0.023752134082775274,0.31724989350308486,0.07486884808750002
25003,2,h_T,C7,6,0.030874442478247655,0.3080212120363642,0.10023479316189002
25003,3,h_D,C1,6,0.05130427197938251,0.5835140568951764,0.08792294096869613
25003,3,h_D,C2,6,0.041609210870495704,0.3027896271862803,0.1374195386310059
25003,3,h_D,C3,5,0.0349428709724426,0.44530953546874696,0.07846872386241474
25003,3,h_D,C4,6,0.029128646339537302,0.32076157854018295,0.09081089596760258
25003,3,h_D,C6,6,0.02108718551091468,0.4501232760587199,0.04684757850139186
25003,3,h_D,C7,6,0.020459163148383024,0.21715897575294438,0.09421283682716239
25003,3,h_E,C6,6,0.014093377066121082,0.3008346966194107,0.04684757850139186
25003,3,h_I,C2,6,0.028853962205977378,0.209969866681368,0.1374195386310059
25003,3,h_I,C4,6,0.03023139341846112,0.33290491296235497,0.09081089596760258
25003,3,h_I,C5,5,0.06661097389251483,0.6105188354113452,0.10910551817295575
25003,3,h_T,C3,5,0.02369373786423387,0.3019513596968389,0.07846872386241474
25003,3,h_T,C7,6,0.031155551898483163,0.33069327861667835,0.09421283682716239
25003,4,h_D,C1,6,0.05193670124564111,0.6041801388326432,0.08596227831220268
25003,4,h_D,C2,6,0.04196157641146935,0.3091786772922906,0.13571950297041552
25003,4,h_D,C3,5,0.03497718281868042,0.40775850233460187,0.08577916246506809
25003,4,h_D,C4,6,0.029307417138021742,0.3501976432361608,0.08368821922056073
25003,4,h_D,C6,6,0.0212726480743998,0.4831666455156089,0.0440275591689812
25003,4,h_D,C7,6,0.020403502253012212,0.19623659236368987,0.10397399387674693
25003,4,h_E,C6,6,0.014167118237316843,0.3217784157104999,0.0440275591689812
25003,4,h_I,C2,6,0.028823323605470425,0.21237422017041302,0.13571950297041552
25003,4,h_I,C4,6,0.02998163433777466,0.35825394083723605,0.08368821922056073
25003,4,h_I,C5,5,0.06668989402370039,0.6476961686803534,0.10296478078437582
25003,4,h_T,C3,5,0.0238471853466561,0.27800674034430445,0.08577916246506809
25003,4,h_T,C7,6,0.031527136659626157,0.30322136799607696,0.10397399387674693
25003,5,h_D,C1,6,0.05149222152811966,0.5626648527614109,0.09151490674216939
25003,5,h_D,C2,6,0.04185496716891923,0.32294161848232433,0.12960536757478086
25003,5,h_D,C3,5,0.034858604939739704,0.4465159595447843,0.07806799330270515
25003,5,h_D,C4,6,0.029388197316198725,0.32462862816402943,0.09052866804163903
25003,5,h_D,C6,6,0.021195532713893808,0.4128391129752214,0.05134090265995006
25003,5,h_D,C7,6,0.02030892866493518,0.20475280159333223,0.09918754960465355
25003,5,h_E,C6,6,0.014185260665283226,0.2762955057288572,0.05134090265995006
25003,5,h_I,C2,6,0.028882866534233477,0.2228523947308396,0.12960536757478086
25003,5,h_I,C4,6,0.03010782015510139,0.3325777436703321,0.09052866804163903
25003,5,h_I,C5,5,0.06683202396887136,0.6445308553227586,0.10369096128805143
25003,5,h_T,C3,5,0.023849173700687926,0.3054923367622417,0.07806799330270515
25003,5,h_T,C7,6,0.03134257046258662,0.3159929909267578,0.09918754960465355
25004,0,h_D,C1,6,0.06052025804422623,0.6369905003160038,0.09500967128013027
25004,0,h_D,C2,6,0.041898225760678934,0.3083714320838846,0.13586934910680445
