seed,tau,criterion,active_alternatives,NS,LRV50,LRV_max,NSV_vector,pass_num_NS,pass_num_LRV,pass_num_NSV
27002,0.6,C6,6,0.005605112898910303,0.11103844940133692,0.37292296937598496,0.08806963337125039,True,True,True
27002,0.6,C7,6,0.00207796045263664,0.11087703760049386,0.24678884438083293,0.05222719989501419,True,True,True
27002,0.7,C1,6,0.0013909083390541976,0.0725472648311236,0.22442521068536644,0.05084946647732144,True,True,True
27002,0.7,C2,6,0.0012628524735331936,0.0673793086320157,0.15677297163928083,0.044274698466845244,True,True,True
27002,0.7,C3,5,0.0046811256006581425,0.16932123771718824,0.5021090075380036,0.08502278415655769,True,True,True
27002,0.7,C4,6,0.004153851716664603,0.083032480877154,0.22347743621742092,0.07479295700911212,True,True,True
27002,0.7,C5,5,0.0016289642695320738,0.0656369845068531,0.16766602459475916,0.06316632465397841,True,True,True
27002,0.7,C6,6,0.005971239271560402,0.116642274723367,0.38209012674123793,0.08985859294743291,True,True,True
27002,0.7,C7,6,0.0021981921229685675,0.11279101914722586,0.2514383147610327,0.052863247913709006,True,True,True
27002,0.8,C1,6,0.0014857687562687127,0.07483929896118499,0.22871679833024505,0.05192684133099338,True,True,True
27002,0.8,C2,6,0.0013514975526354167,0.06864159358331894,0.16125061987889547,0.045393941975935756,True,True,True
27002,0.8,C3,5,0.005019705525258322,0.17679416685582233,0.5157455285138641,0.08775985675564876,True,True,True
27002,0.8,C4,6,0.004422565060127837,0.08602582389688478,0.22784441349267226,0.07574092376712489,True,True,True
27002,0.8,C5,5,0.0017696642857093492,0.0687845467184822,0.1739448647798204,0.06616983269598455,True,True,True
27002,0.8,C6,6,0.006347500223833791,0.12214929872440318,0.3914197298928344,0.09164949893346405,True,True,True
27002,0.8,C7,6,0.0023215431128278396,0.11473002780567455,0.2562301183499652,0.05350506810719129,True,True,True
27002,0.9,C1,6,0.0015840861447570243,0.07711781343398298,0.23305297641459996,0.05301712666564032,True,True,True
27002,0.9,C2,6,0.0014437414109377267,0.06991152858367938,0.16567938067923113,0.0465308179961063,True,True,True
27002,0.9,C3,5,0.005371130528356249,0.1840881347078666,0.5297139521576073,0.09052062708616529,True,True,True
27002,0.9,C4,6,0.0047011433690652416,0.08899053151522023,0.23228670059527043,0.07670583228038672,True,True,True
27002,0.9,C5,5,0.0019158367275943222,0.07187895169029991,0.18011624919342903,0.06912440157368697,True,True,True
27002,0.9,C6,6,0.006733542267466142,0.12756196782033086,0.4009354833411582,0.09343905094275586,True,True,True
27002,0.9,C7,6,0.0024479508222395863,0.1166943035732888,0.26117318968852393,0.05415213093425709,True,True,True
27002,1.0,C1,6,0.0016858652325193457,0.07938301929537095,0.23743632025981587,0.054118960257130665,True,True,True
27002,1.0,C2,6,0.0015396113168260062,0.07214361579352725,0.17006120101651215,0.047683674068038785,True,True,True
27002,1.0,C3,5,0.005735232996653794,0.1912103464482071,0.5440773581150368,0.09329786852771074,True,True,True
27002,1.0,C4,6,0.004989616154773668,0.09192717968328347,0.23680918154075048,0.07768709296598694,True,True,True
27002,1.0,C5,5,0.002067399722909702,0.07492155277143053,0.18618378004129954,0.07203002351297412,True,True,True
27002,1.0,C6,6,0.007129006874433408,0.1328827753279847,0.4106632171587443,0.09522440067987405,True,True,True
27002,1.0,C7,6,0.0025773520454103194,0.11868412270472145,0.2662771689924738,0.05480394566414006,True,True,True
27003,0.0,C1,6,0.003348842290378351,0.0926548460998451,0.3731012614753495,0.08622115167829654,True,True,True
27003,0.0,C2,6,0.0025349093287211355,0.08671657832756328,0.20532922181645408,0.06486393408275642,True,True,True
27003,0.0,C3,5,0.0010490185452639578,0.047405755630245766,0.09478308133390993,0.04257094689355633,True,True,True
27003,0.0,C4,6,0.0017024521489883426,0.06523213194630803,0.16240136971687325,0.055599760936490245,True,True,True
27003,0.0,C5,5,0.00013807951976996247,0.026049227786484025,0.06664666762831331,0.017841614191431623,True,True,True
27003,0.0,C6,6,0.0010758777979616996,0.028796761255708417,0.1230590527011952,0.0420734322356996,True,True,True
27003,0.0,C7,6,0.002905772098812265,0.14101765500695482,0.35384630140734313,0.06852871055384038,True,True,True
27003,0.1,C1,6,0.003675398084403536,0.09459630778477979,0.38339875197687356,0.08910965028559584,True,True,True
27003,0.1,C2,6,0.002796694068284533,0.09391533450472941,0.21387125882199867,0.0678478569096933,True,True,True
27003,0.1,C3,5,0.001159773844768952,0.04970538308782042,0.09941064164486406,0.04465690876902908,True,True,True
27003,0.1,C4,6,0.001845216621473078,0.06570204063952102,0.1670606697226985,0.056724146377302546,True,True,True
27003,0.1,C5,5,0.00015287075196357414,0.027322890506913545,0.07058779323130478,0.018831918128432993,True,True,True
