seed,tau,criterion,min_active_g,max_active_g,min_headroom,max_headroom,min_shape,max_shape,min_shape_derivative,min_total_derivative_margin_vs_theta,max_class_ceiling_excess,structural_zero_max_abs,lower_bound_ok,class_ceiling_ok,headroom_nonnegative_ok,shape_bounds_ok,monotonicity_ok,derivative_floor_ok,structural_zero_ok,profile_min,profile_max,profile_mean
27001,0.6,C5,8.940138273752546e-05,0.3993566057511057,0.03353825484496559,0.17337342001749972,5.9168218655740205e-08,0.9999989626126917,0.00030786093735223774,1.0325118573739633e-05,-9.011209163845013e-05,0.0,True,True,True,True,True,True,True,-1.0,1.0,0.0
27001,0.6,C6,0.0011399247417484602,0.19886156708210306,0.017556349605209243,0.14132920413903466,2.9842793860857398e-05,0.9999680515500093,0.0069985585856170845,0.00028131276170059727,-0.0011384329178969477,0.0,True,True,True,True,True,True,True,-1.0,1.0,7.401486830834377e-17
27001,0.6,C7,0.0007497915544904678,0.3995410820067986,0.018229279478251537,0.161171277303511,7.5375852636524145e-06,0.999999368169466,0.001007341951521825,8.476426644893342e-05,-0.00014552234630280103,0.0,True,True,True,True,True,True,True,-1.0,1.0,5.551115123125783e-17
27001,0.7,C1,1.6360296294279614e-05,0.399940401968945,0.009215530710115383,0.1757477326905216,2.6354308698748916e-09,0.9999999788004665,5.6248557258774025e-05,2.6867781084960463e-06,-4.8909144486353195e-05,0.0,True,True,True,True,True,True,True,-1.0,1.0,5.551115123125783e-17
27001,0.7,C2,0.0010173494748453528,0.399062379114038,0.02481476659829218,0.13893364927609983,1.0249278263896142e-05,0.9999976712733527,0.0016824735657642264,8.110927492432918e-05,-0.0004783231829191825,0.0,True,True,True,True,True,True,True,-1.0,1.0,3.700743415417188e-17
27001,0.7,C3,0.0006687928066754487,0.39935041314981956,0.05619909929983308,0.16049805052868193,6.503401260776545e-06,0.9999992058212457,0.0009799185406422727,5.752001677988838e-05,-0.00022951516342017975,0.0,True,True,True,True,True,True,True,-1.0,1.0,0.0
27001,0.7,C4,0.00040224854901848276,0.39893516813480423,0.008845066952482217,0.1522687383896801,1.0759083562399785e-05,0.9999974927744842,0.001746183978253563,0.00013969229023434726,-0.0003459547014266484,0.0,True,True,True,True,True,True,True,-1.0,1.0,5.551115123125783e-17
27001,0.7,C5,9.018261207162434e-05,0.3993566057511057,0.03353825484496559,0.17337342001749972,4.4390374419817576e-08,0.99999922091914,0.00023100657947723176,7.74755753335521e-06,-9.007487743395437e-05,0.0,True,True,True,True,True,True,True,-1.0,1.0,0.0
27001,0.7,C6,0.0011394324389095347,0.19886212979629406,0.017556349605209243,0.14132920413903466,2.2540138771953148e-05,0.9999758637154751,0.005304162982508525,0.00021320515058428913,-0.001137870203705954,0.0,True,True,True,True,True,True,True,-1.0,1.0,7.401486830834377e-17
27001,0.7,C7,0.0007497416657031528,0.3995410874438544,0.018229279478251537,0.161171277303511,5.673441693572318e-06,0.9999995256321907,0.0007566889188032617,6.367269926116359e-05,-0.00014550909637078835,0.0,True,True,True,True,True,True,True,-1.0,1.0,5.551115123125783e-17
