seed,tau,factor,criterion,pathway,active_alternatives,RE,base_IQR,SRE
27003,0.1,h_D,C1,h_D->C1,6,0.07968257457001302,0.12182282746523755,0.654085742609254
27003,0.1,h_D,C2,h_D->C2,6,0.059799300694376514,0.15355298580086252,0.3894375637315102
27003,0.1,h_D,C3,h_D->C3,5,0.04995943046232468,0.10493953646420248,0.47607824605639476
27003,0.1,h_D,C4,h_D->C4,6,0.04417057946270958,0.11213392071550629,0.39390916843423635
27003,0.1,h_D,C6,h_D->C6,6,0.039570928587410056,0.07546978347567312,0.5243281054283266
27003,0.1,h_D,C7,h_D->C7,6,0.03126894423115885,0.1130807309093271,0.27651876654348023
27003,0.1,h_E,C6,h_E->C6,6,0.027458699765540724,0.07546978347567312,0.36383700205033587
27003,0.1,h_I,C2,h_I->C2,6,0.04114235102040541,0.15355298580086252,0.2679358581375522
27003,0.1,h_I,C4,h_I->C4,6,0.046077741520364854,0.11213392071550629,0.41091706439889186
27003,0.1,h_I,C5,h_I->C5,5,0.09957529055733083,0.16709012005076085,0.595937632497269
27003,0.1,h_T,C3,h_T->C3,5,0.03505073671971064,0.10493953646420248,0.3340088769244118
27003,0.1,h_T,C7,h_T->C7,6,0.05017845920975614,0.1130807309093271,0.4437401386231541
27003,0.2,h_D,C1,h_D->C1,6,0.0794789386405719,0.1222338228107277,0.6502205102673619
27003,0.2,h_D,C2,h_D->C2,6,0.059648186546381585,0.15406503973779598,0.38716237406948356
27003,0.2,h_D,C3,h_D->C3,5,0.04988074161216327,0.10491057759069104,0.4754596033804874
27003,0.2,h_D,C4,h_D->C4,6,0.04405815982071373,0.11193953110456308,0.3935889259636551
27003,0.2,h_D,C6,h_D->C6,6,0.03950917870417289,0.07534986978247123,0.5243430256443474
27003,0.2,h_D,C7,h_D->C7,6,0.03112696906900425,0.11420736653820879,0.27254782254626264
27003,0.2,h_E,C6,h_E->C6,6,0.027429284236329607,0.07534986978247123,0.3640256355472362
27003,0.2,h_I,C2,h_I->C2,6,0.04100705719178125,0.15406503973779598,0.2661671801812091
27003,0.2,h_I,C4,h_I->C4,6,0.04594501315334367,0.11193953110456308,0.4104449312907684
27003,0.2,h_I,C5,h_I->C5,5,0.09947982143471362,0.1668371820608882,0.596268890455196
27003,0.2,h_T,C3,h_T->C3,5,0.03493975754554287,0.10491057759069104,0.3330432292683337
27003,0.2,h_T,C7,h_T->C7,6,0.05002782765244121,0.11420736653820879,0.4380437897170673
27003,0.3,h_D,C1,h_D->C1,6,0.07910042829358477,0.12240089420888708,0.6462406079970887
27003,0.3,h_D,C2,h_D->C2,6,0.059368760874554165,0.15379478888587844,0.386025828991007
27003,0.3,h_D,C3,h_D->C3,5,0.049778599291047526,0.10479436410725965,0.4750121794681904
27003,0.3,h_D,C4,h_D->C4,6,0.04387284238619857,0.1119373100743657,0.3919411888373916
27003,0.3,h_D,C6,h_D->C6,6,0.039466232562552425,0.07528590646871988,0.5242180696652142
27003,0.3,h_D,C7,h_D->C7,6,0.03095477204436433,0.1150110352453485,0.2691461039200333
27003,0.3,h_E,C6,h_E->C6,6,0.027367691873476988,0.07528590646871988,0.3635168009099328
27003,0.3,h_I,C2,h_I->C2,6,0.041004528952720415,0.15379478888587844,0.26661845469212037
27003,0.3,h_I,C4,h_I->C4,6,0.045700484424892995,0.1119373100743657,0.4082685602693467
27003,0.3,h_I,C5,h_I->C5,5,0.09936757807762676,0.166537436694982,0.596668112882178
27003,0.3,h_T,C3,h_T->C3,5,0.03487355886593986,0.10479436410725965,0.33278086243181093
27003,0.3,h_T,C7,h_T->C7,6,0.049850332982152766,0.1150110352453485,0.43343956408509476
27003,0.4,h_D,C1,h_D->C1,6,0.07882068028547684,0.12293288547090131,0.6411683902391833
27003,0.4,h_D,C2,h_D->C2,6,0.05914855225019902,0.15403215429737005,0.38400133088851385
27003,0.4,h_D,C3,h_D->C3,5,0.04965242979502307,0.10472049533261302,0.4741424268176252
27003,0.4,h_D,C4,h_D->C4,6,0.04383136065408534,0.11141254346550608,0.39341495392089626
27003,0.4,h_D,C6,h_D->C6,6,0.039328688987369666,0.07530247467858325,0.5222761822199827
27003,0.4,h_D,C7,h_D->C7,6,0.030826271657052953,0.11601145318794409,0.26571748572830306
27003,0.4,h_E,C6,h_E->C6,6,0.027334391046790283,0.07530247467858325,0.3629945916531937
27003,0.4,h_I,C2,h_I->C2,6,0.04098112821592768,0.15403215429737005,0.26605567131486474
27003,0.4,h_I,C4,h_I->C4,6,0.0455300548425147,0.11141254346550608,0.40866183847784054
27003,0.4,h_I,C5,h_I->C5,5,0.09922222677388332,0.16600027564502545,0.5977232651436202
27003,0.4,h_T,C3,h_T->C3,5,0.034783633449612154,0.10472049533261302,0.3321568842737068
27003,0.4,h_T,C7,h_T->C7,6,0.049647412945125625,0.11601145318794409,0.42795268553585386
27003,0.5,h_D,C1,h_D->C1,6,0.07837676156079633,0.12298548964180644,0.6372846242953562
27003,0.5,h_D,C2,h_D->C2,6,0.05899830930137527,0.1543264347106583,0.3822955504130386
27003,0.5,h_D,C3,h_D->C3,5,0.049560784099116226,0.10456459477362785,0.47397289881853905
27003,0.5,h_D,C4,h_D->C4,6,0.04377119492747136,0.1112500549460563,0.39344874884153536
27003,0.5,h_D,C6,h_D->C6,6,0.03926909547918573,0.07546960985789014,0.5203299122999232
27003,0.5,h_D,C7,h_D->C7,6,0.03080840992360456,0.11687873705958032,0.26359293998561956
27003,0.5,h_E,C6,h_E->C6,6,0.027233571709955703,0.07546960985789014,0.360854809782055
27003,0.5,h_I,C2,h_I->C2,6,0.04086353739651323,0.1543264347106583,0.26478637618281137
27003,0.5,h_I,C4,h_I->C4,6,0.045324505517887824,0.1112500549460563,0.40741108433121825
27003,0.5,h_I,C5,h_I->C5,5,0.09907179644007943,0.1658121363657581,0.5974942402342829
27003,0.5,h_T,C3,h_T->C3,5,0.034750497046604364,0.10456459477362785,0.33233521462502164
27003,0.5,h_T,C7,h_T->C7,6,0.049520251860036085,0.11687873705958032,0.4236891423148152
27003,0.6,h_D,C1,h_D->C1,6,0.07801600005124788,0.12335226613828176,0.6324650733465815
27003,0.6,h_D,C2,h_D->C2,6,0.0589355119507739,0.15555578832535522,0.3788705813192082
27003,0.6,h_D,C3,h_D->C3,5,0.04947049131560288,0.10463202260456678,0.4728045017546175
27003,0.6,h_D,C4,h_D->C4,6,0.04362715999106357,0.11115354205226056,0.39249455469587363
27003,0.6,h_D,C6,h_D->C6,6,0.039238753986547914,0.07562308514833628,0.518872694879631
27003,0.6,h_D,C7,h_D->C7,6,0.030631942184551317,0.11791846759301539,0.25977222066703615
27003,0.6,h_E,C6,h_E->C6,6,0.027130726272567338,0.07562308514833628,0.35876248924506426
27003,0.6,h_I,C2,h_I->C2,6,0.0407996130009769,0.15555578832535522,0.2622828339590908
27003,0.6,h_I,C4,h_I->C4,6,0.04518943198760784,0.11115354205226056,0.40654963533195165
27003,0.6,h_I,C5,h_I->C5,5,0.09893444935806531,0.16550544528132433,0.5977715669070577
27003,0.6,h_T,C3,h_T->C3,5,0.03469420249124796,0.10463202260456678,0.3315830242719795
27003,0.6,h_T,C7,h_T->C7,6,0.04936610743957251,0.11791846759301539,0.4186461073216825
27003,0.7,h_D,C1,h_D->C1,6,0.0777369649872553,0.12380054502939601,0.627921023838538
27003,0.7,h_D,C2,h_D->C2,6,0.05878323256254093,0.1559141650043962,0.377023040597411
27003,0.7,h_D,C3,h_D->C3,5,0.04943838210953568,0.10461094777605827,0.4725928132770228
27003,0.7,h_D,C4,h_D->C4,6,0.04352783146794272,0.11094208527356753,0.3923473347397147
27003,0.7,h_D,C6,h_D->C6,6,0.039126357903171594,0.07554576601987634,0.5179159596099588
27003,0.7,h_D,C7,h_D->C7,6,0.030368236405341975,0.11865253610723267,0.25594258160348654
27003,0.7,h_E,C6,h_E->C6,6,0.027023067475037965,0.07554576601987634,0.35770459283675016
27003,0.7,h_I,C2,h_I->C2,6,0.040760032278991595,0.1559141650043962,0.26142610119857224
27003,0.7,h_I,C4,h_I->C4,6,0.04509719621934331,0.11094208527356753,0.4064931365561905
27003,0.7,h_I,C5,h_I->C5,5,0.09879810633890324,0.16513037994265423,0.5983036336052464
27003,0.7,h_T,C3,h_T->C3,5,0.0346729456186698,0.10461094777605827,0.3314466253815335
27003,0.7,h_T,C7,h_T->C7,6,0.04919573634406085,0.11865253610723267,0.41462018392245237
27003,0.8,h_D,C1,h_D->C1,6,0.07748734927090778,0.12383412522239673,0.6257350236142147
27003,0.8,h_D,C2,h_D->C2,6,0.05864240977213648,0.156369391298934,0.37502486442281896
27003,0.8,h_D,C3,h_D->C3,5,0.049368291236075695,0.10503751647871959,0.470006269099171
27003,0.8,h_D,C4,h_D->C4,6,0.04346177985547489,0.11053118853325239,0.39320829199268553
27003,0.8,h_D,C6,h_D->C6,6,0.03905706241408214,0.0754574599984451,0.5176037255212322
27003,0.8,h_D,C7,h_D->C7,6,0.030189240874620993,0.11959362868694284,0.25243184947079544
27003,0.8,h_E,C6,h_E->C6,6,0.026907106426342833,0.0754574599984451,0.3565864319649867
27003,0.8,h_I,C2,h_I->C2,6,0.04064733136458928,0.156369391298934,0.25994429617381537
27003,0.8,h_I,C4,h_I->C4,6,0.04497565551034134,0.11053118853325239,0.40690465837525924
27003,0.8,h_I,C5,h_I->C5,5,0.09866771759067454,0.16455560860948293,0.5996010614516907
27003,0.8,h_T,C3,h_T->C3,5,0.03457507832420277,0.10503751647871959,0.3291688482645955
27003,0.8,h_T,C7,h_T->C7,6,0.04889437959237089,0.11959362868694284,0.40883766241386993
27003,0.9,h_D,C1,h_D->C1,6,0.077231219364847,0.12414150586308655,0.622122462807901
27003,0.9,h_D,C2,h_D->C2,6,0.058563546817113434,0.15638629819292427,0.37448003753175785
27003,0.9,h_D,C3,h_D->C3,5,0.0492134683394599,0.10467034455139607,0.4701758511440127
27003,0.9,h_D,C4,h_D->C4,6,0.043273983786455104,0.1100036253681212,0.3933868873980077
27003,0.9,h_D,C6,h_D->C6,6,0.03894120586644911,0.07549496123832888,0.5158119856900172
27003,0.9,h_D,C7,h_D->C7,6,0.029967757339484993,0.12095258201130143,0.24776451102496624
27003,0.9,h_E,C6,h_E->C6,6,0.026858001580878844,0.07549496123832888,0.35575886310790295
27003,0.9,h_I,C2,h_I->C2,6,0.040610323574778714,0.15638629819292427,0.25967955021494626
27003,0.9,h_I,C4,h_I->C4,6,0.04479999197105116,0.1100036253681212,0.4072592318727964
27003,0.9,h_I,C5,h_I->C5,5,0.09848151538167185,0.1640146978730327,0.6004432325772905
27003,0.9,h_T,C3,h_T->C3,5,0.034444181757544684,0.10467034455139607,0.3290729757778007
27003,0.9,h_T,C7,h_T->C7,6,0.04860126581178635,0.12095258201130143,0.4018208210457498
27003,1.0,h_D,C1,h_D->C1,6,0.07709680443035662,0.12410080142020968,0.6212434049372725
27003,1.0,h_D,C2,h_D->C2,6,0.058327038169068375,0.15665957291785232,0.3723171018682723
27003,1.0,h_D,C3,h_D->C3,5,0.04920489621489685,0.10478990183832455,0.4695576133885804
27003,1.0,h_D,C4,h_D->C4,6,0.04307662087882021,0.11001078381929721,0.3915672571625881
27003,1.0,h_D,C6,h_D->C6,6,0.03889412209579012,0.07537246532365159,0.5160256060122431
27003,1.0,h_D,C7,h_D->C7,6,0.029785502674752162,0.12186310499182648,0.24441772328470948
27003,1.0,h_E,C6,h_E->C6,6,0.026750723773842355,0.07537246532365159,0.35491374281866783
27003,1.0,h_I,C2,h_I->C2,6,0.0404252150832181,0.15665957291785232,0.25804497184578595
27003,1.0,h_I,C4,h_I->C4,6,0.0446680645165591,0.11001078381929721,0.40603350840154406
27003,1.0,h_I,C5,h_I->C5,5,0.0983277647934303,0.16345495201893256,0.6015588000138392
27003,1.0,h_T,C3,h_T->C3,5,0.0343318188297288,0.10478990183832455,0.32762525994508646
27003,1.0,h_T,C7,h_T->C7,6,0.04833686838923753,0.12186310499182648,0.39664891512556566
27004,0.0,h_D,C1,h_D->C1,6,0.08406982581598682,0.1275305250033178,0.6592133594144655
27004,0.0,h_D,C2,h_D->C2,6,0.06294645240447556,0.14561172097792288,0.4322897358900592
27004,0.0,h_D,C3,h_D->C3,5,0.05220525420554635,0.12386775412268998,0.42145960080471
27004,0.0,h_D,C4,h_D->C4,6,0.04714457410910198,0.12379210154283213,0.3808366892649374
27004,0.0,h_D,C6,h_D->C6,6,0.04141559050929837,0.07611640134916003,0.544108625403522
27004,0.0,h_D,C7,h_D->C7,6,0.033552518353745,0.09378698398803523,0.3577523972587462
27004,0.0,h_E,C6,h_E->C6,6,0.026348220191442756,0.07611640134916003,0.3461569349585043
27004,0.0,h_I,C2,h_I->C2,6,0.041594921517228794,0.14561172097792288,0.2856564103328578
27004,0.0,h_I,C4,h_I->C4,6,0.04649019021991898,0.12379210154283213,0.37555053707087926
27004,0.0,h_I,C5,h_I->C5,5,0.10021053540223987,0.18739165037285027,0.5347652107354717
27004,0.0,h_T,C3,h_T->C3,5,0.033504476888775475,0.12386775412268998,0.2704858671718475
27004,0.0,h_T,C7,h_T->C7,6,0.04800412386405371,0.09378698398803523,0.5118420682945295
27004,0.1,h_D,C1,h_D->C1,6,0.08364128480809069,0.1278247730212434,0.654343307877698
27004,0.1,h_D,C2,h_D->C2,6,0.06278797839479427,0.14562950468669805,0.431148746467571
27004,0.1,h_D,C3,h_D->C3,5,0.05201002677146456,0.12483602715376238,0.41662673794469934
27004,0.1,h_D,C4,h_D->C4,6,0.04700796940756606,0.12374195656463047,0.3798870707417164
27004,0.1,h_D,C6,h_D->C6,6,0.041287073899093626,0.07643099148867838,0.5401876005320333
27004,0.1,h_D,C7,h_D->C7,6,0.03351851458035565,0.09350253437135755,0.35847707022436426
27004,0.1,h_E,C6,h_E->C6,6,0.026280024904750607,0.07643099148867838,0.3438399056788317
27004,0.1,h_I,C2,h_I->C2,6,0.041534422105029105,0.14562950468669805,0.28520609332634567
27004,0.1,h_I,C4,h_I->C4,6,0.04634639789520645,0.12374195656463047,0.37454069081754954
27004,0.1,h_I,C5,h_I->C5,5,0.10002182798176854,0.18798060490075214,0.5320858927656118
27004,0.1,h_T,C3,h_T->C3,5,0.033398950775789416,0.12483602715376238,0.2675425639297532
27004,0.1,h_T,C7,h_T->C7,6,0.047936838964655754,0.09350253437135755,0.5126795683821322
27004,0.2,h_D,C1,h_D->C1,6,0.08342584366003991,0.12841742773389586,0.6496458084510437
27004,0.2,h_D,C2,h_D->C2,6,0.06257846488760344,0.14561048757326095,0.429766192875967
27004,0.2,h_D,C3,h_D->C3,5,0.05179141024438556,0.12608873064489284,0.41075368099181186
27004,0.2,h_D,C4,h_D->C4,6,0.046939072688142416,0.12371318458491343,0.37941851424530476
27004,0.2,h_D,C6,h_D->C6,6,0.04114094724910437,0.07666345617655104,0.536643523529943
27004,0.2,h_D,C7,h_D->C7,6,0.03344040867571577,0.09307543675290965,0.35928285530512005
27004,0.2,h_E,C6,h_E->C6,6,0.026138773258035465,0.07666345617655104,0.34095479856137173
27004,0.2,h_I,C2,h_I->C2,6,0.041412388727319116,0.14561048757326095,0.2844052610303836
27004,0.2,h_I,C4,h_I->C4,6,0.04628081782913939,0.12371318458491343,0.3740977001283107
27004,0.2,h_I,C5,h_I->C5,5,0.09974922208156972,0.18850019740159346,0.5291730377795208
27004,0.2,h_T,C3,h_T->C3,5,0.03327454677340544,0.12608873064489284,0.2638978646462352
27004,0.2,h_T,C7,h_T->C7,6,0.04781600195077435,0.09307543675290965,0.5137338444857292
27004,0.3,h_D,C1,h_D->C1,6,0.08326087428593748,0.1287980447467061,0.6464451727433569
27004,0.3,h_D,C2,h_D->C2,6,0.06256011474849213,0.14565173457885036,0.42951850130006464
27004,0.3,h_D,C3,h_D->C3,5,0.05154813645540442,0.12699566409192592,0.4059046962240014
27004,0.3,h_D,C4,h_D->C4,6,0.04688943960099562,0.12353915828504561,0.3795512309742847
27004,0.3,h_D,C6,h_D->C6,6,0.040921114161048815,0.0769553451343114,0.5317514214132466
27004,0.3,h_D,C7,h_D->C7,6,0.03340246245307333,0.09286384836402597,0.3596928518595966
27004,0.3,h_E,C6,h_E->C6,6,0.026088079701795604,0.0769553451343114,0.33900282892532874
27004,0.3,h_I,C2,h_I->C2,6,0.041244160332301084,0.14565173457885036,0.28316971611271735
27004,0.3,h_I,C4,h_I->C4,6,0.046219270899339665,0.12353915828504561,0.37412648378518515
27004,0.3,h_I,C5,h_I->C5,5,0.09940298900988048,0.18863316940796582,0.5269645276137518
27004,0.3,h_T,C3,h_T->C3,5,0.033074526401645404,0.12699566409192592,0.2604382333671167
27004,0.3,h_T,C7,h_T->C7,6,0.04782987760252191,0.09286384836402597,0.5150537959025119
27004,0.4,h_D,C1,h_D->C1,6,0.08300250891512648,0.1296478018434145,0.640215319768666
27004,0.4,h_D,C2,h_D->C2,6,0.06248486260532701,0.14542713241727684,0.4296644069526747
27004,0.4,h_D,C3,h_D->C3,5,0.051359244284775826,0.1281782213991009,0.40068619866756394
27004,0.4,h_D,C4,h_D->C4,6,0.04680140626751467,0.12321429652093097,0.37983746682499997
27004,0.4,h_D,C6,h_D->C6,6,0.0407230929813055,0.07740082188354813,0.5261325653886271
27004,0.4,h_D,C7,h_D->C7,6,0.03336338665128284,0.09270844614922683,0.3598742944868267
27004,0.4,h_E,C6,h_E->C6,6,0.026014892428386338,0.07740082188354813,0.3361061522988789
27004,0.4,h_I,C2,h_I->C2,6,0.04109992741978448,0.14542713241727684,0.2826152639905809
27004,0.4,h_I,C4,h_I->C4,6,0.046211391277263106,0.12321429652093097,0.3750489397879078
27004,0.4,h_I,C5,h_I->C5,5,0.09910128193034484,0.18938683551140367,0.5232743958270232
27004,0.4,h_T,C3,h_T->C3,5,0.03305874656152247,0.1281782213991009,0.2579123520393648
27004,0.4,h_T,C7,h_T->C7,6,0.04775611778200879,0.09270844614922683,0.5151215424819408
27004,0.5,h_D,C1,h_D->C1,6,0.08281194688213439,0.13020601738790383,0.6360070643646891
27004,0.5,h_D,C2,h_D->C2,6,0.06233935839102876,0.1451006880793634,0.42962827548069493
27004,0.5,h_D,C3,h_D->C3,5,0.05113290154028658,0.12957783570013576,0.39461148014712827
27004,0.5,h_D,C4,h_D->C4,6,0.046731075968342105,0.12314353101900635,0.37948461913724074
27004,0.5,h_D,C6,h_D->C6,6,0.0404842010356784,0.07768600245790624,0.5211260684586445
27004,0.5,h_D,C7,h_D->C7,6,0.03333254281328306,0.09246766771819526,0.36047781495372994
27004,0.5,h_E,C6,h_E->C6,6,0.025944275935236974,0.07768600245790624,0.33396332819365726
27004,0.5,h_I,C2,h_I->C2,6,0.04090295171853686,0.1451006880793634,0.2818935751419933
27004,0.5,h_I,C4,h_I->C4,6,0.046171508928581934,0.12314353101900635,0.37494059611690633
27004,0.5,h_I,C5,h_I->C5,5,0.0988452314905855,0.18998048833837805,0.5202914907451442
27004,0.5,h_T,C3,h_T->C3,5,0.032967295613015986,0.12957783570013576,0.2544207922183024
27004,0.5,h_T,C7,h_T->C7,6,0.0476697460210024,0.09246766771819526,0.5155288026271554
27004,0.6,h_D,C1,h_D->C1,6,0.082593760043007,0.13099931696335346,0.6304900052683617
27004,0.6,h_D,C2,h_D->C2,6,0.062116088249315804,0.14454575762348534,0.4297330428104771
27004,0.6,h_D,C3,h_D->C3,5,0.050974749274225885,0.13069781355595325,0.39001990842037293
27004,0.6,h_D,C4,h_D->C4,6,0.04660924506589659,0.12320562771029427,0.3783045136145507
27004,0.6,h_D,C6,h_D->C6,6,0.04020833551003691,0.07825634231729424,0.5138028985113616
27004,0.6,h_D,C7,h_D->C7,6,0.03329113113592386,0.09240487153159876,0.3602746325357895
27004,0.6,h_E,C6,h_E->C6,6,0.02574256403132027,0.07825634231729424,0.32895179187671214
27004,0.6,h_I,C2,h_I->C2,6,0.04083323612600322,0.14454575762348534,0.28249349408153274
27004,0.6,h_I,C4,h_I->C4,6,0.04618055361189898,0.12320562771029427,0.37482503413004087
27004,0.6,h_I,C5,h_I->C5,5,0.0986672197104135,0.1909005640605153,0.5168513785984374
27004,0.6,h_T,C3,h_T->C3,5,0.03285565687045545,0.13069781355595325,0.2513864308536284
27004,0.6,h_T,C7,h_T->C7,6,0.047602211440763514,0.09240487153159876,0.5151482887346509
27004,0.7,h_D,C1,h_D->C1,6,0.08231511130659425,0.13148965510367286,0.6260196761567819
27004,0.7,h_D,C2,h_D->C2,6,0.061971617704999205,0.14373113359560408,0.43116349363060613
27004,0.7,h_D,C3,h_D->C3,5,0.050801934864010426,0.13189741191726986,0.38516248442759293
27004,0.7,h_D,C4,h_D->C4,6,0.04652064988462837,0.12308362622765115,0.37795969545297153
27004,0.7,h_D,C6,h_D->C6,6,0.040094282828751354,0.07831460851968536,0.5119642884783263
27004,0.7,h_D,C7,h_D->C7,6,0.033254872058550905,0.09217320694425903,0.36078675312122666
27004,0.7,h_E,C6,h_E->C6,6,0.025647571895482148,0.07831460851968536,0.32749409567319504
27004,0.7,h_I,C2,h_I->C2,6,0.040789589154824085,0.14373113359560408,0.28379090969465376
27004,0.7,h_I,C4,h_I->C4,6,0.04610042540944065,0.12308362622765115,0.37454555753663266
27004,0.7,h_I,C5,h_I->C5,5,0.09842063380446756,0.19202737989900104,0.5125343784606157
27004,0.7,h_T,C3,h_T->C3,5,0.0328077608030019,0.13189741191726986,0.24873695644104984
27004,0.7,h_T,C7,h_T->C7,6,0.04760457766041758,0.09217320694425903,0.5164687140449564
27004,0.8,h_D,C1,h_D->C1,6,0.08195070593211555,0.13233667489260273,0.6192592189429199
27004,0.8,h_D,C2,h_D->C2,6,0.06180953756616286,0.14392277504318424,0.42946321419377403
27004,0.8,h_D,C3,h_D->C3,5,0.050709485333764626,0.13250096822036822,0.3827103002677288
27004,0.8,h_D,C4,h_D->C4,6,0.046428824809683904,0.12320677097789826,0.37683663357783975
27004,0.8,h_D,C6,h_D->C6,6,0.03996090685755812,0.07875844561677948,0.5073856720267351
27004,0.8,h_D,C7,h_D->C7,6,0.033212181568753586,0.09203702422098459,0.36085675139440565
27004,0.8,h_E,C6,h_E->C6,6,0.02554095129812101,0.07875844561677948,0.3242947609971014
27004,0.8,h_I,C2,h_I->C2,6,0.04067608475839367,0.14392277504318424,0.28262437787143924
27004,0.8,h_I,C4,h_I->C4,6,0.04601685551308077,0.12320677097789826,0.3734929107180491
27004,0.8,h_I,C5,h_I->C5,5,0.09828119599970597,0.19259203633334654,0.5103076839017703
27004,0.8,h_T,C3,h_T->C3,5,0.03253368146256623,0.13250096822036822,0.24553542437676748
27004,0.8,h_T,C7,h_T->C7,6,0.04760441806087058,0.09203702422098459,0.517231173685638
27004,0.9,h_D,C1,h_D->C1,6,0.08162095475748622,0.13318292278082658,0.6128485022902934
27004,0.9,h_D,C2,h_D->C2,6,0.06158911279913515,0.143689786623949,0.42862554288490656
27004,0.9,h_D,C3,h_D->C3,5,0.05046400194739674,0.13370776179966037,0.37742013827612736
27004,0.9,h_D,C4,h_D->C4,6,0.04636540353682586,0.12306704999992796,0.3767491260778271
27004,0.9,h_D,C6,h_D->C6,6,0.03978109924095791,0.0790474656047388,0.5032558468018716
27004,0.9,h_D,C7,h_D->C7,6,0.033218431831531385,0.09174020694900371,0.36209240131357734
27004,0.9,h_E,C6,h_E->C6,6,0.02543876535274115,0.0790474656047388,0.3218163309576659
27004,0.9,h_I,C2,h_I->C2,6,0.04061605552384696,0.143689786623949,0.28266487464318324
27004,0.9,h_I,C4,h_I->C4,6,0.04589951390034537,0.12306704999992796,0.37296346910078104
27004,0.9,h_I,C5,h_I->C5,5,0.09821307016082176,0.19320440874123063,0.5083376243854539
27004,0.9,h_T,C3,h_T->C3,5,0.03231320573199298,0.13370776179966037,0.24167038096238166
27004,0.9,h_T,C7,h_T->C7,6,0.04760907924789286,0.09174020694900371,0.518955437650568
27004,1.0,h_D,C1,h_D->C1,6,0.08152617900447141,0.1338995377479449,0.6088607950038559
27004,1.0,h_D,C2,h_D->C2,6,0.061401291140227174,0.1436685288097747,0.4273816377774605
27004,1.0,h_D,C3,h_D->C3,5,0.050115178218059955,0.13487535587065805,0.3715666060280689
27004,1.0,h_D,C4,h_D->C4,6,0.046347044083084904,0.1229973049044931,0.37681349293544586
27004,1.0,h_D,C6,h_D->C6,6,0.039510170398118404,0.0793234501705826,0.4980894087770379
27004,1.0,h_D,C7,h_D->C7,6,0.03316225355352384,0.09159437589852022,0.3620555653974115
27004,1.0,h_E,C6,h_E->C6,6,0.025325750089242018,0.0793234501705826,0.319271918133421
27004,1.0,h_I,C2,h_I->C2,6,0.04052850878707123,0.1436685288097747,0.28209733281567306
27004,1.0,h_I,C4,h_I->C4,6,0.04582272489224293,0.1229973049044931,0.3725506418815561
27004,1.0,h_I,C5,h_I->C5,5,0.09785060447488111,0.1938420233812147,0.5047956205138284
27004,1.0,h_T,C3,h_T->C3,5,0.03215895049481464,0.13487535587065805,0.23843459234625336
27004,1.0,h_T,C7,h_T->C7,6,0.04753247147379983,0.09159437589852022,0.5189453064885047
27005,0.0,h_D,C1,h_D->C1,6,0.08200864110907456,0.12514319585372513,0.6553184178249359
27005,0.0,h_D,C2,h_D->C2,6,0.06125869322708398,0.16127651521041228,0.37983641416595526
27005,0.0,h_D,C3,h_D->C3,5,0.05145862528970881,0.10412464432474638,0.4942021710895284
27005,0.0,h_D,C4,h_D->C4,6,0.045542103885083854,0.12270611574706698,0.3711477916764005
27005,0.0,h_D,C6,h_D->C6,6,0.040406824614749336,0.07718945863154095,0.5234759425779277
27005,0.0,h_D,C7,h_D->C7,6,0.03271368856557279,0.09842103228960729,0.3323851396821285
27005,0.0,h_E,C6,h_E->C6,6,0.02521418813215355,0.07718945863154095,0.3266532578261139
27005,0.0,h_I,C2,h_I->C2,6,0.040318408860304154,0.16127651521041228,0.2499955359740507
27005,0.0,h_I,C4,h_I->C4,6,0.04455410700072671,0.12270611574706698,0.3630960586528759
27005,0.0,h_I,C5,h_I->C5,5,0.0971987856469266,0.1727128527670835,0.5627767944835225
27005,0.0,h_T,C3,h_T->C3,5,0.033041554461842246,0.10412464432474638,0.31732693711273713
27005,0.0,h_T,C7,h_T->C7,6,0.047667675674203144,0.09842103228960729,0.4843240775351252
27005,0.1,h_D,C1,h_D->C1,6,0.08158631529443383,0.12552270395137818,0.6499725764781701
27005,0.1,h_D,C2,h_D->C2,6,0.06122406458536937,0.16184045416670162,0.37829889257433763
27005,0.1,h_D,C3,h_D->C3,5,0.051240525732173796,0.10384584079082476,0.4934287723173569
27005,0.1,h_D,C4,h_D->C4,6,0.045490898343671426,0.12272000747108905,0.3706885232550014
27005,0.1,h_D,C6,h_D->C6,6,0.040325199719581116,0.07717069349977716,0.5225455142394828
27005,0.1,h_D,C7,h_D->C7,6,0.03268054374320534,0.09871877801080317,0.33104688288683976
27005,0.1,h_E,C6,h_E->C6,6,0.02511991753674294,0.07717069349977716,0.32551110268939026
27005,0.1,h_I,C2,h_I->C2,6,0.040294161354414465,0.16184045416670162,0.2489745939087703
27005,0.1,h_I,C4,h_I->C4,6,0.04444812569142424,0.12272000747108905,0.3621913541810478
27005,0.1,h_I,C5,h_I->C5,5,0.09707120534236253,0.17215290724846524,0.5638661983308683
27005,0.1,h_T,C3,h_T->C3,5,0.032984774273829134,0.10384584079082476,0.317632117206815
27005,0.1,h_T,C7,h_T->C7,6,0.04763572070059267,0.09871877801080317,0.4825396105986762
27005,0.2,h_D,C1,h_D->C1,6,0.08111875541514832,0.12602103885327332,0.6436921656307836
27005,0.2,h_D,C2,h_D->C2,6,0.06109640194293426,0.16167406045780325,0.3778986051909202
27005,0.2,h_D,C3,h_D->C3,5,0.05097418369368415,0.10345600697424072,0.4927136198663011
