seed,eta,modal_alternative,modal_count,modal_share,nonoptimal_contexts,regret_mean,regret_median,regret_p95,conditional_regret_mean,conditional_regret_median,conditional_regret_p95
21001,0.0,A6,962,0.962,38,0.0011106357489747713,0.0,0.0,0.029227256551967666,0.024378956429113238,0.06930059435701717
21001,0.1,A6,967,0.967,33,0.0009634245940073958,0.0,0.0,0.02919468466689079,0.02272464690342075,0.06914483520721734
21001,0.2,A6,970,0.97,30,0.000849693580741554,0.0,0.0,0.028323119358051804,0.019445230486765705,0.06957082358264932
21001,0.3,A6,973,0.973,27,0.0007631953527667994,0.0,0.0,0.028266494546918496,0.019250843437936916,0.07112118340051551
21001,0.4,A6,974,0.974,26,0.0007165287815945353,0.0,0.0,0.02755879929209751,0.017100469086823375,0.0717952508361388
21001,0.5,A6,976,0.976,24,0.0007015539045751352,0.0,0.0,0.029231412690630634,0.02463949880429698,0.07570204031471896
21001,0.6,A6,977,0.977,23,0.0007470715412043895,0.0,0.0,0.03248137135671259,0.03524893433350473,0.08184436013396046
21001,0.7,A6,971,0.971,29,0.0008461039250649482,0.0,0.0,0.029175997416032697,0.019745819377167625,0.07987738096398607
21001,0.8,A6,971,0.971,29,0.0009809956727916055,0.0,0.0,0.03382743699281398,0.026280336800935732,0.08539946787111555
21001,0.9,A6,965,0.965,35,0.0011779193093455723,0.0,0.0,0.03365483740987349,0.026266404165678044,0.08527109730175199
21001,1.0,A6,964,0.964,36,0.0014026446358660137,0.0,0.0,0.03896235099627815,0.03311437554015825,0.09570511550753014
21002,0.0,A1,467,0.467,533,0.06437548998930606,0.008484711880175431,0.27279264844864687,0.12077953093678433,0.09157011760711638,0.3294060629160771
21002,0.1,A1,429,0.429,571,0.06529917692011417,0.018920638605384295,0.2642799738908066,0.11435932910703003,0.09141514023133054,0.3060155957726661
21002,0.2,A1,370,0.37,630,0.06835890953727274,0.03280275157521617,0.2537401498164878,0.10850620561471863,0.08811075246809506,0.2849776747670609
21002,0.3,A1,312,0.312,688,0.0736597848297684,0.049418196121274634,0.24582776181050844,0.10706364074094243,0.08849218705160873,0.27336679212962034
21002,0.4,A6,291,0.291,709,0.09696710892522925,0.08428130067511759,0.24911065494483237,0.13676602105109908,0.13474824838427885,0.2638106996587335
21002,0.5,A6,317,0.317,683,0.09097786935123134,0.07199992217588627,0.23927686748058236,0.13320332262259346,0.13095364819538124,0.2596361903257742
21002,0.6,A6,335,0.335,665,0.08594460179086005,0.06158408654025534,0.23435538539601447,0.12924000269302263,0.12689956135665453,0.2583511403009585
21002,0.7,A6,361,0.361,639,0.08174381599088124,0.05621303155395911,0.23371469905140943,0.12792459466491585,0.1247488052249384,0.26064537362735046
21002,0.8,A6,385,0.385,615,0.0784403143684735,0.049265859111963704,0.23430485215548183,0.12754522661540404,0.125136927310653,0.2625951276977591
21002,0.9,A6,401,0.401,599,0.07583575361681243,0.039155100993320036,0.23685153989163296,0.12660392924342645,0.12255634810109348,0.263971016392068
21002,1.0,A6,415,0.415,585,0.07362461052996114,0.036439675557299975,0.23908114320574522,0.12585403509395066,0.11942509717507838,0.2634623852440091
21003,0.0,A2,761,0.761,239,0.04453549050247285,0.0,0.28948414553810775,0.1863409644454931,0.1741235381048839,0.4010505667483874
21003,0.1,A2,754,0.754,246,0.04372194023440212,0.0,0.2851873785131918,0.17773146436748832,0.16271444883625796,0.3974693977148144
21003,0.2,A2,737,0.737,263,0.043414655719191356,0.0,0.28349875608101843,0.1650747365748721,0.14793093574205982,0.39336351802556013
21003,0.3,A2,720,0.72,280,0.04366018306159831,0.0,0.28328847814167624,0.15592922521999397,0.1380639499533718,0.37627326940643446
21003,0.4,A2,689,0.689,311,0.044858947740492455,0.0,0.2802553444435641,0.14424098951926834,0.1196529547333674,0.36505140179130824
21003,0.5,A2,648,0.648,352,0.04723550320231025,0.0,0.27888928467782387,0.13419177046110867,0.10759239844577595,0.34318195108348
21003,0.6,A2,614,0.614,386,0.05069353357188646,0.0,0.27484329101025823,0.13133039785462813,0.10330136524761357,0.33641727490992357
21003,0.7,A2,572,0.572,428,0.05529701378244758,0.0,0.2786978982947667,0.12919863033282147,0.10245644873024781,0.326147525736003
21003,0.8,A2,528,0.528,472,0.061091516390240796,0.0,0.27855486330760343,0.12943117879288307,0.10930460653756115,0.32325890505452737
21003,0.9,A2,488,0.488,512,0.06818114265099177,0.0061056189424464795,0.28780888757695056,0.1331662942402183,0.11738945823484315,0.32476707667535176
21003,1.0,A2,451,0.451,549,0.07643483533451018,0.022861979658788653,0.29523219764286623,0.13922556527233182,0.12127655005741995,0.3277897609730211
21004,0.0,A2,771,0.771,229,0.024730159529102017,0.0,0.17201214728401676,0.10799196300917911,0.0821650560532659,0.2838736040309588
