seed,eta,modal_alternative,modal_count,modal_share,nonoptimal_contexts,regret_mean,regret_median,regret_p95,conditional_regret_mean,conditional_regret_median,conditional_regret_p95
21004,0.1,A2,720,0.72,280,0.03197297287405337,0.0,0.1973949012088575,0.11418918883590486,0.0879512690056323,0.3061644232825533
21004,0.2,A2,658,0.658,342,0.04129041426869534,0.0,0.22452229963558284,0.1207322054640215,0.09903927075650082,0.321924377877273
21004,0.3,A2,570,0.57,430,0.053389949954941,0.0,0.25334461819375315,0.1241626743138163,0.09611966574336882,0.34167028355538276
21004,0.4,A2,428,0.428,572,0.07209623906678593,0.021273124461652797,0.2928740812231335,0.1260423759908845,0.09265795483188954,0.35269033002805555
21004,0.5,A1,305,0.305,695,0.06575940479439664,0.04462851365272506,0.22518436972318462,0.09461784862503117,0.07941485070674244,0.249388422754696
21004,0.6,A1,470,0.47,530,0.04614185670119666,0.006857054766824976,0.19373667739927805,0.08706010698338992,0.06757023849460002,0.23284562809326764
21004,0.7,A1,592,0.592,408,0.03347076331818667,0.0,0.16544375361242714,0.0820361846033987,0.0642069289726552,0.21910423514863825
21004,0.8,A1,679,0.679,321,0.02538864002083554,0.0,0.1396044988253921,0.07909233651350636,0.0635869284977161,0.2081780125198996
21004,0.9,A1,732,0.732,268,0.020251821941286337,0.0,0.12094880808588233,0.07556649978091917,0.061882714407551574,0.20046271509654384
21004,1.0,A1,770,0.77,230,0.016736779513232703,0.0,0.10398600124906383,0.07276860657927264,0.05747502343366752,0.20765920965536874
21005,0.0,A2,875,0.875,125,0.010305227486409952,0.0,0.08205295143968132,0.08244181989127962,0.057073259668872695,0.23133901328645481
21005,0.1,A2,809,0.809,191,0.015761663270427093,0.0,0.11924201085545826,0.08252179722736695,0.06563570946035094,0.2194399146454204
21005,0.2,A2,723,0.723,277,0.024709870762525447,0.0,0.1507383582637075,0.0892053096120052,0.06457290189951413,0.23566083195210363
21005,0.3,A2,625,0.625,375,0.03787690962537129,0.0,0.20191173903306806,0.10100509233432343,0.07575218744401194,0.25569250403776067
21005,0.4,A2,537,0.537,463,0.05490979915188585,0.0,0.23726845070663483,0.11859567851379237,0.09789942602731425,0.27866911624050117
21005,0.5,A2,454,0.454,546,0.07520322420140683,0.022937902481518394,0.27598825072642247,0.13773484285971946,0.12184305639101825,0.3094393979477255
21005,0.6,A4,342,0.342,658,0.10081708421664498,0.05398486719855508,0.32156707948496444,0.1532174532167857,0.13177721794180225,0.34017126094264954
21005,0.7,A4,407,0.407,593,0.08998214491624328,0.03604020465556582,0.3120519693271735,0.1517405479194659,0.13679658905674785,0.32819650706504794
21005,0.8,A4,455,0.455,545,0.08197750444417548,0.01699600050681574,0.30002077794894894,0.15041743934711096,0.13283348361673133,0.31985120905658465
21005,0.9,A4,507,0.507,493,0.07645506877458422,0.0,0.2951314365273988,0.15508127540483613,0.14692427944948255,0.31972342696582057
21005,1.0,A4,536,0.536,464,0.07268785207623807,0.0,0.29104918978978067,0.15665485361258205,0.15408375173493055,0.3216411093431501
