eta,criterion,median_LRV50,T_sci_LRV,pass_sci_LRV,median_NSV_vector,T_sci_NSV_vector,pass_sci_NSV,all_seed_num_NS,all_seed_num_LRV,all_seed_num_NSV
0.0,C1,1.1535105027602711e-16,0.18560606963725407,False,1.1223352073015843e-10,0.10168471301105081,False,False,False,False
0.0,C2,9.669143872149901e-17,0.10710704986591753,False,1.4698152062609056e-11,0.06943636962637245,False,False,False,False
0.0,C3,1.5485313844939964e-16,0.1630294005273959,False,1.465698633772034e-11,0.06490012984357067,False,False,False,False
0.0,C4,1.2223802550979761e-16,0.11579623197303515,False,1.399410768426136e-11,0.0694226473689036,False,False,False,False
0.0,C5,1.3235551256876783e-16,0.12796380284769598,False,7.731657477674791e-11,0.07368074400701694,False,False,False,False
0.0,C6,9.537584764147469e-17,0.19489930736500777,False,4.4536212416928e-11,0.12993524843563106,False,False,False,False
0.0,C7,1.1307118705850854e-16,0.1440800524986886,False,1.812090504514195e-11,0.07309196921116115,False,False,False,False
0.1,C1,0.022457272809524056,0.18560606963725407,False,0.016051246954108596,0.10168471301105081,False,True,True,True
0.1,C2,0.01900764707577213,0.10710704986591753,False,0.01440226068829732,0.06943636962637245,False,True,True,True
0.1,C3,0.021440396590511147,0.1630294005273959,False,0.015259619273103913,0.06490012984357067,False,True,True,True
0.1,C4,0.018576979091614793,0.11579623197303515,False,0.015865590627152464,0.0694226473689036,False,True,True,True
0.1,C5,0.027329580643341022,0.12796380284769598,False,0.015675296970957184,0.07368074400701694,False,True,True,True
0.1,C6,0.018754814848116273,0.19489930736500777,False,0.015908743177565753,0.12993524843563106,False,True,True,True
0.1,C7,0.018760690170245523,0.1440800524986886,False,0.013648109615588003,0.07309196921116115,False,True,True,True
0.2,C1,0.043562456222330445,0.18560606963725407,False,0.03129164042602965,0.10168471301105081,False,True,True,True
0.2,C2,0.037318939479204616,0.10710704986591753,False,0.028775626595972853,0.06943636962637245,False,True,True,True
0.2,C3,0.039327726635533966,0.1630294005273959,False,0.028999588337103463,0.06490012984357067,False,True,True,True
0.2,C4,0.035833142357551695,0.11579623197303515,False,0.029803813211522385,0.0694226473689036,False,True,True,True
0.2,C5,0.0522667621079764,0.12796380284769598,False,0.02994035136442556,0.07368074400701694,False,True,True,True
0.2,C6,0.03549969424840108,0.19489930736500777,False,0.03006446812648634,0.12993524843563106,False,True,True,True
0.2,C7,0.03719933828234385,0.1440800524986886,False,0.025787128842747236,0.07309196921116115,False,True,True,True
0.3,C1,0.0630816500209826,0.18560606963725407,False,0.04491370131626872,0.10168471301105081,False,True,True,True
0.3,C2,0.05497459715997419,0.10710704986591753,False,0.04289344798826997,0.06943636962637245,False,True,True,True
0.3,C3,0.05802370112613004,0.1630294005273959,False,0.04331799512500313,0.06490012984357067,False,True,True,True
0.3,C4,0.05189411456206693,0.11579623197303515,False,0.04178850430948182,0.0694226473689036,False,True,True,True
0.3,C5,0.07479610611380325,0.12796380284769598,False,0.04584230196137984,0.07368074400701694,False,True,True,True
0.3,C6,0.054827693660301345,0.19489930736500777,False,0.04459042934026799,0.12993524843563106,False,True,True,True
0.3,C7,0.04947824191857535,0.1440800524986886,False,0.041556534963529554,0.07309196921116115,False,True,True,True
0.4,C1,0.0810617119852837,0.18560606963725407,False,0.05621676282495363,0.10168471301105081,False,True,True,True
0.4,C2,0.0722113821614949,0.10710704986591753,False,0.056562806618350385,0.06943636962637245,False,True,True,True
0.4,C3,0.07387263244659543,0.1630294005273959,False,0.05738499664608097,0.06490012984357067,False,True,True,True
0.4,C4,0.06687766423816477,0.11579623197303515,False,0.052139507796582475,0.0694226473689036,False,True,True,True
0.4,C5,0.09540666002075304,0.12796380284769598,False,0.06220158768574827,0.07368074400701694,False,True,True,True
0.4,C6,0.0717853404884791,0.19489930736500777,False,0.058418012502877426,0.12993524843563106,False,True,True,True
0.4,C7,0.06223193664260569,0.1440800524986886,False,0.0592028647826129,0.07309196921116115,False,True,True,True
0.5,C1,0.10009342014076435,0.18560606963725407,False,0.06620731042229644,0.10168471301105081,False,True,True,True
0.5,C2,0.0889399978203834,0.10710704986591753,False,0.06963201708501716,0.06943636962637245,True,True,True,True
0.5,C3,0.08841646489670008,0.1630294005273959,False,0.07108900580591351,0.06490012984357067,True,True,True,True
0.5,C4,0.08089036651081653,0.11579623197303515,False,0.06108924047144195,0.0694226473689036,False,True,True,True
0.5,C5,0.11581994345369995,0.12796380284769598,False,0.07887024291134992,0.07368074400701694,True,True,True,True
0.5,C6,0.08161777924619779,0.19489930736500777,False,0.07136940413325457,0.12993524843563106,False,True,True,True
0.5,C7,0.08457698098761672,0.1440800524986886,False,0.07468110198158431,0.07309196921116115,True,True,True,True
0.6,C1,0.11094661887854959,0.18560606963725407,False,0.075101371790242,0.10168471301105081,False,True,True,True
0.6,C2,0.10406861904670581,0.10710704986591753,False,0.08199264347268059,0.06943636962637245,True,True,True,True
0.6,C3,0.10738342889836888,0.1630294005273959,False,0.08434576803251811,0.06490012984357067,True,True,True,True
0.6,C4,0.09402710311544783,0.11579623197303515,False,0.06884782379289892,0.0694226473689036,False,True,True,True
0.6,C5,0.13924533072605388,0.12796380284769598,True,0.09165929505942465,0.07368074400701694,True,True,True,True
0.6,C6,0.08982259319107458,0.19489930736500777,False,0.08247473695645845,0.12993524843563106,False,True,True,True
0.6,C7,0.10900534096846079,0.1440800524986886,False,0.08756097268710354,0.07309196921116115,True,True,True,True
0.7,C1,0.12877961309157784,0.18560606963725407,False,0.08307110312391343,0.10168471301105081,False,True,True,True
0.7,C2,0.11426527632047288,0.10710704986591753,True,0.09357706897906758,0.06943636962637245,True,True,True,True
0.7,C3,0.12939721170718022,0.1630294005273959,False,0.09708847944971685,0.06490012984357067,True,True,True,True
0.7,C4,0.10637172942171232,0.11579623197303515,False,0.07559799895446168,0.0694226473689036,True,True,True,True
0.7,C5,0.15905690800922978,0.12796380284769598,True,0.1030538911002364,0.07368074400701694,True,True,True,True
0.7,C6,0.09834903232048677,0.19489930736500777,False,0.0927017722950453,0.12993524843563106,False,True,True,True
0.7,C7,0.12159170562135233,0.1440800524986886,False,0.09958999375372032,0.07309196921116115,True,True,True,True
0.8,C1,0.13901799018915967,0.18560606963725407,False,0.09025492715891921,0.10168471301105081,False,True,True,True
0.8,C2,0.12343174024120651,0.10710704986591753,True,0.10435313229418877,0.06943636962637245,True,True,True,True
0.8,C3,0.1527402871775316,0.1630294005273959,False,0.10926800766747222,0.06490012984357067,True,True,True,True
0.8,C4,0.11834637784099977,0.11579623197303515,True,0.08149522175437454,0.0694226473689036,True,True,True,True
0.8,C5,0.17855795083630438,0.12796380284769598,True,0.11351424181652787,0.07368074400701694,True,True,True,True
0.8,C6,0.10795645567707053,0.19489930736500777,False,0.10213528034806126,0.12993524843563106,False,True,True,True
0.8,C7,0.13196652290336652,0.1440800524986886,False,0.11076584614636413,0.07309196921116115,True,True,True,True
0.9,C1,0.15504158084881678,0.18560606963725407,False,0.09676515625040336,0.10168471301105081,False,True,True,True
0.9,C2,0.14270148842824656,0.10710704986591753,True,0.11431734327446906,0.06943636962637245,True,True,True,True
0.9,C3,0.1663314450209242,0.1630294005273959,True,0.1208519967387161,0.06490012984357067,True,True,True,True
0.9,C4,0.1301887551265969,0.11579623197303515,True,0.08667011156661639,0.0694226473689036,True,True,True,True
0.9,C5,0.20364151659148505,0.12796380284769598,True,0.1231151633642304,0.07368074400701694,True,True,True,True
0.9,C6,0.11684804466572711,0.19489930736500777,False,0.11084727586411662,0.12993524843563106,False,True,True,True
0.9,C7,0.14140921965270947,0.1440800524986886,False,0.12110789721363409,0.07309196921116115,True,True,True,True
1.0,C1,0.18034366511369948,0.18560606963725407,False,0.10269373285463547,0.10168471301105081,True,True,True,True
1.0,C2,0.15632815783729812,0.10710704986591753,True,0.1233378561047878,0.06943636962637245,True,True,True,True
1.0,C3,0.17927550545804175,0.1630294005273959,True,0.13182317816781466,0.06490012984357067,True,True,True,True
1.0,C4,0.14364359075356856,0.11579623197303515,True,0.09123172344811536,0.0694226473689036,True,True,True,True
1.0,C5,0.22504824763403547,0.12796380284769598,True,0.1319291745155821,0.07368074400701694,True,True,True,True
1.0,C6,0.12510396757131811,0.19489930736500777,False,0.11890412823702506,0.12993524843563106,False,True,True,True
1.0,C7,0.1500521620402973,0.1440800524986886,True,0.13065065306349663,0.07309196921116115,True,True,True,True
