seed,eta,criterion,mean_abs_departure,median_abs_departure,max_abs_departure
21001,0.0,C1,0.0,0.0,0.0
21001,0.0,C2,0.0,0.0,0.0
21001,0.0,C3,0.0,0.0,0.0
21001,0.0,C4,0.0,0.0,0.0
21001,0.0,C5,0.0,0.0,0.0
21001,0.0,C6,0.0,0.0,0.0
21001,0.0,C7,0.0,0.0,0.0
21001,0.1,C1,0.0041829441358499355,0.0034764832348577867,0.014496233794223323
21001,0.1,C2,0.005672556695356329,0.004545739227103721,0.018822072957872304
21001,0.1,C3,0.0037531171945398576,0.0031178777789197375,0.013330569931596536
21001,0.1,C4,0.004846152061594879,0.0039102288160595515,0.015953791027976727
21001,0.1,C5,0.003979504167543676,0.0033332279096872364,0.014996256525867599
21001,0.1,C6,0.0030234993117042182,0.0028864230094007223,0.00860235160583149
21001,0.1,C7,0.005334250478625353,0.004810648344815153,0.01634400947469214
21001,0.2,C1,0.008365888271699871,0.0069529664697155595,0.028992467588446758
21001,0.2,C2,0.011345113390712659,0.009091478454207443,0.03764414591574461
21001,0.2,C3,0.007506234389079717,0.006235755557839474,0.026661139863193073
21001,0.2,C4,0.009692304123189758,0.007820457632119124,0.031907582055953454
21001,0.2,C5,0.007959008335087352,0.006666455819374473,0.029992513051735212
21001,0.2,C6,0.0060469986234084365,0.005772846018801448,0.017204703211662994
21001,0.2,C7,0.010668500957250707,0.009621296689630295,0.032688018949384195
21001,0.3,C1,0.012548832407549802,0.010429449704573336,0.04348870138267008
21001,0.3,C2,0.01701767008606899,0.01363721768131116,0.05646621887361686
21001,0.3,C3,0.01125935158361957,0.009353633336759214,0.039991709794789596
21001,0.3,C4,0.014538456184784635,0.011730686448178672,0.04786137308393018
21001,0.3,C5,0.011938512502631027,0.00999968372906173,0.0449887695776028
21001,0.3,C6,0.009070497935112656,0.00865926902820217,0.0258070548174945
21001,0.3,C7,0.01600275143587606,0.014431945034445445,0.04903202842407631
21001,0.4,C1,0.016731776543399742,0.013905932939431117,0.057984935176893404
21001,0.4,C2,0.022690226781425318,0.01818295690841488,0.07528829183148922
21001,0.4,C3,0.015012468778159434,0.012471511115678954,0.053322279726386146
21001,0.4,C4,0.019384608246379515,0.015640915264238234,0.06381516411190691
21001,0.4,C5,0.015918016670174704,0.013332911638748973,0.059985026103470396
21001,0.4,C6,0.012093997246816873,0.011545692037602893,0.034409406423326
21001,0.4,C7,0.021337001914501413,0.019242593379260587,0.06537603789876842
21001,0.5,C1,0.020914720679249675,0.017382416174288907,0.07248116897111678
21001,0.5,C2,0.028362783476781648,0.022728696135518603,0.09411036478936152
21001,0.5,C3,0.018765585972699287,0.015589388894598682,0.06665284965798265
21001,0.5,C4,0.024230760307974393,0.019551144080297782,0.07976895513988363
21001,0.5,C5,0.01989752083771838,0.01666613954843621,0.074981282629338
21001,0.5,C6,0.015117496558521092,0.014432115047003615,0.04301175802915751
21001,0.5,C7,0.026671252393126763,0.024053241724075736,0.08172004737346053
21001,0.6,C1,0.025097664815099605,0.02085889940914669,0.08697740276534016
21001,0.6,C2,0.03403534017213798,0.027274435362622317,0.11293243774723383
21001,0.6,C3,0.02251870316723914,0.018707266673518422,0.07998341958957919
21001,0.6,C4,0.02907691236956927,0.02346137289635735,0.0957227461678603
21001,0.6,C5,0.023877025005262054,0.019999367458123446,0.08997753915520558
21001,0.6,C6,0.018140995870225312,0.01731853805640434,0.05161410963498898
21001,0.6,C7,0.03200550287175212,0.028863890068890886,0.09806405684815259
21001,0.7,C1,0.029280608950949548,0.024335382644004463,0.10147363655956348
21001,0.7,C2,0.039707896867494305,0.03182017458972603,0.13175451070510613
21001,0.7,C3,0.026271820361778997,0.021825144452438158,0.09331398952117573
21001,0.7,C4,0.03392306443116414,0.027371601712416906,0.11167653719583709
21001,0.7,C5,0.027856529172805733,0.023332595367810703,0.10497379568107316
21001,0.7,C6,0.021164495181929525,0.020204961065805067,0.06021646124082049
21001,0.7,C7,0.03733975335037747,0.033674538413706046,0.1144080663228447
21001,0.8,C1,0.033463553086799484,0.027811865878862252,0.11596987035378686
21001,0.8,C2,0.045380453562850635,0.03636591381682977,0.15057658366297844
21001,0.8,C3,0.03002493755631886,0.0249430222313579,0.10664455945277226
21001,0.8,C4,0.03876921649275903,0.031281830528476454,0.12763032822381376
21001,0.8,C5,0.03183603334034941,0.02666582327749794,0.1199700522069408
21001,0.8,C6,0.024187994493633746,0.023091384075205793,0.06881881284665199
21001,0.8,C7,0.04267400382900283,0.03848518675852118,0.1307520757975368
21001,0.9,C1,0.037646497222649414,0.03128834911372003,0.1304661041480102
21001,0.9,C2,0.051053010258206966,0.04091165304393348,0.16939865662085068
21001,0.9,C3,0.033778054750858724,0.02806090001027764,0.1199751293843688
21001,0.9,C4,0.04361536855435391,0.03519205934453602,0.14358411925179054
21001,0.9,C5,0.03581553750789309,0.029999051187185176,0.1349663087328084
21001,0.9,C6,0.027211493805337966,0.025977807084606515,0.0774211644524835
21001,0.9,C7,0.04800825430762818,0.043295835103336344,0.14709608527222892
21001,1.0,C1,0.04182944135849935,0.034764832348577815,0.14496233794223357
