seed,eta,factor,criterion,pathway,active_alternatives,RE,base_IQR,SRE
21001,0.3,h_D,C2,h_D->C2,6,0.04350759010509919,0.10976965849253648,0.39635351610081787
21001,0.3,h_D,C3,h_D->C3,5,0.039733487341265326,0.11138187464943444,0.356732075716687
21001,0.3,h_D,C4,h_D->C4,6,0.03814292528542591,0.11214041616761092,0.3401353997837441
21001,0.3,h_D,C6,h_D->C6,6,0.03294238957302925,0.06651676888670718,0.4952493953613742
21001,0.3,h_D,C7,h_D->C7,6,0.024139774236306973,0.08092043844245755,0.2983149214295771
21001,0.3,h_E,C6,h_E->C6,6,0.02110640654414271,0.06651676888670718,0.3173095581322402
21001,0.3,h_I,C2,h_I->C2,6,0.026863842779524305,0.10976965849253648,0.24472921887705532
21001,0.3,h_I,C4,h_I->C4,6,0.03667458554506503,0.11214041616761092,0.32704163938469993
21001,0.3,h_I,C5,h_I->C5,5,0.06957170195375537,0.14251015857409274,0.48818766780822864
21001,0.3,h_T,C3,h_T->C3,5,0.026064071194512886,0.11138187464943444,0.2340063971477717
21001,0.3,h_T,C7,h_T->C7,6,0.036068833325676154,0.08092043844245755,0.44573205508369723
21001,0.4,h_D,C1,h_D->C1,6,0.061788489319365356,0.08914392835005586,0.693131775346913
21001,0.4,h_D,C2,h_D->C2,6,0.0461781423490008,0.11224168347872958,0.4114170503985749
21001,0.4,h_D,C3,h_D->C3,5,0.04127422319283025,0.11124810283404853,0.3710105803244932
21001,0.4,h_D,C4,h_D->C4,6,0.03896419594614629,0.11796460155385584,0.33030413727992103
21001,0.4,h_D,C6,h_D->C6,6,0.03382988153353679,0.06902225063703678,0.4901300844411153
21001,0.4,h_D,C7,h_D->C7,6,0.025153808002158815,0.08523696492083765,0.29510445409717334
21001,0.4,h_E,C6,h_E->C6,6,0.021600972505465766,0.06902225063703678,0.31295665246768845
21001,0.4,h_I,C2,h_I->C2,6,0.02855314846989914,0.11224168347872958,0.25438988069931906
21001,0.4,h_I,C4,h_I->C4,6,0.037669619844774696,0.11796460155385584,0.31932986123178303
21001,0.4,h_I,C5,h_I->C5,5,0.07298505011102438,0.13943246288154376,0.5234437418817317
21001,0.4,h_T,C3,h_T->C3,5,0.027134045515806254,0.11124810283404853,0.24390569209111687
21001,0.4,h_T,C7,h_T->C7,6,0.038022474679966715,0.08523696492083765,0.4460796406211008
21001,0.5,h_D,C1,h_D->C1,6,0.06549585618825914,0.09517720164520536,0.6881464789406361
21001,0.5,h_D,C2,h_D->C2,6,0.048787020748555524,0.11440539858371301,0.42643984770028587
21001,0.5,h_D,C3,h_D->C3,5,0.042999147372511454,0.11187465587336115,0.38435110290574553
21001,0.5,h_D,C4,h_D->C4,6,0.03992948656846915,0.12351331280783004,0.3232808323283396
21001,0.5,h_D,C6,h_D->C6,6,0.03476267831035077,0.07183208616243951,0.4839435991216413
21001,0.5,h_D,C7,h_D->C7,6,0.02630698119054596,0.08955228216976555,0.2937611477101351
21001,0.5,h_E,C6,h_E->C6,6,0.02220954715100857,0.07183208616243951,0.3091869989752935
21001,0.5,h_I,C2,h_I->C2,6,0.030295505615227616,0.11440539858371301,0.26480835686084253
21001,0.5,h_I,C4,h_I->C4,6,0.03848781788965014,0.12351331280783004,0.31160865994437664
21001,0.5,h_I,C5,h_I->C5,5,0.0762570651090754,0.13629015754768972,0.5595199718059797
21001,0.5,h_T,C3,h_T->C3,5,0.02821439825888194,0.11187465587336115,0.25219651437916035
21001,0.5,h_T,C7,h_T->C7,6,0.03971063841865197,0.08955228216976555,0.44343524761243386
21001,0.6,h_D,C1,h_D->C1,6,0.06869802293757646,0.10138111183066079,0.6776215184111093
21001,0.6,h_D,C2,h_D->C2,6,0.05128625688299071,0.11520966529652307,0.4451558534654759
21001,0.6,h_D,C3,h_D->C3,5,0.04455104888954859,0.11391977646461451,0.39107387910821484
21001,0.6,h_D,C4,h_D->C4,6,0.040964432458691975,0.12898089091889503,0.3176007869579175
21001,0.6,h_D,C6,h_D->C6,6,0.0356675675305029,0.07510666450598857,0.4748921785387511
21001,0.6,h_D,C7,h_D->C7,6,0.027541435747769946,0.09437633412515647,0.2918256573830707
21001,0.6,h_E,C6,h_E->C6,6,0.022870171247378255,0.07510666450598857,0.30450255509949076
21001,0.6,h_I,C2,h_I->C2,6,0.031977506968715465,0.11520966529652307,0.27755923850776915
21001,0.6,h_I,C4,h_I->C4,6,0.03929138874258131,0.12898089091889503,0.30462953436244794
21001,0.6,h_I,C5,h_I->C5,5,0.07915504179459579,0.13336708586371093,0.5935125693223255
21001,0.6,h_T,C3,h_T->C3,5,0.029202165876293006,0.11391977646461451,0.25633973996698783
21001,0.6,h_T,C7,h_T->C7,6,0.041379941476871074,0.09437633412515647,0.43845675783037846
21001,0.7,h_D,C1,h_D->C1,6,0.0721008195831385,0.10780902800646366,0.6687827625915237
21001,0.7,h_D,C2,h_D->C2,6,0.053841537321924496,0.11728548589733588,0.45906394051685834
21001,0.7,h_D,C3,h_D->C3,5,0.04595190200186801,0.11524260802238627,0.39874055950333015
21001,0.7,h_D,C4,h_D->C4,6,0.04171650173735224,0.1345426366786478,0.3100615742850435
21001,0.7,h_D,C6,h_D->C6,6,0.03653021171825948,0.07878308511163086,0.4636808988380526
21001,0.7,h_D,C7,h_D->C7,6,0.028680015586646058,0.0988465923126676,0.2901467305583629
21001,0.7,h_E,C6,h_E->C6,6,0.023489436508856903,0.07878308511163086,0.2981532961710707
21001,0.7,h_I,C2,h_I->C2,6,0.03363922856999914,0.11728548589733588,0.28681493121116386
21001,0.7,h_I,C4,h_I->C4,6,0.040239036358098466,0.1345426366786478,0.29908018269263936
21001,0.7,h_I,C5,h_I->C5,5,0.08254784649045839,0.13111964227619757,0.6295612545673785
21001,0.7,h_T,C3,h_T->C3,5,0.030155849479881702,0.11524260802238627,0.26167274411007907
21001,0.7,h_T,C7,h_T->C7,6,0.042930615540258774,0.0988465923126676,0.43431558473991744
21001,0.8,h_D,C1,h_D->C1,6,0.07535951594211873,0.11295069694022083,0.6671894727779818
21001,0.8,h_D,C2,h_D->C2,6,0.0564490501730624,0.11961466859340514,0.4719241447256975
21001,0.8,h_D,C3,h_D->C3,5,0.04750513440978388,0.11796698455722952,0.40269855661466814
21001,0.8,h_D,C4,h_D->C4,6,0.04274551429014549,0.14073805604330525,0.3037239215290065
21001,0.8,h_D,C6,h_D->C6,6,0.03739586663099181,0.0824110705035894,0.4537723682270243
21001,0.8,h_D,C7,h_D->C7,6,0.029773294998272984,0.1034955983924348,0.28767692018254604
21001,0.8,h_E,C6,h_E->C6,6,0.02409879421843911,0.0824110705035894,0.2924218077848785
21001,0.8,h_I,C2,h_I->C2,6,0.03525369987345547,0.11961466859340514,0.2947272294253083
21001,0.8,h_I,C4,h_I->C4,6,0.04110598966112208,0.14073805604330525,0.292074445366658
21001,0.8,h_I,C5,h_I->C5,5,0.08607336620385989,0.1304851772195337,0.6596409495492873
21001,0.8,h_T,C3,h_T->C3,5,0.030916590481882635,0.11796698455722952,0.26207833147266674
21001,0.8,h_T,C7,h_T->C7,6,0.044694835685818814,0.1034955983924348,0.4318525268670171
21001,0.9,h_D,C1,h_D->C1,6,0.0782642959442911,0.11840650603904937,0.6609796924319283
21001,0.9,h_D,C2,h_D->C2,6,0.058905028256636,0.12281443643617956,0.47962625539356957
21001,0.9,h_D,C3,h_D->C3,5,0.048849128400546844,0.12154046518051936,0.4019165824944902
21001,0.9,h_D,C4,h_D->C4,6,0.04364349899953602,0.14784973482034108,0.2951882128992252
21001,0.9,h_D,C6,h_D->C6,6,0.0383448841770819,0.08575819309421076,0.44712793953704816
21001,0.9,h_D,C7,h_D->C7,6,0.03075090582667144,0.10792867919435054,0.2849187635383956
21001,0.9,h_E,C6,h_E->C6,6,0.024642976217005903,0.08575819309421076,0.28735419121583744
21001,0.9,h_I,C2,h_I->C2,6,0.03672121223087381,0.12281443643617956,0.2989975225726575
21001,0.9,h_I,C4,h_I->C4,6,0.04173285767361152,0.14784973482034108,0.28226535356347265
21001,0.9,h_I,C5,h_I->C5,5,0.08893940167388538,0.13061029762105927,0.6809524462706994
21001,0.9,h_T,C3,h_T->C3,5,0.031918905044477426,0.12154046518051936,0.26261957280488346
21001,0.9,h_T,C7,h_T->C7,6,0.04628301657442435,0.10792867919435054,0.4288296393459263
21001,1.0,h_D,C1,h_D->C1,6,0.08141297233568634,0.12415076658446371,0.6557589177642552
21001,1.0,h_D,C2,h_D->C2,6,0.06140234702598374,0.12515015973366983,0.49062939397091077
21001,1.0,h_D,C3,h_D->C3,5,0.050105524735132856,0.1262756264489689,0.3967949013104674
21001,1.0,h_D,C4,h_D->C4,6,0.04470108444936939,0.15326085079374419,0.2916666860295306
21001,1.0,h_D,C6,h_D->C6,6,0.039281911741358574,0.08913438221911327,0.4407043697723028
21001,1.0,h_D,C7,h_D->C7,6,0.03188297952916821,0.11276946653267109,0.2827270582117056
21001,1.0,h_E,C6,h_E->C6,6,0.025156483697009416,0.08913438221911327,0.2822309760882914
21001,1.0,h_I,C2,h_I->C2,6,0.038236867482806004,0.12515015973366983,0.30552791593611844
21001,1.0,h_I,C4,h_I->C4,6,0.042441291078124506,0.15326085079374419,0.2769219331488923
21001,1.0,h_I,C5,h_I->C5,5,0.09162071238076624,0.13237854647067443,0.6921114850008623
21001,1.0,h_T,C3,h_T->C3,5,0.032791818255907546,0.1262756264489689,0.2596844630891603
21001,1.0,h_T,C7,h_T->C7,6,0.04782543160326115,0.11276946653267109,0.4240991207401098
21002,0.0,h_D,C1,h_D->C1,6,0.05438099777725473,0.08524330415920538,0.6379503740851206
21002,0.0,h_D,C2,h_D->C2,6,0.04139537745074999,0.0913497034199943,0.45315283904070525
21002,0.0,h_D,C3,h_D->C3,5,0.020933694293097677,0.07652853962390922,0.2735410135316888
21002,0.0,h_D,C4,h_D->C4,6,0.019580067995233753,0.12063430160980734,0.16230929125285887
21002,0.0,h_D,C6,h_D->C6,6,0.020749016012194792,0.04549930283382854,0.4560293173615829
21002,0.0,h_D,C7,h_D->C7,6,0.022561622316918065,0.07800058085438377,0.2892494141645973
21002,0.0,h_E,C6,h_E->C6,6,0.014087701131781073,0.04549930283382854,0.30962454925786914
21002,0.0,h_I,C2,h_I->C2,6,0.028149299249114936,0.0913497034199943,0.308148775474246
21002,0.0,h_I,C4,h_I->C4,6,0.019536131328750685,0.12063430160980734,0.1619450775433551
21002,0.0,h_I,C5,h_I->C5,5,0.06863807327123164,0.1467063190559602,0.46786037378923134
21002,0.0,h_T,C3,h_T->C3,5,0.014180426780627892,0.07652853962390922,0.18529592816131973
21002,0.0,h_T,C7,h_T->C7,6,0.03466672239635993,0.07800058085438377,0.4444418492297311
21002,0.1,h_D,C1,h_D->C1,6,0.05725169137436552,0.08990032736758989,0.6368351823640698
21002,0.1,h_D,C2,h_D->C2,6,0.04352208019582983,0.09475988157047939,0.4592880391371131
21002,0.1,h_D,C3,h_D->C3,5,0.02440388990621941,0.07512013102869916,0.32486484743445393
21002,0.1,h_D,C4,h_D->C4,6,0.022616640998538506,0.11751468422411895,0.19245799916555587
21002,0.1,h_D,C6,h_D->C6,6,0.02289262504064525,0.04823918919335875,0.474564880193351
21002,0.1,h_D,C7,h_D->C7,6,0.023762826664260016,0.0814163504855832,0.29186799116199574
21002,0.1,h_E,C6,h_E->C6,6,0.015568033172279047,0.04823918919335875,0.3227258466048104
21002,0.1,h_I,C2,h_I->C2,6,0.0296936822451805,0.09475988157047939,0.3133571059054345
21002,0.1,h_I,C4,h_I->C4,6,0.02262362209732146,0.11751468422411895,0.19251740534810222
21002,0.1,h_I,C5,h_I->C5,5,0.071790695968541,0.15323907902269404,0.46848817172439816
21002,0.1,h_T,C3,h_T->C3,5,0.016626737164908787,0.07512013102869916,0.22133530568970006
21002,0.1,h_T,C7,h_T->C7,6,0.0365259876922149,0.0814163504855832,0.4486320926192105
21002,0.2,h_D,C1,h_D->C1,6,0.05986337967810232,0.0949973068422577,0.6301587030974977
21002,0.2,h_D,C2,h_D->C2,6,0.04553955030081183,0.09929356740378474,0.45863545334375183
21002,0.2,h_D,C3,h_D->C3,5,0.027668868574946943,0.07504892668527724,0.368677738598575
21002,0.2,h_D,C4,h_D->C4,6,0.025486947483257742,0.11527876083108349,0.22108970723915355
21002,0.2,h_D,C6,h_D->C6,6,0.02488238279467747,0.05112404925787542,0.486706024960606
21002,0.2,h_D,C7,h_D->C7,6,0.02489331694541947,0.08499454737934373,0.29288134018790507
21002,0.2,h_E,C6,h_E->C6,6,0.016982147069590794,0.05112404925787542,0.3321753131016436
21002,0.2,h_I,C2,h_I->C2,6,0.03112680695653126,0.09929356740378474,0.3134826129233355
21002,0.2,h_I,C4,h_I->C4,6,0.025613896736105726,0.11527876083108349,0.2221909443788631
21002,0.2,h_I,C5,h_I->C5,5,0.07487258518612142,0.1586851370621639,0.4718311151996467
21002,0.2,h_T,C3,h_T->C3,5,0.01890425712912422,0.07504892668527724,0.2518924382243148
21002,0.2,h_T,C7,h_T->C7,6,0.03818957903519958,0.08499454737934373,0.4493179881799276
21002,0.3,h_D,C1,h_D->C1,6,0.06273020865078135,0.09952327159063087,0.6303069387447314
21002,0.3,h_D,C2,h_D->C2,6,0.04770672899281109,0.10410758516201817,0.45824450656605764
21002,0.3,h_D,C3,h_D->C3,5,0.03077548362925774,0.07653471153841532,0.4021114473451486
21002,0.3,h_D,C4,h_D->C4,6,0.02829852482060544,0.11207605461095635,0.2524939418913711
21002,0.3,h_D,C6,h_D->C6,6,0.027017123814863063,0.05477322636675107,0.49325419746991545
21002,0.3,h_D,C7,h_D->C7,6,0.025918763060047107,0.08927670087820633,0.29031945406580223
21002,0.3,h_E,C6,h_E->C6,6,0.018248957331390203,0.05477322636675107,0.33317294856551805
21002,0.3,h_I,C2,h_I->C2,6,0.03254602022131109,0.10410758516201817,0.31261910619047106
21002,0.3,h_I,C4,h_I->C4,6,0.028135328613160645,0.11207605461095635,0.25103782168790895
21002,0.3,h_I,C5,h_I->C5,5,0.07855733103999221,0.16473670921775002,0.47686597245109325
21002,0.3,h_T,C3,h_T->C3,5,0.02113478438278405,0.07653471153841532,0.2761463910646563
21002,0.3,h_T,C7,h_T->C7,6,0.03962737597383362,0.08927670087820633,0.44387141979462785
21002,0.4,h_D,C1,h_D->C1,6,0.06545780210504668,0.10461339143197992,0.6257115003004362
21002,0.4,h_D,C2,h_D->C2,6,0.04950337163185033,0.10937635747283699,0.45259663765719776
21002,0.4,h_D,C3,h_D->C3,5,0.03377818255477834,0.07790806058845708,0.43356466967872864
21002,0.4,h_D,C4,h_D->C4,6,0.03093282436545123,0.1105984056384442,0.2796859881171672
21002,0.4,h_D,C6,h_D->C6,6,0.028950136814787322,0.05855049019166739,0.4944473858292806
21002,0.4,h_D,C7,h_D->C7,6,0.026827172456907106,0.09321590278956984,0.2877960911581824
21002,0.4,h_E,C6,h_E->C6,6,0.01963068723941768,0.05855049019166739,0.33527793148820034
21002,0.4,h_I,C2,h_I->C2,6,0.03388383958246875,0.10937635747283699,0.30979125987600953
21002,0.4,h_I,C4,h_I->C4,6,0.030828845763755573,0.1105984056384442,0.2787458425418808
21002,0.4,h_I,C5,h_I->C5,5,0.08157640087688824,0.17289025497590235,0.47183920740811336
21002,0.4,h_T,C3,h_T->C3,5,0.02322605409256321,0.07790806058845708,0.29812132296496
21002,0.4,h_T,C7,h_T->C7,6,0.041398892182235546,0.09321590278956984,0.4441183418589778
21002,0.5,h_D,C1,h_D->C1,6,0.06798345133627261,0.10911500816087237,0.6230440017510607
21002,0.5,h_D,C2,h_D->C2,6,0.05146503626989463,0.11615378430417603,0.4430767071237063
21002,0.5,h_D,C3,h_D->C3,5,0.03656798338909259,0.08026875979997974,0.4555693084054134
21002,0.5,h_D,C4,h_D->C4,6,0.033349213471502694,0.10805765105668819,0.30862426811127625
21002,0.5,h_D,C6,h_D->C6,6,0.03076769524732488,0.062250591805768224,0.49425546576056245
21002,0.5,h_D,C7,h_D->C7,6,0.02763998864103448,0.09742452751709275,0.28370667372137315
21002,0.5,h_E,C6,h_E->C6,6,0.020913568398921487,0.062250591805768224,0.33595774420650004
21002,0.5,h_I,C2,h_I->C2,6,0.035263764385183985,0.11615378430417603,0.3035954841775445
21002,0.5,h_I,C4,h_I->C4,6,0.033480714601519926,0.10805765105668819,0.30984122154983496
21002,0.5,h_I,C5,h_I->C5,5,0.08480041284515842,0.17943657133580185,0.4725926950866015
21002,0.5,h_T,C3,h_T->C3,5,0.02520620736032761,0.08026875979997974,0.3140226337472321
21002,0.5,h_T,C7,h_T->C7,6,0.04288798987103988,0.09742452751709275,0.44021758137934136
21002,0.6,h_D,C1,h_D->C1,6,0.0705649846769539,0.11419132232717434,0.6179540024429987
21002,0.6,h_D,C2,h_D->C2,6,0.05335737758688691,0.12334436237909413,0.43258870172324926
21002,0.6,h_D,C3,h_D->C3,5,0.039465360617825365,0.08375971100076682,0.4711735528432385
21002,0.6,h_D,C4,h_D->C4,6,0.035605019351986025,0.10644907711788426,0.33447936154694596
21002,0.6,h_D,C6,h_D->C6,6,0.032624800748252164,0.06629447903364155,0.49211942266269837
21002,0.6,h_D,C7,h_D->C7,6,0.028499777918386558,0.10226205024434232,0.27869359014425416
21002,0.6,h_E,C6,h_E->C6,6,0.022087564871648216,0.06629447903364155,0.3331735190211928
21002,0.6,h_I,C2,h_I->C2,6,0.03651414438825423,0.12334436237909413,0.2960341574082923
21002,0.6,h_I,C4,h_I->C4,6,0.03603352712494002,0.10644907711788426,0.33850483348669264
21002,0.6,h_I,C5,h_I->C5,5,0.08796744166129908,0.18645398187918538,0.4717917031014474
21002,0.6,h_T,C3,h_T->C3,5,0.027143799840282774,0.08375971100076682,0.32406749636123033
21002,0.6,h_T,C7,h_T->C7,6,0.04426806699912238,0.10226205024434232,0.43288851429163117
21002,0.7,h_D,C1,h_D->C1,6,0.07323567044601809,0.1193925890632588,0.6134021468166806
21002,0.7,h_D,C2,h_D->C2,6,0.05536071047776897,0.13091919188565082,0.4228616880380685
21002,0.7,h_D,C3,h_D->C3,5,0.042230123356669674,0.08843777865070765,0.4775122577759844
21002,0.7,h_D,C4,h_D->C4,6,0.03808001725159434,0.10449018952392178,0.3644362922943301
21002,0.7,h_D,C6,h_D->C6,6,0.03450319912516913,0.07061639979034157,0.4886003708362323
21002,0.7,h_D,C7,h_D->C7,6,0.029365337660924053,0.1074027546226275,0.27341326359672324
21002,0.7,h_E,C6,h_E->C6,6,0.023181025173365996,0.07061639979034157,0.3282668791082758
21002,0.7,h_I,C2,h_I->C2,6,0.037644428818675406,0.13091919188565082,0.2875394224191955
21002,0.7,h_I,C4,h_I->C4,6,0.03849329285673684,0.10449018952392178,0.3683914540853222
21002,0.7,h_I,C5,h_I->C5,5,0.09096246739470332,0.1930147098525338,0.471272202329702
21002,0.7,h_T,C3,h_T->C3,5,0.02898795126217109,0.08843777865070765,0.3277779214280543
21002,0.7,h_T,C7,h_T->C7,6,0.04547767340976733,0.1074027546226275,0.42343116402493747
21002,0.8,h_D,C1,h_D->C1,6,0.07626572079501795,0.12477270076916111,0.6112372363847765
21002,0.8,h_D,C2,h_D->C2,6,0.05724920622979679,0.13848511013494547,0.4133961129365999
21002,0.8,h_D,C3,h_D->C3,5,0.0450609806100422,0.09350507788306563,0.48190944951580134
21002,0.8,h_D,C4,h_D->C4,6,0.04029378077978581,0.10370846721020809,0.38852932516807204
21002,0.8,h_D,C6,h_D->C6,6,0.036323234671207044,0.07475634001625042,0.4858883495744343
21002,0.8,h_D,C7,h_D->C7,6,0.03012723662019002,0.11227650767894545,0.2683307242336971
21002,0.8,h_E,C6,h_E->C6,6,0.024391557584573495,0.07475634001625042,0.326280788745744
21002,0.8,h_I,C2,h_I->C2,6,0.03897325834991068,0.13848511013494547,0.2814256226655136
21002,0.8,h_I,C4,h_I->C4,6,0.04094579161254816,0.10370846721020809,0.39481628369995836
21002,0.8,h_I,C5,h_I->C5,5,0.09380584865771316,0.19884186889820418,0.4717610490035411
21002,0.8,h_T,C3,h_T->C3,5,0.030913965059395893,0.09350507788306563,0.3306126871283425
21002,0.8,h_T,C7,h_T->C7,6,0.046902178655047255,0.11227650767894545,0.41773813261761084
21002,0.9,h_D,C1,h_D->C1,6,0.07874147789087844,0.12993250205425694,0.6060183298663157
21002,0.9,h_D,C2,h_D->C2,6,0.058946167969631494,0.14528371288228417,0.4057314257723216
21002,0.9,h_D,C3,h_D->C3,5,0.04784284154535207,0.09904102230724365,0.4830608613514875
21002,0.9,h_D,C4,h_D->C4,6,0.04270779260082272,0.10527420654653039,0.40568144848985893
21002,0.9,h_D,C6,h_D->C6,6,0.03807027820658937,0.07873424328566733,0.48352885120108974
21002,0.9,h_D,C7,h_D->C7,6,0.031046555529311844,0.11745690244606052,0.26432295490939717
21002,0.9,h_E,C6,h_E->C6,6,0.02551973244127865,0.07873424328566733,0.32412494711307016
21002,0.9,h_I,C2,h_I->C2,6,0.04008442105900273,0.14528371288228417,0.27590443734876974
21002,0.9,h_I,C4,h_I->C4,6,0.043395883716913435,0.10527420654653039,0.4122176280409254
21002,0.9,h_I,C5,h_I->C5,5,0.09657998228021675,0.2049376155551429,0.47126527757301123
21002,0.9,h_T,C3,h_T->C3,5,0.032732214292311684,0.09904102230724365,0.33049148251357685
21002,0.9,h_T,C7,h_T->C7,6,0.048248137002453714,0.11745690244606052,0.4107731090916502
21002,1.0,h_D,C1,h_D->C1,6,0.08092710646803292,0.13568315823103194,0.5964417951536723
21002,1.0,h_D,C2,h_D->C2,6,0.06071633436721967,0.15306679822022212,0.396665606603128
21002,1.0,h_D,C3,h_D->C3,5,0.05038339683034755,0.10492044918982045,0.4802056912538993
21002,1.0,h_D,C4,h_D->C4,6,0.04504699826144376,0.1092150143311246,0.4124615881517455
21002,1.0,h_D,C6,h_D->C6,6,0.039854874779517574,0.083262702937037,0.47866419625095574
21002,1.0,h_D,C7,h_D->C7,6,0.03169306281609427,0.1235784459475576,0.2564610889287865
21002,1.0,h_E,C6,h_E->C6,6,0.02664933963541398,0.083262702937037,0.3200633500361628
21002,1.0,h_I,C2,h_I->C2,6,0.04131563745190985,0.15306679822022212,0.269919002239779
21002,1.0,h_I,C4,h_I->C4,6,0.045593882466715974,0.1092150143311246,0.417468996781562
21002,1.0,h_I,C5,h_I->C5,5,0.09908632569105175,0.21219795171301542,0.4669523192410118
21002,1.0,h_T,C3,h_T->C3,5,0.034710115039150224,0.10492044918982045,0.33082316466280465
21002,1.0,h_T,C7,h_T->C7,6,0.0494523207807666,0.1235784459475576,0.40016946645657187
21003,0.0,h_D,C1,h_D->C1,6,0.03888976865310149,0.09693691902648639,0.40118634925950475
21003,0.0,h_D,C2,h_D->C2,6,0.03657752911611439,0.12733511043431517,0.2872540730601979
21003,0.0,h_D,C3,h_D->C3,5,0.03364494777834748,0.09812004708685207,0.34289575654426024
21003,0.0,h_D,C4,h_D->C4,6,0.030871625824715976,0.13722794923916193,0.22496602183194986
21003,0.0,h_D,C6,h_D->C6,6,0.024356567600481452,0.05925050091199934,0.41107783436709666
21003,0.0,h_D,C7,h_D->C7,6,0.018388485984055382,0.10434402286510827,0.1762294138079288
21003,0.0,h_E,C6,h_E->C6,6,0.017430565827587396,0.05925050091199934,0.29418427792166046
21003,0.0,h_I,C2,h_I->C2,6,0.025584366772578533,0.12733511043431517,0.2009215422605308
21003,0.0,h_I,C4,h_I->C4,6,0.032356262472560314,0.13722794923916193,0.23578478474478828
21003,0.0,h_I,C5,h_I->C5,5,0.05771851103648562,0.11622485030733709,0.4966107582273679
21003,0.0,h_T,C3,h_T->C3,5,0.024050412749302256,0.09812004708685207,0.24511211992966786
21003,0.0,h_T,C7,h_T->C7,6,0.029647698890316633,0.10434402286510827,0.2841341370205732
21003,0.1,h_D,C1,h_D->C1,6,0.043958810253942604,0.09677875624325016,0.45421962380875597
21003,0.1,h_D,C2,h_D->C2,6,0.03821716007455933,0.12767906264284534,0.2993220601968568
21003,0.1,h_D,C3,h_D->C3,5,0.035413634693613014,0.09723669337472463,0.36420031846181755
