seed,eta,factor,criterion,pathway,active_alternatives,RE,base_IQR,SRE
21001,0.3,h_D,C2,h_D->C2,6,0.041268992154036115,0.11550445113392421,0.357293522011793
21001,0.3,h_D,C3,h_D->C3,5,0.038519704138353664,0.11008468399650864,0.349909748927702
21001,0.3,h_D,C4,h_D->C4,6,0.03735170465207244,0.10165747663668119,0.36742702934874294
21001,0.3,h_D,C6,h_D->C6,6,0.03219780124996832,0.06256597313087889,0.5146216008196755
21001,0.3,h_D,C7,h_D->C7,6,0.023263344187494414,0.07326344399529483,0.3175300384277719
21001,0.3,h_E,C6,h_E->C6,6,0.020709454025826426,0.06256597313087889,0.3310018687342122
21001,0.3,h_I,C2,h_I->C2,6,0.02555862164604984,0.11550445113392421,0.2212782398852668
21001,0.3,h_I,C4,h_I->C4,6,0.03581013376765398,0.10165747663668119,0.3522626662796812
21001,0.3,h_I,C5,h_I->C5,5,0.06954812842620263,0.15433851212565708,0.45062070035460966
21001,0.3,h_T,C3,h_T->C3,5,0.025209998901716435,0.11008468399650864,0.22900550727190142
21001,0.3,h_T,C7,h_T->C7,6,0.03498256343370808,0.07326344399529483,0.4774900212918909
21001,0.4,h_D,C1,h_D->C1,6,0.059321749416622355,0.09051383835067241,0.6553887283637251
21001,0.4,h_D,C2,h_D->C2,6,0.04310127740184893,0.11903389406883946,0.36209247574947506
21001,0.4,h_D,C3,h_D->C3,5,0.039691175021669994,0.10862838081154631,0.3653849456723722
21001,0.4,h_D,C4,h_D->C4,6,0.038190842822801815,0.1030000652921256,0.3707846467292554
21001,0.4,h_D,C6,h_D->C6,6,0.0329646364973724,0.06435168462406722,0.5122575529985663
21001,0.4,h_D,C7,h_D->C7,6,0.024252980742601973,0.07490198937633025,0.3237962161515346
21001,0.4,h_E,C6,h_E->C6,6,0.02122477575801241,0.06435168462406722,0.32982471059886787
21001,0.4,h_I,C2,h_I->C2,6,0.02670421701340352,0.11903389406883946,0.22434128717771465
21001,0.4,h_I,C4,h_I->C4,6,0.03644261836908486,0.1030000652921256,0.35381160453999344
21001,0.4,h_I,C5,h_I->C5,5,0.07260315511327176,0.1531856002071535,0.4739554828561971
21001,0.4,h_T,C3,h_T->C3,5,0.02621415748057075,0.10862838081154631,0.24131960068342545
21001,0.4,h_T,C7,h_T->C7,6,0.03635814159530862,0.07490198937633025,0.4854095585118428
21001,0.5,h_D,C1,h_D->C1,6,0.061791031792650615,0.0941961636040861,0.6559824670960827
21001,0.5,h_D,C2,h_D->C2,6,0.045185587590081164,0.12167015612321687,0.37137773986210537
21001,0.5,h_D,C3,h_D->C3,5,0.04099385914577895,0.1068831434666212,0.3835390484954953
21001,0.5,h_D,C4,h_D->C4,6,0.03897969365702038,0.10394157040110426,0.37501543902237644
21001,0.5,h_D,C6,h_D->C6,6,0.03380691893382569,0.06578623661222549,0.5138904529922484
21001,0.5,h_D,C7,h_D->C7,6,0.02517189722823849,0.07722162471310148,0.3259695366606529
21001,0.5,h_E,C6,h_E->C6,6,0.021748317551259923,0.06578623661222549,0.3305906929913619
21001,0.5,h_I,C2,h_I->C2,6,0.027846588190346598,0.12167015612321687,0.22886950323230573
21001,0.5,h_I,C4,h_I->C4,6,0.03725212812860146,0.10394157040110426,0.35839489421305976
21001,0.5,h_I,C5,h_I->C5,5,0.07558098627446827,0.15320668349916533,0.4933269525045669
21001,0.5,h_T,C3,h_T->C3,5,0.02725859947868759,0.1068831434666212,0.2550317907420567
21001,0.5,h_T,C7,h_T->C7,6,0.03761963059944559,0.07722162471310148,0.487164453463977
21001,0.6,h_D,C1,h_D->C1,6,0.06452894785597091,0.09783676850155604,0.6595572282652105
21001,0.6,h_D,C2,h_D->C2,6,0.04707467641303921,0.12453433389239818,0.37800560649672155
21001,0.6,h_D,C3,h_D->C3,5,0.042380923997281425,0.10575408049633345,0.4007497753086704
21001,0.6,h_D,C4,h_D->C4,6,0.039798565097762,0.10510368103372347,0.37866004982845086
21001,0.6,h_D,C6,h_D->C6,6,0.034735562560120156,0.06660685490645016,0.5215013170699174
21001,0.6,h_D,C7,h_D->C7,6,0.026147154010701355,0.0793398366785597,0.32955895934479074
21001,0.6,h_E,C6,h_E->C6,6,0.022229449890121593,0.06660685490645016,0.33374117305207224
21001,0.6,h_I,C2,h_I->C2,6,0.02897563438349527,0.12453433389239818,0.23267185423979955
21001,0.6,h_I,C4,h_I->C4,6,0.03798153619514731,0.10510368103372347,0.3613720834629875
21001,0.6,h_I,C5,h_I->C5,5,0.07851308907485896,0.15370316372199716,0.5108098439428009
21001,0.6,h_T,C3,h_T->C3,5,0.02814690969095176,0.10575408049633345,0.2661543607450823
21001,0.6,h_T,C7,h_T->C7,6,0.03901668680995464,0.0793398366785597,0.49176666404717334
21001,0.7,h_D,C1,h_D->C1,6,0.06727058740169123,0.10146767896772793,0.6629755217168596
21001,0.7,h_D,C2,h_D->C2,6,0.04909959833846399,0.1264328865516797,0.388345150357744
21001,0.7,h_D,C3,h_D->C3,5,0.04374838325588053,0.10464022402164175,0.4180838072977976
21001,0.7,h_D,C4,h_D->C4,6,0.04050252850783672,0.1067932389163793,0.3792611678270339
21001,0.7,h_D,C6,h_D->C6,6,0.03560411707913323,0.06802273476419171,0.5234149612190013
21001,0.7,h_D,C7,h_D->C7,6,0.027099717517350776,0.08197123711425966,0.3306003236140732
21001,0.7,h_E,C6,h_E->C6,6,0.02277465687569922,0.06802273476419171,0.33480948618598266
21001,0.7,h_I,C2,h_I->C2,6,0.030201437774942212,0.1264328865516797,0.23887327576246106
21001,0.7,h_I,C4,h_I->C4,6,0.038702441777352076,0.1067932389163793,0.3624053560852692
21001,0.7,h_I,C5,h_I->C5,5,0.08145231869007821,0.15388367093280633,0.5293109931404953
21001,0.7,h_T,C3,h_T->C3,5,0.0291183926550962,0.10464022402164175,0.27827150531324973
21001,0.7,h_T,C7,h_T->C7,6,0.040317501293156234,0.08197123711425966,0.49184936951074487
21001,0.8,h_D,C1,h_D->C1,6,0.06996381494796802,0.10540781496825545,0.6637440968525392
21001,0.8,h_D,C2,h_D->C2,6,0.05098682981731817,0.12886267097625093,0.3956679574515357
21001,0.8,h_D,C3,h_D->C3,5,0.044773324475694695,0.10376528800379818,0.4314865340481139
21001,0.8,h_D,C4,h_D->C4,6,0.04131755663984339,0.1079172633550555,0.38286327279744686
21001,0.8,h_D,C6,h_D->C6,6,0.03625502487530499,0.0694224235827714,0.52223796006713
21001,0.8,h_D,C7,h_D->C7,6,0.027968850792596048,0.08448139273127644,0.3310652190740984
21001,0.8,h_E,C6,h_E->C6,6,0.02328875458845117,0.0694224235827714,0.33546444198031844
21001,0.8,h_I,C2,h_I->C2,6,0.03134213468486293,0.12886267097625093,0.24322120942531128
21001,0.8,h_I,C4,h_I->C4,6,0.03939261277637597,0.1079172633550555,0.3650260537686768
21001,0.8,h_I,C5,h_I->C5,5,0.08418239151923818,0.1536811875522107,0.5477729113076433
21001,0.8,h_T,C3,h_T->C3,5,0.029945617037416876,0.10376528800379818,0.28858992841644854
21001,0.8,h_T,C7,h_T->C7,6,0.0416717244034938,0.08448139273127644,0.4932651209426967
21001,0.9,h_D,C1,h_D->C1,6,0.07251268393276128,0.10922040249055268,0.663911524574079
21001,0.9,h_D,C2,h_D->C2,6,0.052995923608695726,0.13175174184425414,0.4022407815369972
21001,0.9,h_D,C3,h_D->C3,5,0.046025096625688364,0.10324778719572965,0.44577320129865405
21001,0.9,h_D,C4,h_D->C4,6,0.04206863725137132,0.1087370093698899,0.3868842585865117
21001,0.9,h_D,C6,h_D->C6,6,0.03700912172248605,0.0707488765287491,0.5231054334399802
21001,0.9,h_D,C7,h_D->C7,6,0.028798464799829032,0.08704237422284003,0.33085569019257544
21001,0.9,h_E,C6,h_E->C6,6,0.02384135877301939,0.0707488765287491,0.3369856871577935
21001,0.9,h_I,C2,h_I->C2,6,0.032619555801562186,0.13175174184425414,0.24758348804127922
21001,0.9,h_I,C4,h_I->C4,6,0.040074413107823656,0.1087370093698899,0.36854437453888644
21001,0.9,h_I,C5,h_I->C5,5,0.08681777220626664,0.15370400674337747,0.5648374043407457
21001,0.9,h_T,C3,h_T->C3,5,0.030690837501546907,0.10324778719572965,0.29725419144400833
21001,0.9,h_T,C7,h_T->C7,6,0.04306801660480401,0.08704237422284003,0.49479367938711527
21001,1.0,h_D,C1,h_D->C1,6,0.07494703067091663,0.11322400533682545,0.6619358717022759
21001,1.0,h_D,C2,h_D->C2,6,0.054994194122508486,0.13444806812474752,0.40903670011140014
21001,1.0,h_D,C3,h_D->C3,5,0.04716951978457848,0.10351087030307918,0.4556962920513635
21001,1.0,h_D,C4,h_D->C4,6,0.042919521911080914,0.11020466346206235,0.38945286490046205
21001,1.0,h_D,C6,h_D->C6,6,0.03788106226305087,0.07184100651042177,0.5272902497131395
21001,1.0,h_D,C7,h_D->C7,6,0.02973059854582835,0.08961076239504083,0.3317748644346084
21001,1.0,h_E,C6,h_E->C6,6,0.024304556848506284,0.07184100651042177,0.3383103610142513
21001,1.0,h_I,C2,h_I->C2,6,0.03380536012295106,0.13444806812474752,0.25143805035066286
21001,1.0,h_I,C4,h_I->C4,6,0.0407249906702493,0.11020466346206235,0.3695396309966431
21001,1.0,h_I,C5,h_I->C5,5,0.08883249514182509,0.15441862412295332,0.5752706038263777
21001,1.0,h_T,C3,h_T->C3,5,0.031489249618506424,0.10351087030307918,0.30421200716409674
21001,1.0,h_T,C7,h_T->C7,6,0.044276388492564156,0.08961076239504083,0.49409677262739554
21002,0.0,h_D,C1,h_D->C1,6,0.05438099777725473,0.08524330415920538,0.6379503740851206
21002,0.0,h_D,C2,h_D->C2,6,0.04139537745074999,0.0913497034199943,0.45315283904070525
21002,0.0,h_D,C3,h_D->C3,5,0.020933694293097677,0.07652853962390922,0.2735410135316888
21002,0.0,h_D,C4,h_D->C4,6,0.019580067995233753,0.12063430160980734,0.16230929125285887
21002,0.0,h_D,C6,h_D->C6,6,0.020749016012194792,0.04549930283382854,0.4560293173615829
21002,0.0,h_D,C7,h_D->C7,6,0.022561622316918065,0.07800058085438377,0.2892494141645973
21002,0.0,h_E,C6,h_E->C6,6,0.014087701131781073,0.04549930283382854,0.30962454925786914
21002,0.0,h_I,C2,h_I->C2,6,0.028149299249114936,0.0913497034199943,0.308148775474246
21002,0.0,h_I,C4,h_I->C4,6,0.019536131328750685,0.12063430160980734,0.1619450775433551
21002,0.0,h_I,C5,h_I->C5,5,0.06863807327123164,0.1467063190559602,0.46786037378923134
21002,0.0,h_T,C3,h_T->C3,5,0.014180426780627892,0.07652853962390922,0.18529592816131973
21002,0.0,h_T,C7,h_T->C7,6,0.03466672239635993,0.07800058085438377,0.4444418492297311
21002,0.1,h_D,C1,h_D->C1,6,0.05677066388216348,0.0876406786398975,0.6477661373981131
21002,0.1,h_D,C2,h_D->C2,6,0.04299246822722655,0.09365016426972125,0.4590752035730032
21002,0.1,h_D,C3,h_D->C3,5,0.0235572461353865,0.07776965677269199,0.30291050665091107
21002,0.1,h_D,C4,h_D->C4,6,0.021564130167813562,0.12094033931356536,0.17830386693165579
21002,0.1,h_D,C6,h_D->C6,6,0.02223521148143977,0.0471311663770324,0.4717729941816906
21002,0.1,h_D,C7,h_D->C7,6,0.02349937177201468,0.07910506468877412,0.2970653252629529
21002,0.1,h_E,C6,h_E->C6,6,0.015136840115833394,0.0471311663770324,0.32116413148834355
21002,0.1,h_I,C2,h_I->C2,6,0.02920269860779312,0.09365016426972125,0.31182752144859865
21002,0.1,h_I,C4,h_I->C4,6,0.021536172775042287,0.12094033931356536,0.17807270011891385
21002,0.1,h_I,C5,h_I->C5,5,0.0713204046265506,0.14724468337449204,0.48436658622623946
21002,0.1,h_T,C3,h_T->C3,5,0.016030671809023407,0.07776965677269199,0.2061301601943842
21002,0.1,h_T,C7,h_T->C7,6,0.036115280472900885,0.07910506468877412,0.45654827051256414
21002,0.2,h_D,C1,h_D->C1,6,0.058864696639193775,0.09020647726924833,0.6525550982646384
21002,0.2,h_D,C2,h_D->C2,6,0.04464783031051964,0.0956966801743341,0.4665556864534539
21002,0.2,h_D,C3,h_D->C3,5,0.02600128353307796,0.0786641118779099,0.33053552518462975
21002,0.2,h_D,C4,h_D->C4,6,0.023479538709668367,0.1213554348074973,0.1934774387873095
21002,0.2,h_D,C6,h_D->C6,6,0.023844480703096846,0.04903498365879851,0.4862748781263655
21002,0.2,h_D,C7,h_D->C7,6,0.024315021309744132,0.08050907227158585,0.30201591725487614
21002,0.2,h_E,C6,h_E->C6,6,0.016180432333266544,0.04903498365879851,0.3299773167158639
21002,0.2,h_I,C2,h_I->C2,6,0.030245655259667895,0.0956966801743341,0.31605751844528185
21002,0.2,h_I,C4,h_I->C4,6,0.02341373464258386,0.1213554348074973,0.1929351963472544
21002,0.2,h_I,C5,h_I->C5,5,0.07368070131765758,0.14851541088614034,0.4961148535194703
21002,0.2,h_T,C3,h_T->C3,5,0.017824080160507842,0.0786641118779099,0.22658464876518275
21002,0.2,h_T,C7,h_T->C7,6,0.03741096364824356,0.08050907227158585,0.46468009867979027
21002,0.3,h_D,C1,h_D->C1,6,0.061006159928557194,0.0925735644831317,0.6590019544836089
21002,0.3,h_D,C2,h_D->C2,6,0.04604966048540838,0.0973565629112157,0.4730000639703187
21002,0.3,h_D,C3,h_D->C3,5,0.02831145550274399,0.07997086705891296,0.35402211509765774
21002,0.3,h_D,C4,h_D->C4,6,0.02531148363022529,0.12148430711475763,0.20835187878305114
21002,0.3,h_D,C6,h_D->C6,6,0.02536136274297688,0.051112076087120234,0.4961912073235373
21002,0.3,h_D,C7,h_D->C7,6,0.025288728050151924,0.08159789089895336,0.3099188933836325
21002,0.3,h_E,C6,h_E->C6,6,0.017156722555899766,0.051112076087120234,0.335668669109049
21002,0.3,h_I,C2,h_I->C2,6,0.03136784837771118,0.0973565629112157,0.3221955196384129
21002,0.3,h_I,C4,h_I->C4,6,0.025288523449872306,0.12148430711475763,0.20816288169447156
21002,0.3,h_I,C5,h_I->C5,5,0.07610661800574822,0.14935918325755584,0.5095543263248834
21002,0.3,h_T,C3,h_T->C3,5,0.01959784956802688,0.07997086705891296,0.2450623619391855
21002,0.3,h_T,C7,h_T->C7,6,0.03866138240457903,0.08159789089895336,0.4738036973526864
21002,0.4,h_D,C1,h_D->C1,6,0.06295992301217443,0.0955030879661667,0.6592448930428261
21002,0.4,h_D,C2,h_D->C2,6,0.047602248803356007,0.10047684013558418,0.4737633940184367
21002,0.4,h_D,C3,h_D->C3,5,0.030683630204966228,0.08184152375740535,0.37491518725315687
21002,0.4,h_D,C4,h_D->C4,6,0.027158642437230027,0.12182335771037338,0.22293460751241884
21002,0.4,h_D,C6,h_D->C6,6,0.026826892082600112,0.05313859106528374,0.5048476360454669
21002,0.4,h_D,C7,h_D->C7,6,0.025956371994661272,0.08281416175822456,0.3134291459729715
21002,0.4,h_E,C6,h_E->C6,6,0.018199948020935705,0.05313859106528374,0.34249963455435894
21002,0.4,h_I,C2,h_I->C2,6,0.03248819277495203,0.10047684013558418,0.3233401123163197
21002,0.4,h_I,C4,h_I->C4,6,0.027058381369970463,0.12182335771037338,0.2221116038689213
21002,0.4,h_I,C5,h_I->C5,5,0.07879892762546448,0.15055852265115743,0.5233773966254797
21002,0.4,h_T,C3,h_T->C3,5,0.021180662502048375,0.08184152375740535,0.2588009304979865
21002,0.4,h_T,C7,h_T->C7,6,0.040041682957906936,0.08281416175822456,0.4835125068865017
21002,0.5,h_D,C1,h_D->C1,6,0.06512906228085238,0.09855401731325475,0.6608463465591492
21002,0.5,h_D,C2,h_D->C2,6,0.04930568441841733,0.10260743480526169,0.4805274053631094
21002,0.5,h_D,C3,h_D->C3,5,0.03295854470719243,0.08375693266868965,0.3935022887856974
21002,0.5,h_D,C4,h_D->C4,6,0.028970891927953855,0.12273259563332826,0.23604888153975215
21002,0.5,h_D,C6,h_D->C6,6,0.028385737346409284,0.05555328816178583,0.5109641262499452
21002,0.5,h_D,C7,h_D->C7,6,0.026813299662695238,0.08470625223105921,0.31654451656340743
21002,0.5,h_E,C6,h_E->C6,6,0.01919986503004885,0.05555328816178583,0.3456116760143552
21002,0.5,h_I,C2,h_I->C2,6,0.03355893520857243,0.10260743480526169,0.3270614383054869
21002,0.5,h_I,C4,h_I->C4,6,0.028745279727612556,0.12273259563332826,0.23421063963526662
21002,0.5,h_I,C5,h_I->C5,5,0.08140636012728052,0.15097819125546996,0.5391928426867543
21002,0.5,h_T,C3,h_T->C3,5,0.022713376861613923,0.08375693266868965,0.27118205189280464
21002,0.5,h_T,C7,h_T->C7,6,0.04129193716656299,0.08470625223105921,0.48747212960668584
21002,0.6,h_D,C1,h_D->C1,6,0.06745039188929064,0.1012069498625254,0.6664600798684824
21002,0.6,h_D,C2,h_D->C2,6,0.050734009005200094,0.10542094972645501,0.48125167849808625
21002,0.6,h_D,C3,h_D->C3,5,0.03528427930073267,0.08619229711956632,0.40936696757689145
21002,0.6,h_D,C4,h_D->C4,6,0.030783746469278953,0.12302648549004618,0.2502204817638181
21002,0.6,h_D,C6,h_D->C6,6,0.029870517119347406,0.05806269387439504,0.5144528289274828
21002,0.6,h_D,C7,h_D->C7,6,0.027536204738882117,0.08617761697988695,0.31952850059649807
21002,0.6,h_E,C6,h_E->C6,6,0.020150237816915266,0.05806269387439504,0.3470427648458495
21002,0.6,h_I,C2,h_I->C2,6,0.03455734108856221,0.10542094972645501,0.32780335576470687
21002,0.6,h_I,C4,h_I->C4,6,0.03050006030400787,0.12302648549004618,0.24791458670277672
21002,0.6,h_I,C5,h_I->C5,5,0.08403333025297352,0.15215331288744877,0.5522937927390551
21002,0.6,h_T,C3,h_T->C3,5,0.024243502275622573,0.08619229711956632,0.28127226081131834
21002,0.6,h_T,C7,h_T->C7,6,0.04248036819586734,0.08617761697988695,0.49293969459945636
21002,0.7,h_D,C1,h_D->C1,6,0.06943585714232735,0.10460176477415294,0.6638115264267617
21002,0.7,h_D,C2,h_D->C2,6,0.05218150720947641,0.10830372133444129,0.4818071490623891
21002,0.7,h_D,C3,h_D->C3,5,0.03745168120622558,0.08926792761888262,0.4195424068283621
21002,0.7,h_D,C4,h_D->C4,6,0.032309297093346956,0.12378575136834621,0.26100982331111733
21002,0.7,h_D,C6,h_D->C6,6,0.03124361862359719,0.06036995266585272,0.5175359138678288
21002,0.7,h_D,C7,h_D->C7,6,0.02828802351240873,0.08785386655036015,0.321989510795991
21002,0.7,h_E,C6,h_E->C6,6,0.021085289499606908,0.06036995266585272,0.34926794817886603
21002,0.7,h_I,C2,h_I->C2,6,0.03564058494328245,0.10830372133444129,0.32907996607887036
21002,0.7,h_I,C4,h_I->C4,6,0.032208317372533435,0.12378575136834621,0.2601940612407945
21002,0.7,h_I,C5,h_I->C5,5,0.08689537787526973,0.15317823649807516,0.5672827933085284
21002,0.7,h_T,C3,h_T->C3,5,0.02563232044643672,0.08926792761888262,0.2871391901869092
21002,0.7,h_T,C7,h_T->C7,6,0.043698947426486695,0.08785386655036015,0.49740494234183646
21002,0.8,h_D,C1,h_D->C1,6,0.07154029934648035,0.10709954544322699,0.6679794862783575
21002,0.8,h_D,C2,h_D->C2,6,0.05349319455048252,0.11050899668424982,0.48406189681407646
21002,0.8,h_D,C3,h_D->C3,5,0.039848906875991554,0.09210923788693581,0.4326266049934481
21002,0.8,h_D,C4,h_D->C4,6,0.03404411837415772,0.1239898390809084,0.274571840936643
21002,0.8,h_D,C6,h_D->C6,6,0.03258513659761481,0.06271259613615918,0.5195947641259759
21002,0.8,h_D,C7,h_D->C7,6,0.02897696181130134,0.08992550629897993,0.32223295707268995
21002,0.8,h_E,C6,h_E->C6,6,0.02204216681082034,0.06271259613615918,0.35147909939195876
21002,0.8,h_I,C2,h_I->C2,6,0.03662360097989015,0.11050899668424982,0.33140832039404877
21002,0.8,h_I,C4,h_I->C4,6,0.03394992154893765,0.1239898390809084,0.2738121268671874
21002,0.8,h_I,C5,h_I->C5,5,0.08903609018455495,0.1543797248438014,0.5767343495012918
21002,0.8,h_T,C3,h_T->C3,5,0.027219052426791325,0.09210923788693581,0.2955083882021392
21002,0.8,h_T,C7,h_T->C7,6,0.044884856273062754,0.08992550629897993,0.49913376215345
21002,0.9,h_D,C1,h_D->C1,6,0.07323952954241242,0.11030169080181829,0.6639928092610987
21002,0.9,h_D,C2,h_D->C2,6,0.055148826332909046,0.11360201463595507,0.4854564112190398
21002,0.9,h_D,C3,h_D->C3,5,0.042063640754406106,0.0959139003605107,0.43855625301299733
21002,0.9,h_D,C4,h_D->C4,6,0.035654628512799075,0.12347427966103855,0.288761583468147
21002,0.9,h_D,C6,h_D->C6,6,0.034162932916370355,0.06521745842170057,0.5238310989512447
21002,0.9,h_D,C7,h_D->C7,6,0.029679179772953895,0.09171288381822282,0.3236097104029042
21002,0.9,h_E,C6,h_E->C6,6,0.02296223348715725,0.06521745842170057,0.3520872177865286
21002,0.9,h_I,C2,h_I->C2,6,0.037616301932634974,0.11360201463595507,0.3311235461170975
21002,0.9,h_I,C4,h_I->C4,6,0.03557457783702822,0.12347427966103855,0.2881132648386319
21002,0.9,h_I,C5,h_I->C5,5,0.09147002004974761,0.15500885065376532,0.5900954665709316
21002,0.9,h_T,C3,h_T->C3,5,0.02869798682219584,0.0959139003605107,0.29920571172718213
21002,0.9,h_T,C7,h_T->C7,6,0.045836051837391784,0.09171288381822282,0.4997776749419436
21002,1.0,h_D,C1,h_D->C1,6,0.0751036830137681,0.11318075020471635,0.6635729386601547
21002,1.0,h_D,C2,h_D->C2,6,0.056695713173738255,0.11647144906148327,0.4867777779885162
21002,1.0,h_D,C3,h_D->C3,5,0.04411357963836829,0.09930830513269305,0.4442083628250499
21002,1.0,h_D,C4,h_D->C4,6,0.03720258829846824,0.12424835713618529,0.2994211686629551
21002,1.0,h_D,C6,h_D->C6,6,0.03533313532211679,0.06755301683555118,0.5230430405144978
21002,1.0,h_D,C7,h_D->C7,6,0.030443087502752597,0.09345213330256077,0.3257612900485026
21002,1.0,h_E,C6,h_E->C6,6,0.023864041445352174,0.06755301683555118,0.3532638890590592
21002,1.0,h_I,C2,h_I->C2,6,0.03867919003409682,0.11647144906148327,0.3320916013790354
21002,1.0,h_I,C4,h_I->C4,6,0.0374002450281606,0.12424835713618529,0.30101198832646275
21002,1.0,h_I,C5,h_I->C5,5,0.0939841065690436,0.15641169770217253,0.6008764558479522
21002,1.0,h_T,C3,h_T->C3,5,0.03021723113253222,0.09930830513269305,0.30427697957237815
21002,1.0,h_T,C7,h_T->C7,6,0.046997549198498904,0.09345213330256077,0.5029050438670742
21003,0.0,h_D,C1,h_D->C1,6,0.03888976865310149,0.09693691902648639,0.40118634925950475
21003,0.0,h_D,C2,h_D->C2,6,0.03657752911611439,0.12733511043431517,0.2872540730601979
21003,0.0,h_D,C3,h_D->C3,5,0.03364494777834748,0.09812004708685207,0.34289575654426024
21003,0.0,h_D,C4,h_D->C4,6,0.030871625824715976,0.13722794923916193,0.22496602183194986
21003,0.0,h_D,C6,h_D->C6,6,0.024356567600481452,0.05925050091199934,0.41107783436709666
21003,0.0,h_D,C7,h_D->C7,6,0.018388485984055382,0.10434402286510827,0.1762294138079288
21003,0.0,h_E,C6,h_E->C6,6,0.017430565827587396,0.05925050091199934,0.29418427792166046
21003,0.0,h_I,C2,h_I->C2,6,0.025584366772578533,0.12733511043431517,0.2009215422605308
21003,0.0,h_I,C4,h_I->C4,6,0.032356262472560314,0.13722794923916193,0.23578478474478828
21003,0.0,h_I,C5,h_I->C5,5,0.05771851103648562,0.11622485030733709,0.4966107582273679
21003,0.0,h_T,C3,h_T->C3,5,0.024050412749302256,0.09812004708685207,0.24511211992966786
21003,0.0,h_T,C7,h_T->C7,6,0.029647698890316633,0.10434402286510827,0.2841341370205732
21003,0.1,h_D,C1,h_D->C1,6,0.04356298007384794,0.09653425115562811,0.4512696742544408
21003,0.1,h_D,C2,h_D->C2,6,0.037766484593052235,0.12673280244801935,0.29800086373253293
