seed,eta,modal_alternative,modal_count,modal_share,nonoptimal_contexts,regret_mean,regret_median,regret_p95,conditional_regret_mean,conditional_regret_median,conditional_regret_p95
21003,0.7,A2,733,0.733,267,0.03889229429972804,0.0,0.2459173077708745,0.14566402359448707,0.12736709815606054,0.3413495777637864
21003,0.8,A2,723,0.723,277,0.03874845499683045,0.0,0.23703997398206408,0.1398861191221316,0.11700596736167297,0.3304931919702083
21003,0.9,A2,711,0.711,289,0.038765659290816774,0.0,0.23061884224375903,0.13413722937998881,0.1120492046064248,0.32170269562451304
21003,1.0,A2,704,0.704,296,0.038942805942878626,0.0,0.22797223970690508,0.1315635335908062,0.10762166198375799,0.3140202545643112
21004,0.0,A2,771,0.771,229,0.024730159529102017,0.0,0.17201214728401676,0.10799196300917911,0.0821650560532659,0.2838736040309588
21004,0.1,A2,748,0.748,252,0.027943202866023448,0.0,0.18330421040604994,0.11088572565882324,0.08711871533101506,0.2925722343935595
21004,0.2,A2,715,0.715,285,0.03162019595457172,0.0,0.19463215269227266,0.1109480559809534,0.08755681438511383,0.30058302870412995
21004,0.3,A2,684,0.684,316,0.03590897237226599,0.0,0.2038793020551834,0.11363598851982909,0.09174374374738395,0.3036609786812592
21004,0.4,A2,650,0.65,350,0.04087943859919433,0.0,0.2152910358857007,0.11679839599769809,0.09759614774175226,0.3095270728820998
21004,0.5,A2,611,0.611,389,0.04656829975383809,0.0,0.23047413320668364,0.11971285283763006,0.09721332417917296,0.31995976707835805
21004,0.6,A2,573,0.573,427,0.05302293758549938,0.0,0.24430817291580886,0.12417549785831236,0.10143634401576261,0.3276127513234191
21004,0.7,A2,530,0.53,470,0.060312695135098085,0.0,0.2595367321927164,0.12832488326616612,0.10319008882349079,0.3388474053913549
21004,0.8,A2,488,0.488,512,0.06882970701130268,0.003348767951151132,0.27761879621129604,0.13443302150645056,0.11126987778926993,0.34575129562952256
21004,0.9,A2,455,0.455,545,0.0786641423991178,0.019514386735144246,0.2935744810529032,0.14433787596168407,0.12372433157884219,0.35338653547339355
21004,1.0,A2,420,0.42,580,0.08981091573648227,0.03709610428722754,0.3136943679918438,0.15484640644221084,0.13693931724136382,0.3670859864889492
21005,0.0,A2,875,0.875,125,0.010305227486409952,0.0,0.08205295143968132,0.08244181989127962,0.057073259668872695,0.23133901328645481
21005,0.1,A2,859,0.859,141,0.012183379653694308,0.0,0.10115711646233219,0.0864069478985412,0.06377731556690303,0.2331227755872801
21005,0.2,A2,831,0.831,169,0.014599220016566017,0.0,0.11377513092100892,0.08638591725778708,0.06468286659577079,0.21855086618218217
21005,0.3,A2,792,0.792,208,0.01765822231488218,0.0,0.12526787172414003,0.08489529959077971,0.06404247833714155,0.22305988681430253
21005,0.4,A2,753,0.753,247,0.021488565104183534,0.0,0.14194529538356587,0.08699823928819245,0.06762966634011273,0.2311977926620862
21005,0.5,A2,727,0.727,273,0.025950525142784692,0.0,0.15816124395846234,0.09505686865488898,0.07878895615170911,0.24059383752551153
21005,0.6,A2,696,0.696,304,0.03082560977306183,0.0,0.17413943408470292,0.1014000321482297,0.08395390654555399,0.24969714952611755
21005,0.7,A2,662,0.662,338,0.03622264960918524,0.0,0.19072166900928664,0.10716760239403918,0.09144305527646472,0.258894103555608
21005,0.8,A2,643,0.643,357,0.04192081554720191,0.0,0.20741157393472442,0.11742525363361878,0.1063976533655401,0.2675284990768523
21005,0.9,A2,618,0.618,382,0.04793945231960692,0.0,0.226453658937394,0.12549594848064638,0.11236425541695834,0.2727416067896491
21005,1.0,A2,587,0.587,413,0.054256274240351975,0.0,0.24608537531393732,0.13137112406864884,0.11401342602310521,0.28464782766801544
