eta,pathway,factor,criterion,median_SRE,T_sci_SRE,pass_sci_SRE
0.5,h_T->C7,h_T,C7,0.4664207058898262,0.37338001554965855,True
0.6,h_D->C1,h_D,C1,0.6485264452875813,0.5562447848993066,True
0.6,h_D->C2,h_D,C2,0.37800560649672155,0.334436750485118,True
0.6,h_D->C3,h_D,C3,0.40534951377188433,0.2848777950083017,True
0.6,h_D->C4,h_D,C4,0.3434838666752852,0.29284425142171366,True
0.6,h_D->C6,h_D,C6,0.5144528289274828,0.43161186520741024,True
0.6,h_D->C7,h_D,C7,0.31952850059649807,0.2525758990201667,True
0.6,h_E->C6,h_E,C6,0.3470427648458495,0.29686897119970923,True
0.6,h_I->C2,h_I,C2,0.25318457857305043,0.212043213358731,True
0.6,h_I->C4,h_I,C4,0.3400619713508836,0.29490518692082546,True
0.6,h_I->C5,h_I,C5,0.5497674834211707,0.4552711586651893,True
0.6,h_T->C3,h_T,C3,0.27945403157518767,0.18699477333676978,True
0.6,h_T->C7,h_T,C7,0.469086669425513,0.37338001554965855,True
0.7,h_D->C1,h_D,C1,0.6551766368165942,0.5562447848993066,True
0.7,h_D->C2,h_D,C2,0.38738103056980405,0.334436750485118,True
0.7,h_D->C3,h_D,C3,0.4195424068283621,0.2848777950083017,True
0.7,h_D->C4,h_D,C4,0.34389493109675034,0.29284425142171366,True
0.7,h_D->C6,h_D,C6,0.5175359138678288,0.43161186520741024,True
0.7,h_D->C7,h_D,C7,0.321989510795991,0.2525758990201667,True
0.7,h_E->C6,h_E,C6,0.34926794817886603,0.29686897119970923,True
0.7,h_I->C2,h_I,C2,0.26220253988041414,0.212043213358731,True
0.7,h_I->C4,h_I,C4,0.34214121055393965,0.29490518692082546,True
0.7,h_I->C5,h_I,C5,0.5603526160275895,0.4552711586651893,True
0.7,h_T->C3,h_T,C3,0.2871391901869092,0.18699477333676978,True
0.7,h_T->C7,h_T,C7,0.47206807109981547,0.37338001554965855,True
0.8,h_D->C1,h_D,C1,0.6607811947429929,0.5562447848993066,True
0.8,h_D->C2,h_D,C2,0.3956679574515357,0.334436750485118,True
0.8,h_D->C3,h_D,C3,0.4326266049934481,0.2848777950083017,True
0.8,h_D->C4,h_D,C4,0.3487807903934644,0.29284425142171366,True
0.8,h_D->C6,h_D,C6,0.5195947641259759,0.43161186520741024,True
0.8,h_D->C7,h_D,C7,0.3219293025875028,0.2525758990201667,True
0.8,h_E->C6,h_E,C6,0.35147909939195876,0.29686897119970923,True
0.8,h_I->C2,h_I,C2,0.26824470853124643,0.212043213358731,True
0.8,h_I->C4,h_I,C4,0.3451937341340344,0.29490518692082546,True
0.8,h_I->C5,h_I,C5,0.565117292605354,0.4552711586651893,True
0.8,h_T->C3,h_T,C3,0.29249224278600566,0.18699477333676978,True
0.8,h_T->C7,h_T,C7,0.4710041228547562,0.37338001554965855,True
0.9,h_D->C1,h_D,C1,0.663911524574079,0.5562447848993066,True
0.9,h_D->C2,h_D,C2,0.4022407815369972,0.334436750485118,True
0.9,h_D->C3,h_D,C3,0.44577320129865405,0.2848777950083017,True
0.9,h_D->C4,h_D,C4,0.3502797456953552,0.29284425142171366,True
0.9,h_D->C6,h_D,C6,0.5231054334399802,0.43161186520741024,True
0.9,h_D->C7,h_D,C7,0.3236097104029042,0.2525758990201667,True
0.9,h_E->C6,h_E,C6,0.3520872177865286,0.29686897119970923,True
0.9,h_I->C2,h_I,C2,0.27011086414194396,0.212043213358731,True
0.9,h_I->C4,h_I,C4,0.3477445826687118,0.29490518692082546,True
0.9,h_I->C5,h_I,C5,0.5718169624580822,0.4552711586651893,True
0.9,h_T->C3,h_T,C3,0.29882846719979306,0.18699477333676978,True
0.9,h_T->C7,h_T,C7,0.47493456252016164,0.37338001554965855,True
1.0,h_D->C1,h_D,C1,0.6619358717022759,0.5562447848993066,True
1.0,h_D->C2,h_D,C2,0.40903670011140014,0.334436750485118,True
1.0,h_D->C3,h_D,C3,0.45027877978198555,0.2848777950083017,True
1.0,h_D->C4,h_D,C4,0.3507628656380351,0.29284425142171366,True
1.0,h_D->C6,h_D,C6,0.5230430405144978,0.43161186520741024,True
1.0,h_D->C7,h_D,C7,0.3257612900485026,0.2525758990201667,True
1.0,h_E->C6,h_E,C6,0.3532638890590592,0.29686897119970923,True
1.0,h_I->C2,h_I,C2,0.27493557743464764,0.212043213358731,True
1.0,h_I->C4,h_I,C4,0.34815506698529775,0.29490518692082546,True
1.0,h_I->C5,h_I,C5,0.5790817040133242,0.4552711586651893,True
1.0,h_T->C3,h_T,C3,0.303460517213938,0.18699477333676978,True
1.0,h_T->C7,h_T,C7,0.47679314438626064,0.37338001554965855,True
