seed,eta,criterion,active_alternatives,NS,LRV50,LRV_max,NSV_vector,pass_num_NS,pass_num_LRV,pass_num_NSV
21001,0.0,C1,6,0.0,1.3219348676614905e-16,3.085940738286285e-16,1.8035576242002578e-09,False,False,False
21001,0.0,C2,6,0.0,1.035361099832293e-16,4.476828941703194e-16,1.7393470323397037e-11,False,False,False
21001,0.0,C3,5,0.0,1.5485313844939964e-16,6.671692182429852e-16,1.759403091494218e-11,False,False,False
21001,0.0,C4,6,0.0,1.2223802550979761e-16,4.3124698074984075e-16,1.4948587571336547e-11,False,False,False
21001,0.0,C5,5,0.0,1.43684412702999e-16,6.326128341884431e-16,3.85381395343247e-11,False,False,False
21001,0.0,C6,6,0.0,1.003264240958173e-16,1.747234979459573e-16,1.2106523789353133e-11,False,False,False
21001,0.0,C7,6,0.0,1.0866582569983546e-16,2.5445672320916056e-16,2.331080685833005e-11,False,False,False
21001,0.1,C1,6,6.369310564191544e-06,0.005316017646341618,0.01728609586041436,0.003766567438662241,True,True,True
21001,0.1,C2,6,7.082799206581392e-06,0.003748618264090361,0.010319466815531891,0.0034794042444851888,True,True,True
21001,0.1,C3,5,2.4923373050933506e-06,0.00116123147763958,0.016142934551866075,0.0020577889396082238,True,True,True
21001,0.1,C4,6,4.5049784602735343e-07,0.0015485349466588722,0.0031199055407476624,0.0008688460286674542,True,True,True
21001,0.1,C5,5,5.390887716116843e-06,0.0018182686259926649,0.03501065942765214,0.003431268772524093,True,True,True
21001,0.1,C6,6,1.9992400367430108e-06,0.002972513326227731,0.004996048556786574,0.0018486162125602571,True,True,True
21001,0.1,C7,6,4.4644769028323594e-06,0.0043350806482102,0.010875061506955589,0.0027638794334760414,True,True,True
21001,0.2,C1,6,2.3308434627944408e-05,0.009911179859518893,0.03177621488883042,0.007241460985813528,True,True,True
21001,0.2,C2,6,2.5865876563391232e-05,0.006797258577506081,0.01941062064529224,0.0066793892994040085,True,True,True
21001,0.2,C3,5,9.655025905552783e-06,0.0023042621340401592,0.028785339652108867,0.004056078175402101,True,True,True
21001,0.2,C4,6,1.749483775292937e-06,0.0030137400733360156,0.00612099260704982,0.0017138763348895822,True,True,True
21001,0.2,C5,5,2.0735826871898233e-05,0.003586628873560429,0.0592563610415936,0.00674373535735041,True,True,True
21001,0.2,C6,6,7.5146051687902116e-06,0.005697812093357825,0.009646855150210383,0.0035931288128044905,True,True,True
21001,0.2,C7,6,1.5898571040784404e-05,0.0075912625916455916,0.020159628008428784,0.005247233668400301,True,True,True
21001,0.3,C1,6,4.804236464583944e-05,0.0139127858432744,0.04410797372591904,0.010448157973573317,True,True,True
21001,0.3,C2,6,5.322489443504441e-05,0.009891904863244963,0.027483614670603014,0.009624471057639415,True,True,True
21001,0.3,C3,5,2.1023141794862532e-05,0.0034295144762589115,0.03896190524673537,0.005994328528630753,True,True,True
21001,0.3,C4,6,3.8226738666713445e-06,0.004401204857867135,0.00901005223221567,0.0025358897547040457,True,True,True
21001,0.3,C5,5,4.482007765471696e-05,0.0053071947830289614,0.07708136235157133,0.009937026188754606,True,True,True
21001,0.3,C6,6,1.5894593301202242e-05,0.00820581460043419,0.013987457928358645,0.005238998567334617,True,True,True
21001,0.3,C7,6,3.19866344793418e-05,0.010038271000004836,0.028182090848426232,0.00748588805396625,True,True,True
21001,0.4,C1,6,7.83497244402076e-05,0.01751874505665243,0.0547364677543229,0.013408598489078636,True,True,True
21001,0.4,C2,6,8.669185467591323e-05,0.012884750993542088,0.034702660254221196,0.012337394869606557,True,True,True
21001,0.4,C3,5,3.614393905138069e-05,0.004537397896772024,0.04733395269611377,0.007872256776248735,True,True,True
21001,0.4,C4,6,6.6014365455169255e-06,0.005716055651479206,0.011793358600005896,0.003335663232801596,True,True,True
21001,0.4,C5,5,7.647705532987104e-05,0.006981958354319203,0.09075500990749855,0.01301142234542127,True,True,True
21001,0.4,C6,6,2.657614234202743e-05,0.010521758055917721,0.018048255579796373,0.006791555271324566,True,True,True
21001,0.4,C7,6,5.1059889952242976e-05,0.011869251645983967,0.03518554607506085,0.00951042464886512,True,True,True
21001,0.5,C1,6,0.0001124678903066112,0.021213404615464605,0.06399586483444787,0.01614315228761658,True,True,True
21001,0.5,C2,6,0.0001243342568243433,0.015742761631000607,0.04119806105841878,0.014839102868119928,True,True,True
21001,0.5,C3,5,5.458052720352935e-05,0.005628309185734291,0.05434464399079923,0.009689816058578667,True,True,True
21001,0.5,C4,6,1.0022409014487366e-05,0.006963001775423288,0.014476718063497814,0.0041139511657139,True,True,True
21001,0.5,C5,5,0.00011460065869994818,0.008612798490240534,0.10158432314237112,0.015967782327668534,True,True,True
21001,0.5,C6,6,3.907535331759693e-05,0.012667086069003198,0.021855758341534363,0.008255967281180795,True,True,True
21001,0.5,C7,6,7.191964147512664e-05,0.014245118412818331,0.04135398378117811,0.011347012395320807,True,True,True
21001,0.6,C1,6,0.0001490107165734722,0.024684344496314084,0.07213743099433725,0.018670635327901808,True,True,True
21001,0.6,C2,6,0.00016465217414385336,0.018474957050941633,0.04707461949143337,0.0171487644643513,True,True,True
21001,0.6,C3,5,7.59148448499225e-05,0.006702633019064404,0.0603024306063615,0.011447176068391504,True,True,True
21001,0.6,C4,6,1.4027131113425462e-05,0.008146376244293024,0.01706551261171788,0.004871484981569619,True,True,True
21001,0.6,C5,5,0.0001581541690128807,0.010201489145758781,0.11037732177650793,0.018807467802849233,True,True,True
21001,0.6,C6,6,5.297865099440635e-05,0.014660140419384043,0.02543319639565126,0.009637219053653334,True,True,True
21001,0.6,C7,6,9.370924750251586e-05,0.016515742652269655,0.046829331358066884,0.01301810312595283,True,True,True
21001,0.7,C1,6,0.0001868985135593526,0.027951445318918102,0.0793539487959597,0.021008360016898948,True,True,True
21001,0.7,C2,6,0.00020649223238045078,0.021089561643551268,0.05241763978210184,0.019283848281299025,True,True,True
21001,0.7,C3,5,9.974997326711588e-05,0.007760742423694436,0.06542879708630686,0.01314470330524779,True,True,True
21001,0.7,C4,6,1.8561697580077308e-05,0.009270171834220948,0.019564738513112915,0.005608972922512595,True,True,True
21001,0.7,C5,5,0.0002061761262912576,0.011749706765873448,0.11766127601327238,0.021532273218729536,True,True,True
21001,0.7,C6,6,6.793451570985543e-05,0.01651670592482041,0.028801016530140076,0.010940095396070274,True,True,True
21001,0.7,C7,6,0.00011582122440234599,0.018638763284627897,0.051722890223989806,0.014543013425182817,True,True,True
21001,0.8,C1,6,0.00022529929908510216,0.031032283108088178,0.08579592515978991,0.02317220720525054,True,True,True
21001,0.8,C2,6,0.0002489767404756371,0.023594090679100243,0.05729729849403812,0.021260219498742253,True,True,True
21001,0.8,C3,5,0.0001257118425491699,0.0088029992212371,0.06988698493423713,0.014782941638939652,True,True,True
21001,0.8,C4,6,2.3576429224458906e-05,0.010338073105972805,0.021979040756359144,0.006327099999496868,True,True,True
21001,0.8,C5,5,0.0002577836084254326,0.013259037084902232,0.12379528112044139,0.024144359924466712,True,True,True
21001,0.8,C6,6,8.364586261833118e-05,0.01825044373044354,0.031977290475589185,0.012169171278604868,True,True,True
21001,0.8,C7,6,0.0001378296870684359,0.020628429696514898,0.056123215571839344,0.01593841045894588,True,True,True
21001,0.9,C1,6,0.00026358005606685886,0.033942456007942545,0.09158265751811151,0.025176711106781036,True,True,True
21001,0.9,C2,6,0.00029144595102381654,0.02599542586140945,0.06177188143352423,0.023092251055713962,True,True,True
21001,0.9,C3,5,0.00015345038856384718,0.00982975445124536,0.07380000799255591,0.016362593386668196,True,True,True
21001,0.9,C4,6,2.9025563160312018e-05,0.011353484902885737,0.024312743818463805,0.007026528092542083,True,True,True
21001,0.9,C5,5,0.000312173334627297,0.01473098135144885,0.12903254222424593,0.02664619521206195,True,True,True
21001,0.9,C6,6,9.986310153098366e-05,0.01987323891973255,0.03497805284831513,0.013328806202588223,True,True,True
21001,0.9,C7,6,0.00015944109866228295,0.02249718017438201,0.060101671567560036,0.01721871758044903,True,True,True
21001,1.0,C1,6,0.00030126665036611655,0.036695856617615805,0.09680997615560494,0.02703515075047705,True,True,True
21001,1.0,C2,6,0.00033341142976406335,0.02829988133804842,0.06589021791888504,0.024792940579864177,True,True,True
21001,1.0,C3,5,0.00018264022206726516,0.01084134877516547,0.07726235488301283,0.017884501071126286,True,True,True
21001,1.0,C4,6,3.4866961945101416e-05,0.012319557768297027,0.026569879214306296,0.007707896172640811,True,True,True
21001,1.0,C5,5,0.00036862099476642207,0.016166962035928708,0.13355682163521373,0.02904049649907461,True,True,True
21001,1.0,C6,6,0.00011637787928464594,0.021395481669956973,0.03781758256075331,0.014423142254256557,True,True,True
21001,1.0,C7,6,0.00018045828340651493,0.024255925290563377,0.06371642765051652,0.018396453203792094,True,True,True
21002,0.0,C1,6,0.0,9.913103068534419e-17,3.1490043025789916e-16,8.518583876979998e-11,False,False,False
21002,0.0,C2,6,0.0,9.106197872083432e-17,2.602993587919464e-16,1.992198801154663e-11,False,False,False
21002,0.0,C3,5,0.0,1.8487656651386738e-16,4.529927626029093e-16,9.70382514038824e-12,False,False,False
21002,0.0,C4,6,0.0,1.3285617318860324e-16,6.089044468994093e-16,1.9782739163021504e-11,False,False,False
21002,0.0,C5,5,0.0,9.092872616676642e-17,2.8413902102441497e-16,1.0599659710451319e-10,False,False,False
21002,0.0,C6,6,0.0,9.51332223498421e-17,2.595168583796511e-16,4.4536212416928e-11,False,False,False
21002,0.0,C7,6,0.0,1.1307118705850854e-16,2.3886571574932744e-16,7.603180767159052e-12,False,False,False
21002,0.1,C1,6,8.540601037498874e-06,0.007332422925541149,0.011187533361980924,0.0042863761711122265,True,True,True
21002,0.1,C2,6,1.7381162386032045e-06,0.002478598225754995,0.007470384688761459,0.0016977378860858012,True,True,True
21002,0.1,C3,5,1.3474911295996428e-05,0.006649923493288461,0.015539814801040283,0.00462733220087585,True,True,True
21002,0.1,C4,6,5.051224645113983e-06,0.004348708868788813,0.008766530559421898,0.0028957953007011364,True,True,True
21002,0.1,C5,5,1.6136493908858185e-06,0.004120651274489932,0.009398898213456651,0.0019348137089901943,True,True,True
21002,0.1,C6,6,4.800091332413103e-06,0.003444748507148342,0.009271493103521166,0.00285736954324375,True,True,True
21002,0.1,C7,6,2.67045834856372e-06,0.0038992293566986465,0.009645491603538734,0.0020683320663774578,True,True,True
21002,0.2,C1,6,3.1015490599695106e-05,0.013729916916981166,0.02115080151590344,0.008221340934829874,True,True,True
21002,0.2,C2,6,6.475717910237044e-06,0.004724538106831925,0.014282285525298137,0.003286766563351117,True,True,True
21002,0.2,C3,5,4.787451196741621e-05,0.011749436765841486,0.027779228571388204,0.008770610966421295,True,True,True
21002,0.2,C4,6,1.859457578556878e-05,0.007759743865927315,0.01625226146348347,0.005578782265959527,True,True,True
