seed,p,criterion,min_active_g,max_active_g,min_headroom,max_headroom,min_shape,max_shape,min_shape_derivative,min_total_derivative_margin_vs_theta,max_class_ceiling_excess,structural_zero_max_abs,lower_bound_ok,class_ceiling_ok,headroom_nonnegative_ok,shape_bounds_ok,monotonicity_ok,derivative_floor_ok,structural_zero_ok,profile_min,profile_max,profile_mean
23002,5,C3,0.00025203024745979087,0.3987705277732069,0.016255673934086667,0.1436773043623708,1.7940980158566404e-12,0.999999999999521,6.968902497010751e-10,2.0531715216876023e-11,-0.0005859626789555539,0.0,True,True,True,True,True,True,True,-1.0,1.0,0.0
23002,5,C4,0.0007514101173523722,0.39750540506919674,0.005475423129382817,0.14918636255067047,1.0159354873064228e-10,0.9999999999898929,7.992338979734581e-09,4.376143891704487e-11,-0.000849796217633092,0.0,True,True,True,True,True,True,True,-1.0,1.0,5.551115123125783e-17
23002,5,C5,0.00042022120586326646,0.39987907106429715,0.01853598813287871,0.1869405973659161,8.506425036980127e-15,1.0,4.176870029518418e-14,7.771561172376096e-16,-3.855263022051192e-05,0.0,True,True,True,True,True,True,True,-1.0,1.0,0.0
23002,5,C6,0.0011396810762218262,0.1988718404608782,0.015213884789155918,0.06461580406320402,1.2299293172942828e-11,0.9999999999816961,9.351346024022457e-09,1.4227030664670792e-10,-0.0011281595391218202,0.0,True,True,True,True,True,True,True,-1.0,1.0,5.551115123125783e-17
23002,5,C7,0.0007658672353986852,0.39808720480415327,0.031424083123303526,0.14569440347218593,1.935484952631366e-12,0.9999999999966579,2.1301090805049543e-09,6.693673393343147e-11,-0.0003723239775522136,0.0,True,True,True,True,True,True,True,-1.0,1.0,7.401486830834377e-17
23003,1,C1,0.0002785790682156918,0.3993745658194653,0.004999353936261497,0.127255590611535,0.0013928953410784484,0.998436414548663,1.0,0.004999353936261497,-0.00031271709026736705,0.0,True,True,True,True,True,True,True,-1.0,1.0,5.551115123125783e-17
23003,1,C2,0.0008832990459940238,0.39923579913980317,0.024095571920928593,0.11377121654387179,0.004416495229970119,0.9980894978495078,1.0,0.024095571920928593,-0.0003821004300984254,0.0,True,True,True,True,True,True,True,-1.0,1.0,3.700743415417188e-17
23003,1,C3,0.0006054712796612861,0.39809973221036465,0.04772022886686794,0.19513870858310575,0.0030273563983064244,0.9952493305259115,1.0,0.04772022886686794,-0.0009501338948176841,0.0,True,True,True,True,True,True,True,-1.0,1.0,0.0
23003,1,C4,0.0009828588466429906,0.3992011074698877,0.06749447267494091,0.15637291365291278,0.004914294233214953,0.998002768674719,1.0,0.06749447267494091,-0.0003994462650561692,0.0,True,True,True,True,True,True,True,-1.0,1.0,3.700743415417188e-17
23003,1,C5,0.00010134665642758417,0.3999490163406509,0.03382257843849845,0.15377289177835166,0.0005067332821379056,0.9998725408516271,1.0,0.03382257843849845,-2.549182967453989e-05,0.0,True,True,True,True,True,True,True,-1.0,1.0,0.0
23003,1,C6,0.0022359024033895246,0.19847557395157822,0.021486361925995345,0.1478550449997454,0.011179512016947623,0.9923778697578911,1.0,0.021486361925995345,-0.0015244260484217897,0.0,True,True,True,True,True,True,True,-1.0,1.0,3.700743415417188e-17
23003,1,C7,0.0006656769977928514,0.3975173319056692,0.008956776295597935,0.15428994745311045,0.003328384988964257,0.9937933297641728,1.0,0.008956776295597935,-0.0012413340471654488,0.0,True,True,True,True,True,True,True,-1.0,1.0,5.551115123125783e-17
23003,2,C1,0.00027718829276118947,0.3992789883087079,0.004999353936261497,0.127255590611535,1.940157431198128e-06,0.9999975552005363,0.002785790682156955,0.000261924458832663,-0.00011405321458557438,0.0,True,True,True,True,True,True,True,-1.0,1.0,5.551115123125783e-17
23003,2,C2,0.001044566840612696,0.3992791881171691,0.024095571920928593,0.11377121654387179,1.950543011634881e-05,0.999996349981533,0.0038210043009843098,0.00021283595690435586,-0.0002542329800880039,0.0,True,True,True,True,True,True,True,-1.0,1.0,3.700743415417188e-17
23003,2,C3,0.00048574271345986893,0.3983453391413262,0.04772022886686794,0.19513870858310575,9.164886762366894e-06,0.999977431139548,0.0060547127966128645,0.0005424992202876233,-0.0006801729019166591,0.0,True,True,True,True,True,True,True,-1.0,1.0,0.0
23003,2,C4,0.0007484881682363477,0.39933564031407026,0.06749447267494091,0.15637291365291278,2.4150287810609744e-05,0.9999960110670333,0.003994462650561914,0.00026960415021942685,-0.0002908379305711639,0.0,True,True,True,True,True,True,True,-1.0,1.0,3.700743415417188e-17
23003,2,C5,0.0001274586510321893,0.3999490163406509,0.03382257843849845,0.15377289177835166,2.5677861922627804e-07,0.9999999837541655,0.00025491829674573196,1.314261400675587e-05,-1.6520272585529572e-05,0.0,True,True,True,True,True,True,True,-1.0,1.0,0.0
23003,2,C6,0.0014009425932991794,0.1995939544462756,0.021486361925995345,0.1478550449997454,0.00012498148893707632,0.9999419031305723,0.015244260484218009,0.0004804140827043002,-0.0004060455537244212,0.0,True,True,True,True,True,True,True,-1.0,1.0,3.700743415417188e-17
23003,2,C7,0.0005193875722180135,0.39808834179605057,0.008956776295597935,0.15428994745311045,1.1078146634762597e-05,0.9999614772445837,0.006656769977928514,0.00029355591826144,-0.0008690588300348245,0.0,True,True,True,True,True,True,True,-1.0,1.0,5.551115123125783e-17
23003,3,C1,0.0002771863555565384,0.3991835602415559,0.004999353936261497,0.127255590611535,2.702436246874659e-09,0.9999999961773471,5.820472293594384e-06,5.472500376191292e-07,-0.00011374258663987558,0.0,True,True,True,True,True,True,True,-1.0,1.0,5.551115123125783e-17
23003,3,C2,0.0012051223967856847,0.39927927101190364,0.024095571920928593,0.11377121654387179,8.614563906737003e-08,0.9999999930266319,1.0950055401105444e-05,7.342759504591623e-07,-0.00025398868904977223,0.0,True,True,True,True,True,True,True,-1.0,1.0,3.700743415417188e-17
23003,3,C3,0.000485380252418919,0.39834650593867577,0.04772022886686794,0.19513870858310575,2.7745378579805338e-08,0.9999998927828035,2.7494660287100683e-05,3.865851728318548e-06,-0.0006788904064684853,0.0,True,True,True,True,True,True,True,-1.0,1.0,0.0
23003,3,C4,0.0007473364017630191,0.39933590900728094,0.06749447267494091,0.15637291365291278,1.1868162011816083e-07,0.9999999920331781,1.1966798900050584e-05,8.076927813793766e-07,-0.000290621014603365,0.0,True,True,True,True,True,True,True,-1.0,1.0,3.700743415417188e-17
23003,3,C5,0.00015355741382006783,0.3999490163406509,0.03382257843849845,0.15377289177835166,1.3011827250337742e-10,0.9999999999979293,4.87375035118088e-08,2.512719587954848e-09,-1.651912907851827e-05,0.0,True,True,True,True,True,True,True,-1.0,1.0,0.0
