seed,p,criterion,active_alternatives,NS,LRV50,LRV_max,NSV_vector,pass_num_NS,pass_num_LRV,pass_num_NSV
23005,2,C1,6,0.002647657636807743,0.08632507546590197,0.32748634247050995,0.07034349078113517,True,True,True
23005,2,C2,6,0.0020661006196248666,0.06097989267689646,0.18486696380328654,0.058753546602470626,True,True,True
23005,2,C3,5,0.002824246083253601,0.13478966437871928,0.2955414308565153,0.06494193418216117,True,True,True
23005,2,C4,6,0.00042617229363117737,0.03452041564482863,0.08904364598634357,0.026151596083285673,True,True,True
23005,2,C5,5,0.0006375451858400272,0.05642757000326724,0.08525433226066818,0.03514041128904607,True,True,True
23005,2,C6,6,0.004543286169509608,0.11638436274813471,0.2419414344338192,0.084396363320126,True,True,True
23005,2,C7,6,0.0015300549494562388,0.09306999807401439,0.24482300498301915,0.0502059872576588,True,True,True
23005,3,C1,6,0.005765386738269651,0.14728107951533465,0.4305289235024611,0.09859076778101745,True,True,True
23005,3,C2,6,0.003969759005721052,0.07211562583247612,0.22987339838352794,0.06845269853444316,True,True,True
23005,3,C3,5,0.005315105540998455,0.16928366841680303,0.3834040513871403,0.07886688945510116,True,True,True
23005,3,C4,6,0.0009954067722284243,0.04842144342580284,0.13683272372404387,0.040281933484024326,True,True,True
23005,3,C5,5,0.0016670974764934066,0.10448711878315267,0.14979265682893372,0.06188476124039374,True,True,True
23005,3,C6,6,0.010392103337706682,0.1349105724995152,0.33946797197555895,0.12099677208200456,True,True,True
23005,3,C7,6,0.0033211647093126517,0.13401626337114783,0.3237817082996513,0.07005552645269768,True,True,True
23005,4,C1,6,0.007996487377930794,0.1907170467202757,0.4795703536893752,0.11743655015488881,True,True,True
23005,4,C2,6,0.004845259730164142,0.09890014718791301,0.24278402414282918,0.07151010253552686,True,True,True
23005,4,C3,5,0.006455523080227565,0.20393264692391952,0.41194982655842727,0.08481024119060002,True,True,True
23005,4,C4,6,0.0014196819829207508,0.0642675117770432,0.16987576996671588,0.05150610990829368,True,True,True
23005,4,C5,5,0.002612850206558104,0.14421610730056844,0.20043295697181393,0.08195934352609428,True,True,True
23005,4,C6,6,0.01449779698806275,0.12997816251924169,0.39020011754371287,0.14306158008959322,True,True,True
23005,4,C7,6,0.004511454556084482,0.15304752246751022,0.3557854203682462,0.08463541952164334,True,True,True
23005,5,C1,6,0.009563602719292685,0.21261281129784515,0.5087805605074774,0.13095222211064655,True,True,True
23005,5,C2,6,0.0051234043177298405,0.09583446781539655,0.24625093776736864,0.07340939301311748,True,True,True
23005,5,C3,5,0.0068772421713753085,0.22153663083723432,0.42087760490705006,0.08828482546360689,True,True,True
23005,5,C4,6,0.0017133923522857364,0.07772668003741859,0.195439464137428,0.060993161412370274,True,True,True
23005,5,C5,5,0.0034081407513769646,0.17739770747851996,0.24137540775577251,0.09727634725340976,True,True,True
23005,5,C6,6,0.01718525953138539,0.14973077663897016,0.4217305015003181,0.15787910897772645,True,True,True
23005,5,C7,6,0.005256597054731693,0.1639588262124582,0.37141588793472063,0.09652883129972589,True,True,True
