ctx,policy,seed,n,time,co2,dist,p95,ins,bg_t,bg_co2,net_co2,stopped,dflt,wape,bias,demand,bg,restr,signal,mass,speed_ratio
D001,TECO05,8102,392,362.82142857142856,976.514741402902,3585.058392857143,425.45,0.125,238.77777777777777,583.9838383188488,608795.5240593321,73510,0.6712815715622077,0.1579937178425626,0.1001267395247392,720,200,None,Balanced,0.0013743567041559,1
D001,TECO05,8103,361,358.09972299168976,965.1757705362973,3590.824099722992,400,0.1412742382271468,237.04260651629076,579.2678937219974,579556.3427586802,69669,0.6590123958545011,0.1474995526531965,0.1038462788479785,720,200,None,Balanced,0.0013881113447412,1
D001,TECO10,8101,375,361,979.5014282864436,3521.6026666666667,426,0.0986666666666666,236.98677248677248,578.6863631529501,586056.4808792315,76449,0.5007164790174002,0.1439646867915362,0.0674765171237205,720,200,None,Balanced,0.0013488913184683,1
D001,TECO10,8102,392,354.7551020408163,966.1918992861029,3522.2215306122453,397.9,0.125,238.77777777777777,583.9838383188488,604748.9699495469,74220,0.5225137039937353,0.1136421284480469,0.0591352799869206,720,200,None,Balanced,0.0013621395070981,1
D001,TECO10,8103,361,352.224376731302,956.5820187012664,3526.9787257617736,393,0.1412742382271468,237.02756892230576,579.2319598187086,576439.6607188219,70616,0.5310710498409332,0.1105159979929592,0.0689755842167357,720,200,None,Balanced,0.0013812854949772,1
D001,TECO15,8101,375,351.192,951.3733206610382,3523.200533333333,396.6,0.0986666666666666,237.031746031746,578.8108605022281,575555.5005177315,73684,0.3503366659865333,0.097246226054615,0.0504456217478531,720,200,None,Balanced,0.0013583707999037,1
D001,TECO15,8102,392,352.7525510204082,956.9976592588944,3512.0932908163268,395.45,0.125,238.8682170542636,584.1728688893688,601217.9826896724,74050,0.4880187025131502,0.1160711908915883,0.0510741633421171,720,200,None,Balanced,0.0013823749444576,1
D001,TECO15,8103,361,350.584487534626,951.716745714918,3568.689529085873,390,0.1412742382271468,237.02756892230576,579.2319598187086,574683.2971707501,69198,0.33236333402619,0.0977515509107164,0.0435377957081948,720,200,None,Balanced,0.0013737931211869,1
D002,SP,8101,375,274.2746666666667,709.7937179168531,3203.72,299,0.0986666666666666,246.98677248677248,607.6499770611385,495864.3355479303,54441,0,0.0645459001489055,0.0114954221864662,720,200,None,Arterial,0.0016761287980159,1
D002,SP,8102,392,276.8673469387755,720.2960581426837,3203.7200000000007,301.45,0.125,249.01808785529715,613.1871982528231,519659.5005157745,55379,0,0.067413137222541,-0.0015222509752427,720,200,None,Arterial,0.0016815670961003,1
D002,SP,8103,361,273.6426592797784,708.4537871369897,3203.7200000000003,298,0.1412742382271468,247.02756892230576,607.6764235974201,498214.7101718239,53006,0,0.0718757320903836,-0.0005152495181328,720,200,None,Arterial,0.0016944688611323,1
D002,DTT,8101,375,286.504,743.7028120461907,3301.860453333333,371.6,0.0986666666666666,246.98677248677248,607.6499770611385,508580.245846432,55632,0.1812356979405034,0.1199728949186733,0.0673899916254981,720,200,None,Arterial,0.0016286869535795,1
D002,DTT,8102,392,281.38520408163265,733.567706600765,3261.33836734694,342.9,0.125,249.01808785529715,613.1871982528231,524861.9867113424,55402,0.0933572710951526,0.0990941169129265,0.0205576153753082,720,200,None,Arterial,0.0016508978017588,1
D002,DTT,8103,361,284.1745152354571,737.0915076303316,3268.906121883657,374,0.1412742382271468,247.02756892230576,607.6764235974201,508552.9272699204,54278,0.1322533849129593,0.1026671470341774,0.0328176583755343,720,200,None,Arterial,0.001659035756957,1
D002,ECO,8101,375,274.2746666666667,709.7937179168531,3203.72,299,0.0986666666666666,246.98677248677248,607.6499770611385,495864.3355479303,54441,0,0.0645459001489055,0.0114954221864662,720,200,None,Arterial,0.0016761287980159,1
D002,ECO,8102,392,276.8673469387755,720.2960581426837,3203.7200000000007,301.45,0.125,249.01808785529715,613.1871982528231,519659.5005157745,55379,0,0.067413137222541,-0.0015222509752427,720,200,None,Arterial,0.0016815670961003,1
D002,ECO,8103,361,273.6426592797784,708.4537871369897,3203.7200000000003,298,0.1412742382271468,247.02756892230576,607.6764235974201,498214.7101718239,53006,0,0.0718757320903836,-0.0005152495181328,720,200,None,Arterial,0.0016944688611323,1
D002,TECO05,8101,375,274.2746666666667,709.7937179168531,3203.72,299,0.0986666666666666,246.98677248677248,607.6499770611385,495864.3355479303,54441,0,0.0645459001489055,0.0114954221864662,720,200,None,Arterial,0.0016761287980159,1
D002,TECO05,8102,392,276.8673469387755,720.2960581426837,3203.7200000000007,301.45,0.125,249.01808785529715,613.1871982528231,519659.5005157745,55379,0,0.067413137222541,-0.0015222509752427,720,200,None,Arterial,0.0016815670961003,1
D002,TECO05,8103,361,273.6426592797784,708.4537871369897,3203.7200000000003,298,0.1412742382271468,247.02756892230576,607.6764235974201,498214.7101718239,53006,0,0.0718757320903836,-0.0005152495181328,720,200,None,Arterial,0.0016944688611323,1
D002,TECO10,8101,375,274.2746666666667,709.7937179168531,3203.72,299,0.0986666666666666,246.98677248677248,607.6499770611385,495864.3355479303,54441,0,0.0645459001489055,0.0114954221864662,720,200,None,Arterial,0.0016761287980159,1
D002,TECO10,8102,392,276.8673469387755,720.2960581426837,3203.7200000000007,301.45,0.125,249.01808785529715,613.1871982528231,519659.5005157745,55379,0,0.067413137222541,-0.0015222509752427,720,200,None,Arterial,0.0016815670961003,1
D002,TECO10,8103,361,273.6426592797784,708.4537871369897,3203.7200000000003,298,0.1412742382271468,247.02756892230576,607.6764235974201,498214.7101718239,53006,0,0.0718757320903836,-0.0005152495181328,720,200,None,Arterial,0.0016944688611323,1
D002,TECO15,8101,375,274.2746666666667,709.7937179168531,3203.72,299,0.0986666666666666,246.98677248677248,607.6499770611385,495864.3355479303,54441,0,0.0645459001489055,0.0114954221864662,720,200,None,Arterial,0.0016761287980159,1
D002,TECO15,8102,392,276.8673469387755,720.2960581426837,3203.7200000000007,301.45,0.125,249.01808785529715,613.1871982528231,519659.5005157745,55379,0,0.067413137222541,-0.0015222509752427,720,200,None,Arterial,0.0016815670961003,1
D002,TECO15,8103,361,273.6426592797784,708.4537871369897,3203.7200000000003,298,0.1412742382271468,247.02756892230576,607.6764235974201,498214.7101718239,53006,0,0.0718757320903836,-0.0005152495181328,720,200,None,Arterial,0.0016944688611323,1
D003,SP,8101,375,336.71733333333333,906.0946823370504,3203.72,356,0.0986666666666666,236.98677248677248,578.6863631529501,558528.951148209,78535,0,0.0466653661994221,0.0150335875234159,720,200,U,Balanced,0.00145154017704,0.35
D003,SP,8102,392,337.4872448979592,910.7497573812284,3203.7200000000007,357,0.125,238.77777777777777,583.9838383188488,583015.6503228361,78516,0,0.0429209820352331,0.0041563172575406,720,200,U,Balanced,0.0014535983643061,0.35
D003,SP,8103,361,336.7091412742382,906.86264443067,3203.7200000000003,356,0.1412742382271468,237.02756892230576,579.2319598187086,558490.9666071367,75179,0,0.0432906112738029,0.005316134053717,720,200,U,Balanced,0.0014707610363548,0.35
D003,DTT,8101,375,363.392,979.1406258181232,3584.9258666666674,421.3,0.0986666666666666,236.98677248677248,578.6863631529501,585921.1799536113,74607,0.6362384418650403,0.1635841625633886,0.1057981893679926,720,200,U,Balanced,0.001356628196548,0.35
D003,DTT,8102,392,370.5969387755102,992.2405429771482,3615.797908163266,442,0.125,238.77777777777777,583.9838383188488,614960.0382764366,74377,0.6946593001841621,0.1466387524691626,0.1085134874156561,720,200,U,Balanced,0.001370177752643,0.35
D003,DTT,8103,361,356.3268698060942,957.8055804091128,3590.4750415512467,398,0.1412742382271468,237.02756892230576,579.2319598187086,576881.3664953545,69141,0.6739218877135883,0.1611196691448148,0.1324866068573722,720,200,U,Balanced,0.0013988205483813,0.35
D003,ECO,8101,375,336.71733333333333,906.0946823370504,3203.72,356,0.0986666666666666,236.98677248677248,578.6863631529501,558528.951148209,78535,0,0.0466653661994221,0.0150335875234159,720,200,U,Balanced,0.00145154017704,0.35
D003,ECO,8102,392,337.4872448979592,910.7497573812284,3203.7200000000007,357,0.125,238.77777777777777,583.9838383188488,583015.6503228361,78516,0,0.0429209820352331,0.0041563172575406,720,200,U,Balanced,0.0014535983643061,0.35
D003,ECO,8103,361,336.7091412742382,906.86264443067,3203.7200000000003,356,0.1412742382271468,237.02756892230576,579.2319598187086,558490.9666071367,75179,0,0.0432906112738029,0.005316134053717,720,200,U,Balanced,0.0014707610363548,0.35
D003,TECO05,8101,375,358.368,969.5121076013525,3544.328346666667,416,0.0986666666666666,236.98677248677248,578.6863631529501,582310.4856223222,74777,0.5589660743134087,0.1669516994729956,0.1029252635965035,720,200,U,Balanced,0.0013502019526599,0.35
D003,TECO05,8102,392,356.5688775510204,966.3843577244436,3556.049515306123,400.45,0.125,238.78036175710596,583.9909913148641,604827.1818668342,73299,0.5818841964456335,0.1363876807209543,0.09039536270265,720,200,U,Balanced,0.0013645219055734,0.35
D003,TECO05,8103,361,355.46537396121886,960.3307759455706,3569.0189750692525,400,0.1412742382271468,237.02756892230576,579.2319598187086,577792.9620840157,69802,0.6167491749174917,0.1290734355140443,0.0972401147661261,720,200,U,Balanced,0.001388314644307,0.35
D003,TECO10,8101,375,361,979.5014282864436,3521.6026666666667,426,0.0986666666666666,236.98677248677248,578.6863631529501,586056.4808792315,76449,0.5007164790174002,0.1439646867915362,0.0674765171237205,720,200,U,Balanced,0.0013488913184683,0.35
D003,TECO10,8102,392,354.7551020408163,966.1918992861029,3522.2215306122453,397.9,0.125,238.77777777777777,583.9838383188488,604748.9699495469,74220,0.5225137039937353,0.1136421284480469,0.0591352799869206,720,200,U,Balanced,0.0013621395070981,0.35
D003,TECO10,8103,361,352.224376731302,956.5820187012664,3526.9787257617736,393,0.1412742382271468,237.02756892230576,579.2319598187086,576439.6607188219,70616,0.5310710498409332,0.1105159979929592,0.0689755842167357,720,200,U,Balanced,0.0013812854949772,0.35
D003,TECO15,8101,375,351.192,951.3733206610382,3523.200533333333,396.6,0.0986666666666666,237.031746031746,578.8108605022281,575555.5005177315,73684,0.3503366659865333,0.097246226054615,0.0504456217478531,720,200,U,Balanced,0.0013583707999037,0.35
