seed,rotation,criterion,rank_one_energy,lrv50,lrv_max,nsv_vector,nsv_sum,nsv_max,nsv_minmax
29001,0,C1,0.0009628219606580002,0.08602047350504144,0.26190846646157795,0.04454538861270903,0.02121865785418341,0.07697711872728691,0.09802079988702588
29001,0,C2,0.0006279885118852802,0.05823977320299205,0.1653472319886012,0.031706907843361644,0.014626252641720083,0.06259345733003001,0.08786324506398858
29001,0,C3,0.0006841659749996509,0.06755587427724848,0.1473732752521322,0.03438455725766485,0.018745929322282896,0.05632594123078244,0.05632594123078244
29001,0,C4,0.0007352160243819794,0.0658709747157467,0.20120443568519245,0.033734235987368126,0.0165540454308314,0.06118457175646126,0.0468855195423516
29001,0,C5,0.0006187462233644414,0.0863005938484441,0.22198188589359388,0.03668455706898668,0.01883873463704471,0.05907424679364143,0.05907424679364143
29001,0,C6,0.001905931120212978,0.08223834871103712,0.2811197934011702,0.055847440170034235,0.025295238252611797,0.12236915849704749,0.14009027403708774
29001,0,C7,0.0011813379020294557,0.09324535026680564,0.22682514718824898,0.043867397021473915,0.019581232029592114,0.08122380890449662,0.12136813820054437
29001,1,C1,0.0009049319550128443,0.07752295899777874,0.159202739726906,0.0442753126029352,0.021218657855209447,0.06987151822620868,0.08785560215980803
29001,1,C2,0.000580294402933057,0.06492037764796102,0.18726552991737905,0.031064117182742507,0.014626252642127718,0.06449805861680682,0.05372534696434081
29001,1,C3,0.000600571112970183,0.11099550796033957,0.2946134146184269,0.03176544569614349,0.016548099490321388,0.048120851935719515,0.048120851935719515
29001,1,C4,0.0008556487396662593,0.06000192309856071,0.15768998064465276,0.03706691411883992,0.016554045431252693,0.07169061553620135,0.10328518173873505
29001,1,C5,0.0008068017041176212,0.08920100765832774,0.20686616849336986,0.043439980753352626,0.021633385783629083,0.08656303464369802,0.08656303464369802
29001,1,C6,0.0019818022543492964,0.09570411684351919,0.20725924472103788,0.057978553209829184,0.025295238252972595,0.10478201157611015,0.15962071856144203
29001,1,C7,0.0011752465766863285,0.09580226605883567,0.21813753659322746,0.04358814879807876,0.01958123202952486,0.06995361418430818,0.10568611019627407
29001,2,C1,0.0009658892147333953,0.0810568054796837,0.2445415990872715,0.04496833452484482,0.02121865785452152,0.06786851571442827,0.08267580278547265
29001,2,C2,0.0006254720232233835,0.07729660289776635,0.5150122262917233,0.03161383887965056,0.014626252641698567,0.06454208038505531,0.08686862945104687
29001,2,C3,0.0006583515276615826,0.1036881063125398,0.24310218689954258,0.03227202390255079,0.016871162468675545,0.05153015522550839,0.05153015522550839
29001,2,C4,0.0008303819184984906,0.05608250739375049,0.15464331352078065,0.036966425585527575,0.016554045431502535,0.06669927871825578,0.09246128982008346
29001,2,C5,0.0008052598508352382,0.08387008998891884,0.32012072320767415,0.04252623313828069,0.021847648106248056,0.07957599489880729,0.07957599489880729
29001,2,C6,0.0019590379773192224,0.11075886250871983,0.297882974556912,0.0570474577968094,0.02529523825276896,0.1096711920223252,0.16280805046789723
29001,2,C7,0.0010222642443068475,0.06848767954053071,0.30470422054699703,0.03990708453671791,0.01958123202916702,0.06277892438054135,0.07282170879477026
29001,3,C1,0.0009657040945131312,0.10514700485171366,0.20625021757382614,0.04497268660196122,0.021218657854529633,0.06686858849512584,0.09476261974425863
29001,3,C2,0.0005504265599860503,0.12728706150578717,0.20938416883282443,0.029313744753953264,0.014626252641416369,0.056177291967236434,0.059636437199075486
29001,3,C3,0.0007099133668974078,0.0810413943775584,0.4320368755134665,0.03297081438888275,0.018342232851377233,0.05060747422316849,0.05060747422316849
29001,3,C4,0.0008420777851799732,0.05569365245053945,0.24381173345377513,0.036579403203642745,0.016554045431138587,0.0634156573173235,0.09791821586792519
29001,3,C5,0.0007225589817680955,0.08395583054293108,0.17198736302105394,0.040516545379729985,0.021153075432013,0.06200076740709667,0.06200076740709667
29001,3,C6,0.001679232969073352,0.10901205128955696,0.42910950940372733,0.05160025127559547,0.02529523825225006,0.10513443740015377,0.07186997870250847
29001,3,C7,0.0011511962172129353,0.07688822770452254,0.19287178409806266,0.04289741188086835,0.019581232029421435,0.0680942731690125,0.07758752615554186
29001,4,C1,0.0009333418677953675,0.1492644300580036,0.3569857042061812,0.043473569945148234,0.021218657853787102,0.06613309685991588,0.08420529221396328
29001,4,C2,0.0006228887421472207,0.052590206061445044,0.1139536901493935,0.031522994851055225,0.014626252641679783,0.050370999440313174,0.05641858964258436
29001,4,C3,0.0008040166261642501,0.12120082959693201,0.19604994361182027,0.035036601935353746,0.020794115795768342,0.04982818134079289,0.04982818134079289
29001,4,C4,0.0008520602050993142,0.06748085777579985,0.16342389497913165,0.03691123971914863,0.01655404543120741,0.059619274475484506,0.08102708630053618
29001,4,C5,0.00047340878233093076,0.050990002253642364,0.10993968423828505,0.03365366516934044,0.016759569334211067,0.05484839912536079,0.05484839912536079
