candidate_id,criterion,median_LRV50,T_sci_LRV,pass_sci_LRV,median_NSV_vector,T_sci_NSV_vector,pass_sci_NSV,all_seed_num_NS,all_seed_num_LRV,all_seed_num_NSV
d29_kernel,C1,0.07447548664553232,0.0823367060180439,False,0.043204341843856665,0.04150944500477258,True,True,True,True
d29_kernel,C2,0.05656314823501867,0.05135703082499147,True,0.03137982994892075,0.030180789560001246,True,True,True,True
d29_kernel,C3,0.07634459210900621,0.06320131683925327,True,0.03864886146908236,0.032871176397166704,True,True,True,True
d29_kernel,C4,0.0636152156437458,0.0584394716346404,True,0.032578032994878055,0.033274732045588784,False,True,True,True
d29_kernel,C5,0.08349662273080957,0.06114512257795974,True,0.039824854361574964,0.03893229936662514,True,True,True,True
d29_kernel,C6,0.07140651092997516,0.10669498984969662,False,0.05478005627253358,0.06203584559273667,False,True,True,True
d29_kernel,C7,0.060410911578828906,0.06752862595487336,False,0.040790677473507286,0.0421069255807601,False,True,True,True
