seed,kappa,factor,criterion,pathway,active_alternatives,RE,base_IQR,SRE
21001,0.3,h_D,C2,h_D->C2,6,0.034936193156660744,0.11048627475491751,0.3162039197523908
21001,0.3,h_D,C3,h_D->C3,5,0.03371624511981442,0.12001177963317225,0.28094113113388103
21001,0.3,h_D,C4,h_D->C4,6,0.035255931565708824,0.08765060688374136,0.4022326007630455
21001,0.3,h_D,C6,h_D->C6,6,0.02922017303896378,0.0640697614065248,0.45606807949704575
21001,0.3,h_D,C7,h_D->C7,6,0.020235371429087004,0.07233323209391337,0.2797520702867914
21001,0.3,h_E,C6,h_E->C6,6,0.01875749441498898,0.0640697614065248,0.29276672806192106
21001,0.3,h_I,C2,h_I->C2,6,0.021660370657797124,0.11048627475491751,0.19604580483547365
21001,0.3,h_I,C4,h_I->C4,6,0.033366587517704,0.08765060688374136,0.38067719897912783
21001,0.3,h_I,C5,h_I->C5,5,0.06074608515057253,0.16545359110398777,0.36714878622384445
21001,0.3,h_T,C3,h_T->C3,5,0.022084545190381416,0.12001177963317225,0.1840198125359108
21001,0.3,h_T,C7,h_T->C7,6,0.03036609944808365,0.07233323209391337,0.41980841403904384
21001,0.4,h_D,C1,h_D->C1,6,0.04788021174210175,0.09314622694496291,0.514032755936304
21001,0.4,h_D,C2,h_D->C2,6,0.03474695794436089,0.11175459090613876,0.31092197342687683
21001,0.4,h_D,C3,h_D->C3,5,0.03381914152455736,0.12165534401301574,0.2779914174642513
21001,0.4,h_D,C4,h_D->C4,6,0.03509693011705636,0.08510881744262971,0.4123771328429299
21001,0.4,h_D,C6,h_D->C6,6,0.029229139741818698,0.06596645069361831,0.4430909869189502
21001,0.4,h_D,C7,h_D->C7,6,0.02006602394374737,0.07377188481128014,0.2720009661513645
21001,0.4,h_E,C6,h_E->C6,6,0.018570771696963004,0.06596645069361831,0.2815184309814329
21001,0.4,h_I,C2,h_I->C2,6,0.02155086254758899,0.11175459090613876,0.19284095957629552
21001,0.4,h_I,C4,h_I->C4,6,0.03318987147659096,0.08510881744262971,0.3899698347773856
21001,0.4,h_I,C5,h_I->C5,5,0.06053996746617862,0.16912728330708485,0.3579550636776805
21001,0.4,h_T,C3,h_T->C3,5,0.022112748074372968,0.12165534401301574,0.18176552993697825
21001,0.4,h_T,C7,h_T->C7,6,0.0301193344423131,0.07377188481128014,0.40827660183760695
21001,0.5,h_D,C1,h_D->C1,6,0.047745754448039246,0.09586044648304937,0.4980756526726992
21001,0.5,h_D,C2,h_D->C2,6,0.034584995273999844,0.11358229034838523,0.30449284978859414
21001,0.5,h_D,C3,h_D->C3,5,0.03367537513253582,0.12370300091456583,0.27222763298621294
21001,0.5,h_D,C4,h_D->C4,6,0.03484522149827211,0.08329837997828268,0.4183181174344391
21001,0.5,h_D,C6,h_D->C6,6,0.029086108966651536,0.0680334031913832,0.42752688535075256
21001,0.5,h_D,C7,h_D->C7,6,0.019965443116194553,0.0754823017809702,0.2645049587102486
21001,0.5,h_E,C6,h_E->C6,6,0.018488191743930696,0.0680334031913832,0.2717516819149887
21001,0.5,h_I,C2,h_I->C2,6,0.021525817034305617,0.11358229034838523,0.18951737078105263
21001,0.5,h_I,C4,h_I->C4,6,0.033089886827360096,0.08329837997828268,0.39724526258001597
21001,0.5,h_I,C5,h_I->C5,5,0.06024630540047442,0.17205958455159212,0.3501479185663115
21001,0.5,h_T,C3,h_T->C3,5,0.02212278046807377,0.12370300091456583,0.17883786411272104
21001,0.5,h_T,C7,h_T->C7,6,0.02995139868800107,0.0754823017809702,0.3968002827274048
21001,0.6,h_D,C1,h_D->C1,6,0.04786569235925502,0.09814170908590206,0.4877201834428126
21001,0.6,h_D,C2,h_D->C2,6,0.0342698694662924,0.11558879456239518,0.2964808967490092
21001,0.6,h_D,C3,h_D->C3,5,0.033592635495387844,0.1253485550608134,0.2679937992011335
21001,0.6,h_D,C4,h_D->C4,6,0.03468194956315952,0.08176895929353659,0.42414566434963547
