seed,kappa,criterion,min_active_g,max_active_g,max_active_theta,max_g_minus_max_theta,structural_zero_max_abs,lower_bound_ok,upper_bound_ok,structural_zero_ok,curvature_mean
21002,0.7,C3,0.0003063446337837236,0.33534670851826537,0.33649646827274804,-0.001149759754482671,0.0,True,True,True,0.0
21002,0.7,C4,0.00010696742632836025,0.3652161102155894,0.36681709869596135,-0.0016009884803719343,0.0,True,True,True,5.551115123125783e-17
21002,0.7,C5,5.3442034783859144e-05,0.36908980017722093,0.3692181014061877,-0.0001283012289667873,0.0,True,True,True,0.0
21002,0.7,C6,0.00011758771002461035,0.14647311343445404,0.1466646246821684,-0.00019151124771435435,0.0,True,True,True,5.551115123125783e-17
21002,0.7,C7,0.000613257528523023,0.3814964710879319,0.3819528129804527,-0.00045634189252080626,0.0,True,True,True,3.700743415417188e-17
21002,0.8,C1,3.0928865708843085e-05,0.34911924941622136,0.34921804574063176,-9.879632441039954e-05,0.0,True,True,True,3.700743415417188e-17
21002,0.8,C2,0.000158814245848139,0.29181079963539397,0.2928222552156142,-0.0010114555802202552,0.0,True,True,True,5.551115123125783e-17
21002,0.8,C3,0.0002090560734478405,0.33534670851826537,0.33649646827274804,-0.001149759754482671,0.0,True,True,True,0.0
21002,0.8,C4,7.179382268948321e-05,0.36537960402697467,0.36681709869596135,-0.001437494668986683,0.0,True,True,True,5.551115123125783e-17
21002,0.8,C5,3.56607168081927e-05,0.36908504918601265,0.3692181014061877,-0.00013305222017506724,0.0,True,True,True,0.0
21002,0.8,C6,7.889284303721486e-05,0.1465360426767648,0.1466646246821684,-0.0001285820054036102,0.0,True,True,True,5.551115123125783e-17
21002,0.8,C7,0.0004221064503633395,0.38164660240230713,0.3819528129804527,-0.0003062105781455604,0.0,True,True,True,3.700743415417188e-17
21002,0.9,C1,1.5549441910385045e-05,0.3491216007666388,0.34921804574063176,-9.64449739929707e-05,0.0,True,True,True,3.700743415417188e-17
21002,0.9,C2,8.110075102783428e-05,0.29192603321649097,0.2928222552156142,-0.000896221999123259,0.0,True,True,True,5.551115123125783e-17
21002,0.9,C3,0.00011176751311195752,0.33534670851826537,0.33649646827274804,-0.001149759754482671,0.0,True,True,True,0.0
21002,0.9,C4,3.662021905060618e-05,0.36554309783836003,0.36681709869596135,-0.0012740008576013206,0.0,True,True,True,5.551115123125783e-17
21002,0.9,C5,1.7879398832526253e-05,0.3690802981948044,0.3692181014061877,-0.00013780321138329166,0.0,True,True,True,0.0
21002,0.9,C6,4.0197976049819406e-05,0.1465989719190755,0.1466646246821684,-6.56527630928938e-05,0.0,True,True,True,5.551115123125783e-17
21002,0.9,C7,0.00023095537220365624,0.3817967337166824,0.3819528129804527,-0.00015607926377031456,0.0,True,True,True,3.700743415417188e-17
21002,1.0,C1,1.7001811192698601e-07,0.34912395211705627,0.34921804574063176,-9.409362357548634e-05,0.0,True,True,True,3.700743415417188e-17
21002,1.0,C2,3.3872562075294687e-06,0.29204126679758796,0.2928222552156142,-0.0007809884180262627,0.0,True,True,True,5.551115123125783e-17
21002,1.0,C3,1.4478952776074534e-05,0.33534670851826537,0.33649646827274804,-0.001149759754482671,0.0,True,True,True,0.0
21002,1.0,C4,1.4466154117291814e-06,0.3657065916497454,0.36681709869596135,-0.0011105070462159583,0.0,True,True,True,5.551115123125783e-17
21002,1.0,C5,9.808085685982914e-08,0.36907554720359614,0.3692181014061877,-0.0001425542025915716,0.0,True,True,True,0.0
21002,1.0,C6,1.5031090624239147e-06,0.14666190116138622,0.1466646246821684,-2.7235207821774132e-06,0.0,True,True,True,5.551115123125783e-17
21002,1.0,C7,3.980429404397301e-05,0.3819468650310576,0.3819528129804527,-5.947949395068708e-06,0.0,True,True,True,3.700743415417188e-17
21003,0.0,C1,0.00036261807887202506,0.35815979407546455,0.35826196806740024,-0.00010217399193568344,0.0,True,True,True,5.551115123125783e-17
21003,0.0,C2,0.00035053251280037494,0.39295354329846527,0.3931708596862976,-0.00021731638783234475,0.0,True,True,True,5.551115123125783e-17
21003,0.0,C3,0.0012696994098622095,0.37871486373023727,0.38431029622442126,-0.005595432494183983,0.0,True,True,True,0.0
21003,0.0,C4,0.00038422865264793274,0.3894744194655145,0.389715891768332,-0.00024147230281751364,0.0,True,True,True,3.700743415417188e-17
21003,0.0,C5,2.4592840427433986e-05,0.3205025833315245,0.3207261443759313,-0.0002235610444067948,0.0,True,True,True,0.0
21003,0.0,C6,0.0005223642785497756,0.18898257472627455,0.18979706222413467,-0.0008144874978601169,0.0,True,True,True,5.551115123125783e-17
21003,0.0,C7,0.0006720181778831439,0.39219574513167843,0.3978554839536777,-0.005659738821999272,0.0,True,True,True,5.551115123125783e-17
21003,0.1,C1,0.0003266042270438531,0.35815366538431004,0.35826196806740024,-0.00010830268309020008,0.0,True,True,True,5.551115123125783e-17
21003,0.1,C2,0.00037142679192778106,0.39295788722388664,0.3931708596862976,-0.00021297246241097634,0.0,True,True,True,5.551115123125783e-17
21003,0.1,C3,0.0013322918273555595,0.37871486373023727,0.38431029622442126,-0.005595432494183983,0.0,True,True,True,0.0
21003,0.1,C4,0.0004071526927104975,0.3894502871971253,0.389715891768332,-0.0002656045712066679,0.0,True,True,True,3.700743415417188e-17
21003,0.1,C5,2.5822078673810875e-05,0.3205025833315245,0.3207261443759313,-0.0002235610444067948,0.0,True,True,True,0.0
21003,0.1,C6,0.0005119879744935531,0.1889014755023855,0.18979706222413467,-0.0008955867217491642,0.0,True,True,True,5.551115123125783e-17
21003,0.1,C7,0.0007383894200238509,0.39163782257585833,0.3978554839536777,-0.006217661377819372,0.0,True,True,True,5.551115123125783e-17
21003,0.2,C1,0.00029059037521568114,0.3581475366931555,0.35826196806740024,-0.00011443137424471672,0.0,True,True,True,5.551115123125783e-17
21003,0.2,C2,0.00039232107105518723,0.3929622311493079,0.3931708596862976,-0.00020862853698971895,0.0,True,True,True,5.551115123125783e-17
21003,0.2,C3,0.0013948842448489095,0.37871486373023727,0.38431029622442126,-0.005595432494183983,0.0,True,True,True,0.0
21003,0.2,C4,0.00043007673277306233,0.3894261549287361,0.389715891768332,-0.0002897368395958777,0.0,True,True,True,3.700743415417188e-17
