seed,rotation,factor,criterion,active_alternatives,re,sre,base_iqr
21004,0,h_I,C4,6,0.02795182233954253,0.33779539707787215,0.08274778928607185
21004,0,h_I,C5,5,0.06750864072256144,0.42023286050292086,0.16064579205288487
21004,0,h_T,C3,5,0.020560194993283355,0.19680636614896613,0.10446915613250124
21004,0,h_T,C7,6,0.03325457426012764,0.3706547250861707,0.08971846845342624
21004,1,h_D,C1,6,0.051644559551416794,0.5136900521723421,0.10053642139360808
21004,1,h_D,C2,6,0.04182235570577358,0.4068758392079001,0.10278898788088732
21004,1,h_D,C3,5,0.029752848498154422,0.305638457677463,0.0973465470410358
21004,1,h_D,C4,6,0.028590637040032816,0.3495683398806092,0.08178840523557719
21004,1,h_D,C6,6,0.02091534224066975,0.37993670254077616,0.055049544043576856
21004,1,h_D,C7,6,0.02266380787167041,0.2714653521398152,0.08348692638950919
21004,1,h_E,C6,6,0.014573543505345773,0.2647350447361511,0.055049544043576856
21004,1,h_I,C2,6,0.029370266484305643,0.2857335896531485,0.10278898788088732
21004,1,h_I,C4,6,0.02947219424724308,0.3603468506568044,0.08178840523557719
21004,1,h_I,C5,5,0.06473162931487564,0.41877327832867245,0.1545744025807982
21004,1,h_T,C3,5,0.019468122756370096,0.19998781002436014,0.0973465470410358
21004,1,h_T,C7,6,0.033907973588856735,0.40614710655716985,0.08348692638950919
21004,2,h_D,C1,6,0.0494188342338966,0.5138912487543728,0.09616593851942336
21004,2,h_D,C2,6,0.039290487585560446,0.37810934118819073,0.10391303071675996
21004,2,h_D,C3,5,0.03410863898413315,0.3392829169479576,0.10053155428696625
21004,2,h_D,C4,6,0.030555252759055414,0.3474397113845839,0.08794404254177528
21004,2,h_D,C6,6,0.019159421694234777,0.32536579075205735,0.058885790204384794
21004,2,h_D,C7,6,0.0212167630511736,0.2065763360501448,0.10270664809262962
21004,2,h_E,C6,6,0.013528546107485731,0.2297421170761264,0.058885790204384794
21004,2,h_I,C2,6,0.02759525268734596,0.2655610417359293,0.10391303071675996
21004,2,h_I,C4,6,0.03222739215155372,0.36645338580926134,0.08794404254177528
21004,2,h_I,C5,5,0.05213247991645785,0.3597657232754515,0.14490674498243766
21004,2,h_T,C3,5,0.022507311821877995,0.22388305822276683,0.10053155428696625
21004,2,h_T,C7,6,0.03196298424986721,0.3112065756515494,0.10270664809262962
21004,3,h_D,C1,6,0.050559406483337954,0.5989569764796582,0.08441241769968114
21004,3,h_D,C2,6,0.03645291419979075,0.3440929342209006,0.10593915356612535
21004,3,h_D,C3,5,0.031212345730962817,0.26816839605775666,0.11639084317740521
21004,3,h_D,C4,6,0.0282615234823755,0.28354907705722054,0.09967065939836842
21004,3,h_D,C6,6,0.017934068051657398,0.3739898349440299,0.047953356951445925
21004,3,h_D,C7,6,0.021677712785230157,0.20814842973047343,0.10414545434280707
21004,3,h_E,C6,6,0.01236770929687963,0.2579112304722349,0.047953356951445925
21004,3,h_I,C2,6,0.024892276730169183,0.23496767618024147,0.10593915356612535
21004,3,h_I,C4,6,0.029977206874725056,0.3007626021075066,0.09967065939836842
21004,3,h_I,C5,5,0.05546983310613044,0.3994309908856793,0.13887213153574998
21004,3,h_T,C3,5,0.020761255283929546,0.17837533191598634,0.11639084317740521
21004,3,h_T,C7,6,0.03298139756670369,0.3166859060197177,0.10414545434280707
21004,4,h_D,C1,6,0.04500539170183169,0.4956599901870028,0.09079891980863006
21004,4,h_D,C2,6,0.03751723428931546,0.36787369024929023,0.10198401049970157
21004,4,h_D,C3,5,0.02824461042612104,0.2841224273729261,0.09940999972087503
21004,4,h_D,C4,6,0.027417511027128194,0.30181617067242883,0.0908417563106104
21004,4,h_D,C6,6,0.019911441808133905,0.3801339772808504,0.0523800633402544
21004,4,h_D,C7,6,0.019546803878150977,0.1968557561349276,0.09929505878688392
21004,4,h_E,C6,6,0.013461145905103923,0.2569898745139921,0.0523800633402544
