seed,rotation,criterion,alternative_a,alternative_b,contexts_used,lrv
21001,5,C5,A1,A5,1000,0.05484884052169932
21001,5,C5,A1,A6,1000,0.11574830770365264
21001,5,C5,A3,A4,1000,0.03271274694722809
21001,5,C5,A3,A5,1000,0.16410053330655047
21001,5,C5,A3,A6,1000,0.10326581142806751
21001,5,C5,A4,A5,1000,0.1314593912505543
21001,5,C5,A4,A6,1000,0.070577189930035
21001,5,C5,A5,A6,1000,0.06094007362096571
21001,5,C6,A1,A2,1000,0.4136774053690761
21001,5,C6,A1,A3,1000,0.3157689655076294
21001,5,C6,A1,A4,1000,0.21826114530016114
21001,5,C6,A1,A5,1000,0.1649700953849905
21001,5,C6,A1,A6,1000,0.10985771605512075
21001,5,C6,A2,A3,1000,0.09967353142422432
21001,5,C6,A2,A4,1000,0.19780386156678492
21001,5,C6,A2,A5,1000,0.2509875927614302
21001,5,C6,A2,A6,1000,0.30566551857769764
21001,5,C6,A3,A4,1000,0.09840801528162983
21001,5,C6,A3,A5,1000,0.15184863680471813
21001,5,C6,A3,A6,1000,0.20686574699291263
21001,5,C6,A4,A5,1000,0.05354818537329982
21001,5,C6,A4,A6,1000,0.10875336550591173
21001,5,C6,A5,A6,1000,0.05524782234500961
21001,5,C7,A1,A2,1000,0.3085517666810198
21001,5,C7,A1,A3,1000,0.3767081175407379
21001,5,C7,A1,A4,1000,0.23502042713380222
21001,5,C7,A1,A5,1000,0.18580865669116386
21001,5,C7,A1,A6,1000,0.12042036661414265
21001,5,C7,A2,A3,1000,0.06924861965603096
21001,5,C7,A2,A4,1000,0.07426505921914932
21001,5,C7,A2,A5,1000,0.12371446368573935
21001,5,C7,A2,A6,1000,0.18910319887482033
21001,5,C7,A3,A4,1000,0.14341113809919406
21001,5,C7,A3,A5,1000,0.1927355209665692
21001,5,C7,A3,A6,1000,0.2578903739491678
21001,5,C7,A4,A5,1000,0.0495111099757719
21001,5,C7,A4,A6,1000,0.11505697913467902
21001,5,C7,A5,A6,1000,0.06559673530912057
21002,0,C1,A1,A2,1000,0.03787573305055977
21002,0,C1,A1,A3,1000,0.028856552278243325
21002,0,C1,A1,A4,1000,0.12262357333509924
21002,0,C1,A1,A5,1000,0.20830416876706415
21002,0,C1,A1,A6,1000,0.2159279005630921
21002,0,C1,A2,A3,1000,0.06672489422907422
21002,0,C1,A2,A4,1000,0.16042430169087582
21002,0,C1,A2,A5,1000,0.24598545706476044
21002,0,C1,A2,A6,1000,0.2535959081004331
21002,0,C1,A3,A4,1000,0.0938003513116486
21002,0,C1,A3,A5,1000,0.17955568279835735
21002,0,C1,A3,A6,1000,0.1871881105349637
21002,0,C1,A4,A5,1000,0.08590042185565593
21002,0,C1,A4,A6,1000,0.0935525150589951
21002,0,C1,A5,A6,1000,0.007658335991694944
21002,0,C2,A1,A2,1000,0.03391885250416726
21002,0,C2,A1,A3,1000,0.06282437466269739
21002,0,C2,A1,A4,1000,0.11060552684266209
21002,0,C2,A1,A5,1000,0.20454688155070536
21002,0,C2,A1,A6,1000,0.20071136855941854
21002,0,C2,A2,A3,1000,0.028913776167911163
21002,0,C2,A2,A4,1000,0.0767252163218758
21002,0,C2,A2,A5,1000,0.1707871604388635
21002,0,C2,A2,A6,1000,0.16694511647599136
21002,0,C2,A3,A4,1000,0.04782566831670027
21002,0,C2,A3,A5,1000,0.14196801615178462
21002,0,C2,A3,A6,1000,0.13812130343317838
21002,0,C2,A4,A5,1000,0.09422952680031844
21002,0,C2,A4,A6,1000,0.0903769391846733
21002,0,C2,A5,A6,1000,0.0038571812837364604
21002,0,C3,A1,A2,1000,0.006339998818304466
21002,0,C3,A1,A3,1000,0.015967342189700206
21002,0,C3,A1,A4,1000,0.12101749955312607
21002,0,C3,A1,A6,1000,0.47212361151891113
21002,0,C3,A2,A3,1000,0.02230703057038576
21002,0,C3,A2,A4,1000,0.11468936874158367
21002,0,C3,A2,A6,1000,0.4659757664536963
21002,0,C3,A3,A4,1000,0.13694907090185446
21002,0,C3,A3,A6,1000,0.4875864471972037
21002,0,C3,A4,A6,1000,0.35396447604266273
21002,0,C4,A1,A2,1000,0.17410407329566407
21002,0,C4,A1,A3,1000,0.4432636494129726
21002,0,C4,A1,A4,1000,0.5113435273319457
21002,0,C4,A1,A5,1000,0.49538810268402717
21002,0,C4,A1,A6,1000,0.5556588352213958
21002,0,C4,A2,A3,1000,0.2725717932410987
21002,0,C4,A2,A4,1000,0.34201320255919676
21002,0,C4,A2,A5,1000,0.3257219613555499
21002,0,C4,A2,A6,1000,0.3873145268628986
21002,0,C4,A3,A4,1000,0.07034085742992001
21002,0,C4,A3,A5,1000,0.05380640237643149
21002,0,C4,A3,A6,1000,0.11642313203354451
21002,0,C4,A4,A5,1000,0.016543100791963333
21002,0,C4,A4,A6,1000,0.04613489919963304
21002,0,C4,A5,A6,1000,0.0626712748253711
21002,0,C5,A1,A3,1000,0.2387771735859977
21002,0,C5,A1,A4,1000,0.2722526689348934
21002,0,C5,A1,A5,1000,0.3990388213603069
21002,0,C5,A1,A6,1000,0.3498360324463568
21002,0,C5,A3,A4,1000,0.03369555836338144
21002,0,C5,A3,A5,1000,0.16178858853668215
21002,0,C5,A3,A6,1000,0.11199002644343782
21002,0,C5,A4,A5,1000,0.12816194225849004
21002,0,C5,A4,A6,1000,0.07832360606045569
21002,0,C5,A5,A6,1000,0.0498879979470713
21002,0,C6,A1,A2,1000,0.021905061233407724
21002,0,C6,A1,A3,1000,0.090734186402235
21002,0,C6,A1,A4,1000,0.22633932300134496
21002,0,C6,A1,A5,1000,0.2822917296903483
21002,0,C6,A1,A6,1000,0.3360835560981901
21002,0,C6,A2,A3,1000,0.0688482957524981
21002,0,C6,A2,A4,1000,0.2045726803709735
21002,0,C6,A2,A5,1000,0.2606051607581736
21002,0,C6,A2,A6,1000,0.3144911756742638
21002,0,C6,A3,A4,1000,0.1359830604471737
21002,0,C6,A3,A5,1000,0.19222140624515202
21002,0,C6,A3,A6,1000,0.24636115413268472
21002,0,C6,A4,A5,1000,0.05643871857791167
21002,0,C6,A4,A6,1000,0.11088658660164219
21002,0,C6,A5,A6,1000,0.05449661421530509
21002,0,C7,A1,A2,1000,0.10036233981393956
21002,0,C7,A1,A3,1000,0.1043800266728785
21002,0,C7,A1,A4,1000,0.15684932589765685
21002,0,C7,A1,A5,1000,0.23564123758388783
21002,0,C7,A1,A6,1000,0.3996413900447814
21002,0,C7,A2,A3,1000,0.00402348712135392
21002,0,C7,A2,A4,1000,0.05660848325249656
21002,0,C7,A2,A5,1000,0.1357123182678652
21002,0,C7,A2,A6,1000,0.3009046472209277
21002,0,C7,A3,A4,1000,0.052586608569178114
21002,0,C7,A3,A5,1000,0.1316984811942031
21002,0,C7,A3,A6,1000,0.2969299359305327
21002,0,C7,A4,A5,1000,0.07918549405866299
21002,0,C7,A4,A6,1000,0.24486620411339172
21002,0,C7,A5,A6,1000,0.16613403247172545
21002,1,C1,A1,A2,1000,0.00971304904635768
21002,1,C1,A1,A3,1000,0.10373996480430753
21002,1,C1,A1,A4,1000,0.16977677102612745
21002,1,C1,A1,A5,1000,0.2630457522305232
21002,1,C1,A1,A6,1000,0.08346373218086083
21002,1,C1,A2,A3,1000,0.09403641692161258
21002,1,C1,A2,A4,1000,0.16009016274768098
21002,1,C1,A2,A5,1000,0.2533975631928635
21002,1,C1,A2,A6,1000,0.09316914704090738
21002,1,C1,A3,A4,1000,0.0661537089905005
21002,1,C1,A3,A5,1000,0.15974467604558257
21002,1,C1,A3,A6,1000,0.18704097583883075
21002,1,C1,A4,A5,1000,0.09369235377772388
21002,1,C1,A4,A6,1000,0.2528815875996229
21002,1,C1,A5,A6,1000,0.3457512225549428
21002,1,C2,A1,A2,1000,0.033459458829592816
21002,1,C2,A1,A3,1000,0.07086429017523216
21002,1,C2,A1,A4,1000,0.13124254929943172
21002,1,C2,A1,A5,1000,0.25623743529451076
21002,1,C2,A1,A6,1000,0.06735933894723453
21002,1,C2,A2,A3,1000,0.03741672791675651
21002,1,C2,A2,A4,1000,0.09784090715760575
21002,1,C2,A2,A5,1000,0.22303904670951646
21002,1,C2,A2,A6,1000,0.1007883374934045
21002,1,C2,A3,A4,1000,0.0604541709256762
21002,1,C2,A3,A5,1000,0.18583672428339476
21002,1,C2,A3,A6,1000,0.1381353166292792
21002,1,C2,A4,A5,1000,0.1255820247331214
21002,1,C2,A4,A6,1000,0.1983670538625997
21002,1,C2,A5,A6,1000,0.32284555679223365
21002,1,C3,A1,A2,1000,0.02106646637670504
21002,1,C3,A1,A3,1000,0.12977590829074703
21002,1,C3,A1,A4,1000,0.19448815333317115
21002,1,C3,A1,A6,1000,0.36239473796264265
21002,1,C3,A2,A3,1000,0.10874932604809388
21002,1,C3,A2,A4,1000,0.1735171859260644
21002,1,C3,A2,A6,1000,0.3830255014541822
21002,1,C3,A3,A4,1000,0.06493433450622174
21002,1,C3,A3,A6,1000,0.4888714814889265
21002,1,C3,A4,A6,1000,0.5514040953808098
21002,1,C4,A1,A2,1000,0.15516467318914112
21002,1,C4,A1,A3,1000,0.25907687383378997
21002,1,C4,A1,A4,1000,0.4139035507049655
21002,1,C4,A1,A5,1000,0.3098861671008803
21002,1,C4,A1,A6,1000,0.14328972541231771
21002,1,C4,A2,A3,1000,0.10449287227098394
21002,1,C4,A2,A4,1000,0.2610265609230847
21002,1,C4,A2,A5,1000,0.15575060867626317
21002,1,C4,A2,A6,1000,0.01191231135617483
21002,1,C4,A3,A4,1000,0.15712642354792825
21002,1,C4,A3,A5,1000,0.0513721923774193
21002,1,C4,A3,A6,1000,0.11638540446757568
21002,1,C4,A4,A5,1000,0.10587575601791085
21002,1,C4,A4,A6,1000,0.27282285795631345
21002,1,C4,A5,A6,1000,0.16762050558807312
21002,1,C5,A1,A3,1000,0.1640613790052636
21002,1,C5,A1,A4,1000,0.2022809726899341
21002,1,C5,A1,A5,1000,0.39753098151133787
21002,1,C5,A1,A6,1000,0.052290416215345144
21002,1,C5,A3,A4,1000,0.038345553928480616
21002,1,C5,A3,A5,1000,0.23497642605261337
21002,1,C5,A3,A6,1000,0.11186722923235003
21002,1,C5,A4,A5,1000,0.19680743157292818
21002,1,C5,A4,A6,1000,0.15014916601542286
21002,1,C5,A5,A6,1000,0.3459477834591837
21002,1,C6,A1,A2,1000,0.05153393020676889
21002,1,C6,A1,A3,1000,0.17762023316634368
21002,1,C6,A1,A4,1000,0.2774133057593493
21002,1,C6,A1,A5,1000,0.29365358596525476
21002,1,C6,A1,A6,1000,0.0687991945954225
21002,1,C6,A2,A3,1000,0.1262417611922672
21002,1,C6,A2,A4,1000,0.22631641047682086
21002,1,C6,A2,A5,1000,0.2426162917042403
21002,1,C6,A2,A6,1000,0.12027439627746413
21002,1,C6,A3,A4,1000,0.10047176205957173
21002,1,C6,A3,A5,1000,0.11687147623768131
21002,1,C6,A3,A6,1000,0.24601246894322024
21002,1,C6,A4,A5,1000,0.01642834069120318
21002,1,C6,A4,A6,1000,0.3453245708710426
21002,1,C6,A5,A6,1000,0.3614689609222549
21002,1,C7,A1,A2,1000,0.0693930108338703
21002,1,C7,A1,A3,1000,0.11520069661962752
21002,1,C7,A1,A4,1000,0.13957421129534733
21002,1,C7,A1,A5,1000,0.24792536140476493
21002,1,C7,A1,A6,1000,0.18094247698160848
21002,1,C7,A2,A3,1000,0.04585708219006031
21002,1,C7,A2,A4,1000,0.07027275615894625
21002,1,C7,A2,A5,1000,0.17894587835176512
21002,1,C7,A2,A6,1000,0.2498856035715266
21002,1,C7,A3,A4,1000,0.024426236963515816
21002,1,C7,A3,A5,1000,0.1332367424660115
21002,1,C7,A3,A6,1000,0.29527259757197916
21002,1,C7,A4,A5,1000,0.10885891891355254
21002,1,C7,A4,A6,1000,0.319383191978308
21002,1,C7,A5,A6,1000,0.42624132598011427
21002,2,C1,A1,A2,1000,0.056448422023691214
21002,2,C1,A1,A3,1000,0.18174970883482236
21002,2,C1,A1,A4,1000,0.22073186743845566
21002,2,C1,A1,A5,1000,0.19680489853677718
21002,2,C1,A1,A6,1000,0.06269776731421518
21002,2,C1,A2,A3,1000,0.12543073331722984
21002,2,C1,A2,A4,1000,0.1644900087570589
21002,2,C1,A2,A5,1000,0.252970423490305
21002,2,C1,A2,A6,1000,0.11910390620139312
21002,2,C1,A3,A4,1000,0.039142197497871345
21002,2,C1,A3,A5,1000,0.37720633203867476
21002,2,C1,A3,A6,1000,0.24416892716937152
21002,2,C1,A4,A5,1000,0.4157348335136983
21002,2,C1,A4,A6,1000,0.2830374054949652
21002,2,C1,A5,A6,1000,0.13427554805644684
21002,2,C2,A1,A2,1000,0.03319841165281367
21002,2,C2,A1,A3,1000,0.07938647680797933
21002,2,C2,A1,A4,1000,0.15344458971795671
21002,2,C2,A1,A5,1000,0.1900319742869888
21002,2,C2,A1,A6,1000,0.05324769792928088
21002,2,C2,A2,A3,1000,0.046204524776227114
21002,2,C2,A2,A4,1000,0.12032982045185513
21002,2,C2,A2,A5,1000,0.2230414922196554
21002,2,C2,A2,A6,1000,0.0864256402236866
21002,2,C2,A3,A4,1000,0.07418236382318791
21002,2,C2,A3,A5,1000,0.2688750619311512
21002,2,C2,A3,A6,1000,0.13255896158282718
21002,2,C2,A4,A5,1000,0.34214090292567656
21002,2,C2,A4,A6,1000,0.2064645903761037
21002,2,C2,A5,A6,1000,0.13697171924270218
21002,2,C3,A1,A2,1000,0.03576276393280224
21002,2,C3,A1,A3,1000,0.2905075955266423
21002,2,C3,A1,A4,1000,0.27691699148274346
21002,2,C3,A1,A6,1000,0.20737100470477887
21002,2,C3,A2,A3,1000,0.2551093951071994
21002,2,C3,A2,A4,1000,0.24148226445839419
21002,2,C3,A2,A6,1000,0.2428862745090749
21002,2,C3,A3,A4,1000,0.013753867685828714
21002,2,C3,A3,A6,1000,0.49387470943888745
21002,2,C3,A4,A6,1000,0.48057509301046875
21002,2,C4,A1,A2,1000,0.1680646042475244
21002,2,C4,A1,A3,1000,0.12140549883420929
21002,2,C4,A1,A4,1000,0.3772545619888034
21002,2,C4,A1,A5,1000,0.012344149399274808
21002,2,C4,A1,A6,1000,0.017272192005513914
21002,2,C4,A2,A3,1000,0.04679053740825818
21002,2,C4,A2,A4,1000,0.21112412394875962
21002,2,C4,A2,A5,1000,0.15576458621341047
21002,2,C4,A2,A6,1000,0.15085222707260235
21002,2,C4,A3,A4,1000,0.25753314215242173
21002,2,C4,A3,A5,1000,0.10908364915042719
21002,2,C4,A3,A6,1000,0.10416310372581475
21002,2,C4,A4,A5,1000,0.3651478048929402
21002,2,C4,A4,A6,1000,0.360310414726462
21002,2,C4,A5,A6,1000,0.004928186238029294
21002,2,C5,A1,A3,1000,0.09603125334086841
21002,2,C5,A1,A4,1000,0.13921616189964262
21002,2,C5,A1,A5,1000,0.20116409998941015
21002,2,C5,A1,A6,1000,0.008653250397467593
21002,2,C5,A3,A4,1000,0.04324189090563897
21002,2,C5,A3,A5,1000,0.29661978001588274
21002,2,C5,A3,A6,1000,0.10467589733049813
21002,2,C5,A4,A5,1000,0.33943059398744135
21002,2,C5,A4,A6,1000,0.14785182789948825
21002,2,C5,A5,A6,1000,0.19254504271622258
21002,2,C6,A1,A2,1000,0.08121242068868141
21002,2,C6,A1,A3,1000,0.27787345669984165
21002,2,C6,A1,A4,1000,0.34647467608921295
21002,2,C6,A1,A5,1000,0.16126701985718767
21002,2,C6,A1,A6,1000,0.06656462127069689
21002,2,C6,A2,A3,1000,0.19728443347457444
21002,2,C6,A2,A4,1000,0.2663324464484002
21002,2,C6,A2,A5,1000,0.2420507368743602
21002,2,C6,A2,A6,1000,0.1476696482026409
21002,2,C6,A3,A4,1000,0.06963169123694482
21002,2,C6,A3,A5,1000,0.4364969008004435
21002,2,C6,A3,A6,1000,0.34357191487078104
21002,2,C6,A4,A5,1000,0.5039086899557406
21002,2,C6,A4,A6,1000,0.4117293078846935
21002,2,C6,A5,A6,1000,0.094842938924496
21002,2,C7,A1,A2,1000,0.03962434149382784
21002,2,C7,A1,A3,1000,0.1281661744330405
21002,2,C7,A1,A4,1000,0.12402088484871687
21002,2,C7,A1,A5,1000,0.13875601288407133
21002,2,C7,A1,A6,1000,0.12469029926301954
21002,2,C7,A2,A3,1000,0.08860224316408016
21002,2,C7,A2,A4,1000,0.08445225321264363
21002,2,C7,A2,A5,1000,0.17824614501113661
21002,2,C7,A2,A6,1000,0.16420382365729014
21002,2,C7,A3,A4,1000,0.004154205952894733
21002,2,C7,A3,A5,1000,0.26628149776354837
21002,2,C7,A3,A6,1000,0.25231181049849605
21002,2,C7,A4,A5,1000,0.2621662542864221
21002,2,C7,A4,A6,1000,0.24819254688962947
21002,2,C7,A5,A6,1000,0.014100499696305464
21002,3,C1,A1,A2,1000,0.1044365012988319
21002,3,C1,A1,A3,1000,0.269520799073101
21002,3,C1,A1,A4,1000,0.22032791400441298
21002,3,C1,A1,A5,1000,0.14190256242539392
21002,3,C1,A1,A6,1000,0.042827828321402736
21002,3,C1,A2,A3,1000,0.16556345094441263
21002,3,C1,A2,A4,1000,0.32401860643283453
21002,3,C1,A2,A5,1000,0.24597424217069952
21002,3,C1,A2,A6,1000,0.1471982857512348
21002,3,C1,A3,A4,1000,0.48696522133264586
21002,3,C1,A3,A5,1000,0.40985263379880205
21002,3,C1,A3,A6,1000,0.31198477423676013
21002,3,C1,A4,A5,1000,0.0786753916058788
21002,3,C1,A4,A6,1000,0.17766918459493836
21002,3,C1,A5,A6,1000,0.09913531396424374
21002,3,C2,A1,A2,1000,0.033129476960176166
21002,3,C2,A1,A3,1000,0.08858941085784805
21002,3,C2,A1,A4,1000,0.15346093079454448
21002,3,C2,A1,A5,1000,0.13777460333034666
21002,3,C2,A1,A6,1000,0.03984760780680654
21002,3,C2,A2,A3,1000,0.05548227898771586
21002,3,C2,A2,A4,1000,0.18646341564342053
21002,3,C2,A2,A5,1000,0.17079959226680308
21002,3,C2,A2,A6,1000,0.07296409045473853
21002,3,C2,A3,A4,1000,0.24160931710481257
21002,3,C2,A3,A5,1000,0.22599327302467695
21002,3,C2,A3,A6,1000,0.12837550868870812
21002,3,C2,A4,A5,1000,0.015731081751746104
21002,3,C2,A4,A6,1000,0.11370644337879655
21002,3,C2,A5,A6,1000,0.09799903534983002
21002,3,C3,A1,A2,1000,0.05072862788875697
21002,3,C3,A1,A3,1000,0.5281721463544156
21002,3,C3,A1,A4,1000,0.2770985248421724
21002,3,C3,A1,A6,1000,0.08539629928348136
21002,3,C3,A2,A3,1000,0.4794546364898966
21002,3,C3,A2,A4,1000,0.3271979223322903
21002,3,C3,A2,A6,1000,0.1360458493047469
21002,3,C3,A3,A4,1000,0.789068959315032
21002,3,C3,A3,A6,1000,0.6095019280738266
21002,3,C3,A4,A6,1000,0.19234331984866262
21002,3,C4,A1,A2,1000,0.20999865637915777
21002,3,C4,A1,A3,1000,0.005687488862653937
21002,3,C4,A1,A4,1000,0.37662898434981373
21002,3,C4,A1,A5,1000,0.11746401124029551
21002,3,C4,A1,A6,1000,0.09834460026342402
21002,3,C4,A2,A3,1000,0.2156474773836764
21002,3,C4,A2,A4,1000,0.5803031138552603
21002,3,C4,A2,A5,1000,0.3262956234798959
21002,3,C4,A2,A6,1000,0.3074177315218005
21002,3,C4,A3,A4,1000,0.37104995481748215
21002,3,C4,A3,A5,1000,0.11178687473819557
21002,3,C4,A3,A6,1000,0.09266431614020973
21002,3,C4,A4,A5,1000,0.2607498198959416
21002,3,C4,A4,A6,1000,0.27970524126160556
21002,3,C4,A5,A6,1000,0.0191497615411756
21002,3,C5,A1,A3,1000,0.03009752294221109
21002,3,C5,A1,A4,1000,0.1391372761570131
21002,3,C5,A1,A5,1000,0.19454315284389886
21002,3,C5,A1,A6,1000,0.06797846999601155
21002,3,C5,A3,A4,1000,0.16916496574700973
21002,3,C5,A3,A5,1000,0.22451096896771675
21002,3,C5,A3,A6,1000,0.09805621165616193
21002,3,C5,A4,A5,1000,0.05555602402417388
21002,3,C5,A4,A6,1000,0.07122545839430344
21002,3,C5,A5,A6,1000,0.1267310099354911
21002,3,C6,A1,A2,1000,0.11415266005268225
21002,3,C6,A1,A3,1000,0.4285402338647542
21002,3,C6,A1,A4,1000,0.34466433471039765
21002,3,C6,A1,A5,1000,0.14717842035763257
21002,3,C6,A1,A6,1000,0.06596673359127193
21002,3,C6,A2,A3,1000,0.31692650899236774
21002,3,C6,A2,A4,1000,0.45638989386945544
21002,3,C6,A2,A5,1000,0.26073772433563386
21002,3,C6,A2,A6,1000,0.17993403310907974
21002,3,C6,A3,A4,1000,0.7576281192108123
21002,3,C6,A3,A5,1000,0.5704571810054221
21002,3,C6,A3,A6,1000,0.49241106609474483
21002,3,C6,A4,A5,1000,0.1989042600628749
21002,3,C6,A4,A6,1000,0.27957495032637686
21002,3,C6,A5,A6,1000,0.08131797744459987
21002,3,C7,A1,A2,1000,0.010249895877047008
21002,3,C7,A1,A3,1000,0.1441041900143635
21002,3,C7,A1,A4,1000,0.12379712396739016
21002,3,C7,A1,A5,1000,0.12527190783272438
21002,3,C7,A1,A6,1000,0.07698025794393966
21002,3,C7,A2,A3,1000,0.1338812238069667
21002,3,C7,A2,A4,1000,0.1340241485355902
21002,3,C7,A2,A5,1000,0.13549840302667235
21002,3,C7,A2,A6,1000,0.08722091875344067
21002,3,C7,A3,A4,1000,0.2672601610127544
21002,3,C7,A3,A5,1000,0.26872378896076116
21002,3,C7,A3,A6,1000,0.22075425785496303
21002,3,C7,A4,A5,1000,0.0014779145251609257
21002,3,C7,A4,A6,1000,0.046877441641769574
21002,3,C7,A5,A6,1000,0.04835489166333133
21002,4,C1,A1,A2,1000,0.15600908126575214
21002,4,C1,A1,A3,1000,0.3343170083967606
21002,4,C1,A1,A4,1000,0.16965718035819297
21002,4,C1,A1,A5,1000,0.09104697124183393
21002,4,C1,A1,A6,1000,0.023341182502877703
21002,4,C1,A2,A3,1000,0.4877934899949589
21002,4,C1,A2,A4,1000,0.3248051023957952
21002,4,C1,A2,A5,1000,0.24670327802612674
21002,4,C1,A2,A6,1000,0.17928417521717907
21002,4,C1,A3,A4,1000,0.16561661489822704
21002,4,C1,A3,A5,1000,0.24402099779855843
21002,4,C1,A3,A6,1000,0.31122001484666184
21002,4,C1,A4,A5,1000,0.078732348599544
21002,4,C1,A4,A6,1000,0.14637409042399044
21002,4,C1,A5,A6,1000,0.06772021417875274
21002,4,C2,A1,A2,1000,0.03325430751458123
21002,4,C2,A1,A3,1000,0.15512308441742795
21002,4,C2,A1,A4,1000,0.13124768850237473
21002,4,C2,A1,A5,1000,0.08994439397998835
21002,4,C2,A1,A6,1000,0.026807219377352847
21002,4,C2,A2,A3,1000,0.18824658947188466
21002,4,C2,A2,A4,1000,0.16440512318155995
21002,4,C2,A2,A5,1000,0.12314873975974722
21002,4,C2,A2,A6,1000,0.06005419906116265
21002,4,C2,A3,A4,1000,0.023940665098726277
21002,4,C2,A3,A5,1000,0.06530069157652524
21002,4,C2,A3,A6,1000,0.12838749261473198
21002,4,C2,A4,A5,1000,0.04136871937950613
21002,4,C2,A4,A6,1000,0.10448986081973435
21002,4,C2,A5,A6,1000,0.06315769939868975
21002,4,C3,A1,A2,1000,0.06627870321128884
21002,4,C3,A1,A3,1000,0.5885875825871163
21002,4,C3,A1,A4,1000,0.19449709477311505
21002,4,C3,A1,A6,1000,0.0285928593675928
21002,4,C3,A2,A3,1000,0.6510965335711646
21002,4,C3,A2,A4,1000,0.2603251427043364
21002,4,C3,A2,A6,1000,0.03769555250685372
21002,4,C3,A3,A4,1000,0.4018619295865865
21002,4,C3,A3,A6,1000,0.6156205593510021
21002,4,C3,A4,A6,1000,0.22292324815182918
21002,4,C4,A1,A2,1000,0.3487707623151233
21002,4,C4,A1,A3,1000,0.31678694140737557
21002,4,C4,A1,A4,1000,0.4141058745004723
21002,4,C4,A1,A5,1000,0.25813365906592284
21002,4,C4,A1,A6,1000,0.22506750166253942
21002,4,C4,A2,A3,1000,0.6521935395323623
21002,4,C4,A2,A4,1000,0.744115023281637
21002,4,C4,A2,A5,1000,0.5965306163622318
21002,4,C4,A2,A6,1000,0.565058125022629
21002,4,C4,A3,A4,1000,0.09909903548542212
21002,4,C4,A3,A5,1000,0.059330801142477574
21002,4,C4,A3,A6,1000,0.09264749017470461
21002,4,C4,A4,A5,1000,0.15830213225264977
21002,4,C4,A4,A6,1000,0.1915059017226734
21002,4,C4,A5,A6,1000,0.03334171086358503
21002,4,C5,A1,A3,1000,0.22728170585046437
21002,4,C5,A1,A4,1000,0.2025426685299066
21002,4,C5,A1,A5,1000,0.19655098054019643
21002,4,C5,A1,A6,1000,0.12958955967629862
21002,4,C5,A3,A4,1000,0.02485179573790154
21002,4,C5,A3,A5,1000,0.030866616246869528
21002,4,C5,A3,A6,1000,0.09797640502468871
21002,4,C5,A4,A5,1000,0.006015281305758841
21002,4,C5,A4,A6,1000,0.07314229108697723
21002,4,C5,A5,A6,1000,0.06712993641154588
21002,4,C6,A1,A2,1000,0.15475628094592755
21002,4,C6,A1,A3,1000,0.5515905932804412
21002,4,C6,A1,A4,1000,0.27706806559341185
21002,4,C6,A1,A5,1000,0.13750479403659216
21002,4,C6,A1,A6,1000,0.06689791833393036
21002,4,C6,A2,A3,1000,0.698241084599791
21002,4,C6,A2,A4,1000,0.4292884917658976
21002,4,C6,A2,A5,1000,0.29138000715461465
21002,4,C6,A2,A6,1000,0.2213216309789461
21002,4,C6,A3,A4,1000,0.2809121891819261
21002,4,C6,A3,A5,1000,0.4185901275757176
21002,4,C6,A3,A6,1000,0.48720029936564496
21002,4,C6,A4,A5,1000,0.14028334092792683
21002,4,C6,A4,A6,1000,0.21069592729785072
21002,4,C6,A5,A6,1000,0.07069519084662067
21002,4,C7,A1,A2,1000,0.019490301776790463
21002,4,C7,A1,A3,1000,0.25199409376459503
21002,4,C7,A1,A4,1000,0.1396617340262658
21002,4,C7,A1,A5,1000,0.11448139840339011
21002,4,C7,A1,A6,1000,0.032158008018137285
21002,4,C7,A2,A3,1000,0.23265756847130112
21002,4,C7,A2,A4,1000,0.1202153696258046
21002,4,C7,A2,A5,1000,0.09501959135145151
21002,4,C7,A2,A6,1000,0.012668780815763074
21002,4,C7,A3,A4,1000,0.11287358024727952
21002,4,C7,A3,A5,1000,0.13805335190080162
21002,4,C7,A3,A6,1000,0.2200762614759503
21002,4,C7,A4,A5,1000,0.025234529776683397
21002,4,C7,A4,A6,1000,0.10756856870199369
21002,4,C7,A5,A6,1000,0.08236411747912822
21002,5,C1,A1,A2,1000,0.287621850054804
21002,5,C1,A1,A3,1000,0.24769375581395572
21002,5,C1,A1,A4,1000,0.12267704641094729
21002,5,C1,A1,A5,1000,0.04160742478846911
21002,5,C1,A1,A6,1000,0.0037537008268169083
21002,5,C1,A2,A3,1000,0.04021824982309674
21002,5,C1,A2,A4,1000,0.16553162066547572
21002,5,C1,A2,A5,1000,0.24630950294773743
21002,5,C1,A2,A6,1000,0.28389879501194515
21002,5,C1,A3,A4,1000,0.12539913227976207
21002,5,C1,A3,A5,1000,0.2062991534207606
21002,5,C1,A3,A6,1000,0.24396274340864343
21002,5,C1,A4,A5,1000,0.08111113515762929
21002,5,C1,A4,A6,1000,0.1189288414954427
21002,5,C1,A5,A6,1000,0.037854319622170444
21002,5,C2,A1,A2,1000,0.16676027890921474
21002,5,C2,A1,A3,1000,0.146319560021057
21002,5,C2,A1,A4,1000,0.11059760518039888
21002,5,C2,A1,A5,1000,0.043725938735831645
21002,5,C2,A1,A6,1000,0.013798081549901538
21002,5,C2,A2,A3,1000,0.02050776863486453
21002,5,C2,A2,A4,1000,0.056302024924479756
21002,5,C2,A2,A5,1000,0.12315544128471047
21002,5,C2,A2,A6,1000,0.15300981955346982
